SED_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
SED54203,1525,1603,528,67,3729,1247,175,5146,77,33,38,4,153,235,17,399,16,3,5,0,26,32,5,65,95,34,46,6,179,270,18,469,26,3,4,0,43,111,4,154,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,4,0,45,112,4,162,156,37,16,5,221,192,20,428,9,4,0,0,16,20,3,36,4,5,0,0,14,11,0,30,6,7,3,0,19,3,6,24,180,58,20,6,266,231,26,514,35,28,8,4,74,83,7,156,1866,1726,611,81,4282,1937,229,6449
SED54304,1810,2430,538,71,4852,1371,482,6705,319,258,72,20,667,580,99,1343,714,367,167,39,1281,680,221,2181,1033,628,238,53,1947,1261,322,3526,267,54,51,16,386,569,103,1054,722,167,119,35,1037,1307,271,2614,1321,353,176,52,1900,2167,398,4464,1643,492,177,68,2380,2037,418,4822,0,0,0,0,5,3,3,8,3956,1069,518,169,5707,6076,1187,12967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,29,17,3,51,18,6,0,0,29,17,3,51,4,0,5,0,10,35,0,51,6819,4127,1305,296,12544,8760,1993,23301
SED54403,2345,4504,884,98,7832,1707,282,9821,316,315,136,24,794,570,59,1421,106,100,27,0,242,152,23,416,417,413,169,29,1033,722,82,1837,89,26,18,0,136,242,23,400,57,11,7,4,72,90,6,168,32,17,4,0,53,58,6,114,32,10,5,0,40,85,6,137,0,0,0,0,0,0,0,0,208,63,29,3,303,478,40,817,46,12,11,0,66,50,5,121,9,3,0,0,15,23,0,36,8,4,0,0,8,7,0,15,9,8,0,0,15,6,10,23,72,23,12,0,106,78,10,201,20,13,3,0,36,53,10,98,3064,5015,1091,140,9305,3047,418,12771
SED54505,3326,6521,1277,87,11215,1851,228,13290,244,350,150,8,755,489,24,1270,25,44,9,3,86,13,7,105,265,401,165,15,842,505,30,1377,77,150,48,0,274,285,7,569,0,0,0,0,0,0,0,0,95,0,0,0,95,116,0,207,0,0,0,0,0,0,0,0,3,5,0,0,15,11,0,20,175,160,48,0,384,412,5,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,8,3773,7077,1487,107,12448,2771,260,15478
SED54605,4162,3539,1683,125,9517,3466,354,13337,204,46,112,15,380,848,26,1255,85,39,36,4,167,249,15,429,290,83,150,21,544,1100,37,1685,152,46,73,6,283,694,31,1014,22,12,16,0,52,93,10,148,94,16,9,5,122,147,5,275,17,0,3,0,17,11,0,27,0,7,0,0,10,3,0,15,288,82,104,13,482,947,47,1481,28,3,8,0,34,70,3,111,16,0,4,0,19,46,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,10,0,53,120,4,180,3,0,0,0,3,10,0,16,4790,3709,1949,163,10605,5639,455,16698
SED54701,4081,3530,1109,110,8830,3453,321,12604,108,42,69,7,225,516,25,762,12,5,0,0,19,21,3,41,118,52,66,7,241,537,26,803,10,0,4,0,18,100,0,117,0,5,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,4,4,0,27,101,0,130,19,6,0,0,28,60,3,98,0,0,3,0,7,11,0,20,7,3,0,0,13,6,0,18,9,8,0,0,18,7,4,27,44,10,3,6,65,85,7,156,32,34,9,0,72,46,3,122,4286,3629,1190,120,9228,4219,359,13811
SED54804,2573,3659,893,94,7216,1906,430,9544,1106,650,450,44,2253,1969,301,4519,800,555,238,24,1618,800,223,2642,1912,1203,692,73,3874,2771,522,7167,190,30,35,9,266,514,64,840,59,9,19,3,86,214,30,331,146,36,26,8,213,248,29,487,62,19,7,0,87,60,17,159,0,0,0,0,3,4,0,3,457,93,82,22,655,1039,132,1823,12,5,0,0,15,20,3,40,4,0,0,0,7,0,0,7,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,19,5,0,0,24,25,3,52,3,0,0,0,7,8,0,16,4963,4959,1663,189,11771,5744,1084,18603
SED54905,2481,3347,727,158,6708,1562,370,8646,684,346,205,45,1280,1284,153,2725,1053,520,242,94,1909,1292,257,3461,1732,868,450,143,3191,2579,415,6183,181,107,43,19,349,472,59,879,188,44,23,17,276,464,45,781,188,49,27,20,282,265,39,582,161,46,22,5,227,270,28,529,0,0,0,0,0,3,0,9,718,241,118,65,1133,1470,172,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,3,0,0,3,3,4,3,0,11,12,0,20,4939,4456,1299,364,11052,5624,957,17632
SED55005,3358,7482,1848,178,12862,2376,344,15578,149,165,81,8,403,278,10,686,5,6,5,5,24,16,0,36,156,167,93,9,428,288,11,729,8,8,3,0,19,11,3,40,5,0,0,0,6,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,8,0,16,18,7,7,0,36,28,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,5,4,0,8,0,0,0,0,6,7,0,8,3536,7661,1947,195,13334,2696,358,16389
SED55102,4076,6366,1933,124,12505,2398,290,15200,65,96,54,3,219,130,7,351,29,13,12,4,56,32,0,89,97,109,62,9,270,160,6,442,9,3,4,0,22,14,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,15,17,0,32,19,11,5,0,33,33,0,69,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,0,4,0,7,0,0,9,3,0,15,10,0,0,0,12,8,0,19,4202,6491,2009,131,12839,2604,297,15736
SED55202,3547,5359,1934,215,11063,3127,516,14701,404,241,206,23,869,1040,69,1974,43,23,25,3,98,110,11,226,447,266,228,30,963,1148,83,2196,63,53,52,4,169,189,14,379,10,14,9,0,38,50,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,12,0,24,81,73,62,5,222,254,15,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,12,0,22,8,0,0,0,10,16,0,20,3,5,0,0,5,9,0,13,4087,5697,2225,249,12257,4557,618,17430
SED55306,4893,4554,1429,80,10963,3015,378,14357,312,94,92,3,504,653,32,1193,70,43,11,0,130,71,8,205,378,142,105,3,630,726,39,1394,14,0,0,0,18,13,0,31,0,0,0,0,0,0,0,0,9,0,0,0,9,5,0,18,0,0,0,0,0,0,0,0,4,5,0,0,17,14,0,26,30,9,5,0,44,30,3,79,17,8,5,0,29,59,4,91,52,5,4,0,60,110,0,170,0,3,0,0,10,9,0,20,8,6,0,0,12,3,0,14,82,27,11,0,118,173,4,298,12,11,0,0,25,18,4,44,5395,4742,1550,84,11779,3968,427,16174
SED55405,3067,3158,986,244,7454,2836,1053,11348,814,630,265,94,1799,1528,427,3759,413,248,108,51,820,587,216,1618,1226,877,377,148,2619,2117,639,5375,216,119,56,10,402,553,59,1011,169,67,19,9,264,386,59,709,224,83,30,14,352,562,52,966,26,11,6,0,54,53,17,116,0,0,0,0,3,0,0,4,641,275,113,41,1079,1549,182,2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,3,4,0,11,21,0,27,4936,4313,1479,431,11159,6525,1887,19568
SED55504,3912,6891,1964,144,12909,2556,330,15796,195,71,113,8,386,499,30,920,12,6,14,0,33,18,5,50,214,73,128,8,420,517,29,966,0,0,0,0,0,0,0,0,5,0,5,0,11,26,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,14,17,0,33,10,12,7,0,32,37,0,67,8,0,0,0,16,92,0,100,4,0,0,0,3,13,0,18,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,13,14,7,6,0,25,103,0,132,0,0,0,0,4,3,0,5,4149,6988,2100,150,13390,3219,357,16967
SED55605,4007,6468,2367,150,12999,2516,346,15860,124,23,60,4,216,266,8,488,15,3,5,0,25,24,0,52,135,33,63,4,237,292,14,537,3,0,4,0,6,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,11,3,0,15,5,5,9,0,19,5,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,4,0,19,9,0,28,4153,6517,2440,157,13271,2830,353,16452
SED55706,5352,3974,1371,93,10791,4023,414,15226,106,79,38,0,221,386,18,622,25,11,10,0,50,58,6,105,133,84,50,0,266,443,21,729,14,9,4,0,25,57,5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,9,0,8,16,9,4,0,33,63,5,100,34,7,4,0,39,42,4,76,9,4,0,0,18,20,17,54,4,0,0,0,3,3,0,15,9,3,4,0,9,4,0,12,51,13,4,0,70,67,18,157,22,12,7,0,47,40,3,86,5579,4091,1443,101,11211,4634,456,16300
SED55802,3924,7210,2020,192,13347,2484,407,16235,250,163,87,13,512,426,16,956,48,39,41,4,126,92,9,227,295,199,133,13,637,517,27,1183,0,0,0,0,6,11,0,12,14,11,14,3,43,53,8,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,13,10,0,20,24,16,21,4,64,66,10,142,0,0,0,0,0,7,0,7,9,0,0,0,9,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,20,0,26,3,9,0,0,8,10,3,22,4252,7429,2171,215,14065,3096,443,17602
SED55905,3660,4206,1566,174,9606,2717,491,12812,362,173,188,22,740,1081,66,1882,59,26,16,3,103,88,6,202,416,197,203,23,837,1169,71,2088,67,30,40,13,145,227,18,390,60,21,26,3,99,201,26,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,22,11,0,34,137,54,61,12,273,438,43,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,21,4216,4461,1835,211,10720,4341,607,15669
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SED60105,2252,2180,904,84,5422,2034,287,7743,110,34,36,5,178,348,21,544,117,86,42,3,254,126,29,409,233,121,71,7,429,471,51,954,192,67,74,7,336,599,40,976,13,15,8,0,30,51,4,88,8,0,0,0,8,15,5,22,6,0,0,0,4,3,0,9,15,7,7,0,28,32,4,64,225,88,85,9,410,698,52,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,9,0,23,27,10,57,16,3,9,0,27,26,10,58,3,5,0,0,10,13,0,20,2729,2398,1075,97,6303,3237,393,9933
SED60106,1078,643,270,25,2018,940,86,3039,15,3,0,0,18,58,0,75,4,0,0,0,0,0,0,0,17,7,0,0,20,58,0,79,3,0,3,0,10,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,19,0,27,4,0,0,0,4,3,0,8,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,9,6,3,5,0,10,4,0,21,0,0,3,0,5,4,0,9,1104,649,284,25,2064,1038,84,3181
SED60113,4431,3833,1403,112,9773,3365,357,13495,64,22,31,0,121,162,9,295,63,41,34,0,131,93,17,242,124,63,59,0,251,255,31,533,145,44,66,7,260,497,38,795,4,0,0,0,4,7,0,14,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,11,0,4,0,17,23,6,40,161,44,71,7,279,534,38,850,12,3,3,0,17,39,6,56,0,0,0,0,0,6,0,5,0,0,0,0,3,0,0,3,9,4,0,0,6,3,0,15,21,9,3,0,27,48,6,79,5,3,0,0,9,14,0,23,4738,3950,1534,122,10344,4211,426,14980
SED60115,3704,3349,2020,161,9238,3230,532,13002,232,122,197,24,572,949,72,1596,52,18,27,0,100,83,22,207,284,147,222,26,675,1036,97,1804,73,32,59,6,171,366,38,577,4,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,74,36,58,6,175,380,38,594,0,0,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,4,0,0,12,17,6,38,9,9,5,0,19,35,6,65,5,5,0,0,12,16,4,35,4083,3539,2304,194,10126,4703,677,15497
SED60207,4479,3502,1802,125,9912,3659,371,13945,223,40,126,20,400,869,39,1309,27,12,14,0,57,105,8,175,251,53,144,17,464,977,43,1486,20,4,11,0,31,16,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,6,23,6,10,0,37,20,0,54,14,3,3,0,18,30,4,56,18,5,11,3,34,40,0,80,0,0,0,0,0,0,0,3,0,3,0,0,9,3,0,14,36,6,22,4,69,80,5,154,7,3,4,0,15,13,0,27,4789,3569,1975,150,10493,4748,430,15664
SED60208,4013,3181,1382,101,8683,3071,238,11992,119,32,91,3,248,688,9,946,8,3,8,0,22,38,4,60,127,42,96,3,268,727,14,1012,6,0,0,0,0,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,6,0,0,0,3,28,0,34,7,0,4,0,16,63,0,76,14,3,5,0,11,27,0,38,0,0,0,0,0,0,0,0,5,6,4,0,12,8,0,26,27,7,4,0,43,92,0,145,5,0,0,0,8,9,0,16,4178,3235,1493,108,9010,3926,255,13192
SED60209,4481,3449,1632,120,9678,4298,348,14324,99,28,73,7,204,499,21,725,24,9,13,3,57,84,5,148,129,32,90,7,257,588,25,871,23,11,5,0,35,80,4,117,0,0,0,0,4,42,0,43,8,0,3,0,16,30,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,15,11,0,58,145,4,211,18,4,0,0,24,34,0,60,5,3,0,0,12,7,0,15,0,3,0,0,3,7,0,10,10,7,0,0,13,10,0,22,32,12,0,0,47,56,3,110,16,9,0,0,27,22,0,47,4688,3519,1736,126,10076,5113,385,15567
SED60301,1286,1560,892,65,3797,1223,164,5180,28,11,37,0,76,166,7,254,26,4,0,0,28,12,0,44,49,16,37,4,106,181,14,293,192,72,113,11,381,556,28,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,72,113,11,381,555,28,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,1522,1643,1047,72,4288,1966,204,6457
SED60302,3115,3149,1754,190,8207,3258,566,12031,92,68,59,9,226,349,27,606,46,48,41,4,141,114,14,267,139,111,101,14,365,463,45,871,295,195,131,15,644,826,77,1554,14,3,4,0,20,30,8,54,4,0,0,0,9,17,0,23,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,14,317,202,142,20,676,877,89,1642,0,0,0,0,0,8,0,14,0,0,0,0,3,13,0,21,0,0,0,0,0,0,0,0,13,12,0,0,30,19,8,55,15,10,0,0,38,39,8,80,5,3,5,0,15,20,0,35,3593,3480,1997,226,9301,4652,700,14652
SED60303,2877,2900,857,91,6722,2247,664,9636,149,57,28,5,240,291,61,595,271,116,90,20,497,352,131,978,419,172,119,23,734,642,191,1576,480,169,113,26,786,906,208,1901,138,36,22,8,212,391,63,661,117,25,39,10,188,215,36,438,14,0,0,0,12,16,0,31,23,10,7,3,40,42,8,87,769,251,178,39,1238,1566,311,3116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,3,0,27,21,16,64,19,7,3,0,28,22,16,66,7,11,5,0,23,32,3,57,4091,3339,1165,155,8750,4512,1184,14448
SED60304,42,46,10,0,103,19,4,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,47,10,0,108,19,4,124
SED60310,1985,1989,532,55,4564,1317,334,6221,52,39,21,3,120,138,32,291,160,62,16,3,247,212,60,515,210,99,38,10,366,345,97,805,131,28,16,4,187,209,43,442,87,11,11,7,117,112,21,248,36,12,4,5,58,51,23,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,58,34,15,368,370,84,826,0,0,0,0,0,0,0,0,5,0,4,0,12,12,0,19,0,0,0,0,0,0,0,0,13,3,4,0,12,11,0,24,16,6,7,0,21,16,0,47,7,0,0,0,11,5,0,19,2485,2155,610,82,5333,2061,525,7911
SED60404,4359,4013,1372,100,9838,2923,253,13016,37,16,16,0,74,109,5,188,17,7,8,0,30,22,4,50,49,25,23,0,104,126,4,237,9,4,11,0,27,47,6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,12,15,5,11,0,30,46,3,83,12,3,0,0,15,27,3,43,19,3,4,0,29,46,3,75,5,0,0,0,4,4,0,9,9,7,3,6,19,17,0,36,37,18,6,6,63,89,9,161,10,8,0,0,14,10,0,28,4471,4068,1410,109,10056,3204,272,13526
SED60410,1606,1633,641,51,3940,1338,231,5503,59,19,32,0,108,241,5,352,81,38,28,3,148,70,14,227,136,59,56,3,255,312,17,584,22,17,19,0,56,91,3,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,23,17,25,0,58,85,3,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,4,0,0,0,4,0,0,7,1772,1711,720,62,4264,1736,256,6255
SED60411,3621,3235,1325,130,8311,3072,370,11749,88,26,35,3,154,348,16,520,96,30,38,0,163,187,19,366,187,55,70,5,318,533,34,888,37,12,11,0,64,120,7,183,18,6,3,0,28,40,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,9,59,18,18,0,96,161,10,261,0,0,0,0,0,0,0,0,4,0,0,0,5,10,0,12,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,6,10,0,0,0,12,12,0,25,0,3,0,0,3,13,0,17,3874,3313,1411,138,8740,3784,411,12936
SED60414,2718,3127,1355,103,7310,2058,234,9598,59,15,41,3,107,160,7,273,5,3,0,0,9,3,0,14,56,16,45,3,118,162,7,282,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,4,0,13,7,0,3,0,13,4,0,15,5,3,0,0,13,18,0,32,4,0,3,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,8,4,0,21,22,0,44,5,4,0,0,11,4,0,19,2804,3152,1405,106,7474,2251,240,9957
SED60501,1990,2019,1436,93,5535,1908,179,7625,14,4,33,5,53,96,6,160,9,4,12,0,24,30,0,51,23,10,44,8,80,129,6,219,24,21,45,7,92,161,6,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,24,21,46,7,92,165,6,262,4,3,0,0,8,22,0,35,4,0,0,0,4,4,0,12,6,0,0,0,6,0,0,6,3,0,0,0,7,7,0,13,18,7,0,0,24,33,4,62,8,4,0,0,10,5,0,17,2061,2052,1529,99,5743,2244,196,8181
SED60505,1149,1177,362,22,2709,758,60,3525,28,10,7,0,48,85,0,128,43,22,11,0,78,21,0,99,71,28,21,0,124,104,3,227,54,17,46,3,118,218,16,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,54,18,46,3,121,222,16,356,0,0,0,0,6,3,0,9,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,0,23,6,0,0,0,6,0,0,5,1280,1226,430,23,2962,1087,74,4129
SED60506,4055,2815,1135,72,8085,3209,254,11544,62,21,26,3,104,203,5,317,8,16,7,3,34,12,0,46,71,36,28,4,137,222,5,366,97,17,38,0,152,259,16,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,20,38,0,156,258,16,424,18,0,6,0,25,52,0,82,8,3,0,0,9,7,0,16,0,0,0,0,3,7,0,5,12,4,4,0,15,13,0,33,37,13,13,0,57,80,3,135,4,12,0,0,13,11,0,26,4268,2891,1211,79,8443,3770,278,12495
SED60508,683,504,144,11,1342,441,40,1828,22,8,3,0,30,38,0,77,0,0,0,0,0,0,0,0,25,8,0,0,35,40,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,4,0,0,3,3,0,8,713,514,148,11,1386,486,43,1917
