SED_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
SED30030,20768,..,..,..,..,20768,..,37,0,37,0,37,..,113,17,129,0,129,..,15,0,17,0,22,..,130,30,158,0,165,..,323,50,370,7,377,..,10,0,10,0,10,..,464,80,543,9,552,..,19,6,19,0,19,..,69,3,72,0,72,..,84,0,80,5,87,..,209,12,221,0,225,..,37,0,37,0,37,..,113,8,120,3,118,..,161,4,163,0,163,..,219,8,231,0,231,..,183,14,199,5,201,..,95,0,95,0,94,..,30,5,35,0,35,..,36,0,36,0,35,..,874,36,910,10,922,..,132,5,139,0,140,..,115,11,129,0,130,..,3,0,3,0,3,..,132,24,154,5,162,..,14,0,11,0,11,..,42,0,48,0,48,..,64,13,73,4,80,..,20,0,20,0,20,..,102,11,111,3,120,..,51,4,62,5,58,..,20,0,20,0,20,..,57,8,64,0,64,..,44
SED30031,16767,..,..,..,..,16767,..,112,0,109,0,109,..,3,0,4,0,4,..,37,8,44,0,43,..,9,0,11,0,11,..,27,14,38,0,38,..,0,0,0,0,0,..,29,17,50,0,49,..,0,0,0,0,0,..,16,0,17,0,17,..,11,0,11,0,14,..,11,0,11,0,11,..,6,0,6,0,6,..,4,0,4,0,4,..,22,0,21,0,23,..,15,0,17,0,17,..,27,11,31,0,31,..,15,0,15,0,15,..,3,0,3,0,3,..,11,0,11,0,11,..,108,8,115,0,120,..,18,0,17,0,17,..,4,3,7,0,7,..,3,0,3,0,3,..,10,4,17,0,17,..,0,0,0,0,0,..,8,0,8,0,8,..,5,0,5,0,5,..,6,0,9,0,10,..,6,0,6,0,6,..,4,0,3,0,3,..,15,5,25,0,23,..,0,0,0,0,0,..,50
SED30032,24431,..,..,..,..,24431,..,53,5,56,0,56,..,12,4,16,0,21,..,10,0,10,0,9,..,0,4,3,0,3,..,31,9,41,0,40,..,0,0,0,0,0,..,36,11,47,0,49,..,0,0,0,0,0,..,20,0,27,0,27,..,56,8,63,4,59,..,8,0,12,0,12,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,5,0,5,..,0,0,0,0,0,..,34,0,32,0,32,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,55,0,55,0,55,..,21,3,20,0,20,..,13,0,13,0,12,..,0,0,0,0,0,..,5,0,6,0,6,..,0,0,0,0,0,..,15,3,20,0,20,..,0,0,0,0,0,..,6,0,7,0,7,..,12,0,12,0,12,..,7,0,8,0,12,..,8,0,4,0,4,..,5,0,5,0,5,..,4
SED30033,23156,..,..,..,..,23156,..,66,0,66,0,66,..,28,0,32,0,32,..,21,0,21,0,23,..,14,3,19,0,19,..,41,3,48,0,50,..,3,0,3,0,3,..,60,11,74,0,71,..,10,0,15,0,15,..,38,0,38,0,38,..,95,3,102,0,95,..,11,0,17,0,17,..,7,0,7,0,7,..,14,0,14,0,14,..,34,0,34,0,34,..,32,0,31,0,31,..,38,0,38,0,40,..,25,0,25,0,25,..,17,7,19,0,19,..,6,0,6,0,6,..,178,8,182,0,183,..,33,3,39,0,41,..,9,0,10,0,10,..,0,0,0,0,0,..,11,0,11,0,11,..,4,0,4,0,4,..,43,3,48,0,48,..,9,0,7,0,7,..,16,3,21,0,21,..,12,0,12,0,13,..,11,0,11,0,11,..,0,0,0,0,3,..,11,0,11,0,11,..,20
SED30034,23041,..,..,..,..,23041,..,58,0,55,0,55,..,10,0,8,0,8,..,98,9,107,0,108,..,19,5,22,0,22,..,34,10,41,6,51,..,0,0,0,0,0,..,55,16,71,6,73,..,14,0,13,0,13,..,39,0,40,0,40,..,120,4,120,3,121,..,23,4,28,0,28,..,0,0,0,0,0,..,4,0,4,0,4,..,14,0,17,0,17,..,6,0,6,0,6,..,402,70,466,8,471,..,4,0,4,0,4,..,5,0,0,0,0,..,5,0,5,0,5,..,434,66,505,8,508,..,224,30,251,0,252,..,37,3,40,0,40,..,0,0,0,0,0,..,7,7,9,0,9,..,3,0,3,0,3,..,15,0,22,5,19,..,0,0,0,0,0,..,6,0,6,0,6,..,12,0,19,0,19,..,3,6,9,0,9,..,21,13,35,0,36,..,0,0,0,0,0,..,27
SED30035,23140,..,..,..,..,23140,..,39,0,39,0,39,..,0,0,3,0,3,..,75,0,79,0,79,..,16,5,22,0,26,..,17,0,19,0,19,..,0,0,0,0,0,..,37,3,41,0,43,..,5,0,4,0,4,..,25,0,25,0,25,..,39,0,39,0,39,..,21,0,21,0,21,..,4,0,4,0,4,..,11,0,8,0,8,..,6,0,6,0,6,..,9,0,9,0,9,..,40,0,36,0,36,..,6,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,80,3,84,0,84,..,176,23,190,0,201,..,13,0,8,0,8,..,4,0,4,0,4,..,6,0,7,0,10,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,12,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,29
SED30036,15635,..,..,..,..,15635,..,44,0,48,0,48,..,338,52,388,4,389,..,22,6,24,0,24,..,141,45,189,0,189,..,347,106,456,7,468,..,19,0,24,0,24,..,510,159,669,8,678,..,13,3,16,0,16,..,46,8,56,0,56,..,43,0,42,0,45,..,23,0,26,0,26,..,169,13,181,3,183,..,180,10,193,0,190,..,373,14,386,0,386,..,87,10,90,0,90,..,546,54,595,11,610,..,271,6,277,0,279,..,131,9,143,0,143,..,49,0,49,0,49,..,1801,113,1914,15,1929,..,70,10,87,0,89,..,42,11,48,0,48,..,8,4,15,0,15,..,80,24,105,0,105,..,15,0,15,0,15,..,141,7,154,0,155,..,89,16,104,3,105,..,37,3,37,0,37,..,50,3,56,0,56,..,43,10,45,0,45,..,623,81,699,10,712,..,74,16,83,0,83,..,127
SED30037,21762,..,..,..,..,21762,..,32,0,32,0,32,..,39,4,46,0,46,..,28,0,28,0,28,..,27,0,30,0,30,..,48,14,60,0,60,..,3,0,4,0,8,..,83,18,98,0,95,..,4,0,5,0,5,..,12,0,12,0,12,..,31,0,35,0,35,..,16,0,16,0,16,..,15,0,23,0,23,..,11,0,11,0,11,..,67,3,72,0,76,..,12,4,16,0,16,..,108,10,119,5,123,..,10,0,10,0,10,..,20,0,20,0,20,..,13,0,13,0,13,..,263,18,278,6,286,..,14,4,18,0,18,..,20,0,20,0,20,..,0,0,4,0,4,..,13,7,21,0,24,..,3,0,3,0,3,..,134,17,146,0,146,..,10,0,10,0,10,..,3,4,8,0,8,..,15,0,15,0,16,..,11,0,8,0,8,..,142,16,164,0,159,..,6,0,3,0,3,..,45
SED30038,23511,..,..,..,..,23511,..,64,0,64,0,64,..,16,0,22,0,22,..,20,5,20,0,20,..,12,3,17,0,12,..,32,11,38,0,40,..,0,0,0,0,0,..,45,8,56,0,61,..,3,0,3,0,8,..,30,0,25,0,25,..,29,0,29,0,29,..,16,3,13,0,13,..,6,0,6,0,6,..,8,0,9,0,9,..,25,0,19,0,19,..,9,0,11,0,11,..,31,3,31,0,31,..,12,0,12,0,12,..,6,0,6,0,6,..,7,0,7,0,7,..,91,8,96,0,96,..,13,0,13,0,15,..,21,0,23,0,23,..,0,0,0,0,0,..,20,0,19,0,19,..,0,0,0,0,0,..,29,4,31,0,31,..,5,0,7,0,7,..,9,0,8,0,8,..,7,0,7,0,7,..,13,0,13,0,13,..,87,11,95,3,94,..,0,0,0,0,0,..,18
SED30039,26237,..,..,..,..,26237,..,128,5,135,0,135,..,92,10,106,0,106,..,21,0,21,0,21,..,91,9,94,0,94,..,206,52,257,7,261,..,6,0,8,0,8,..,302,60,363,7,367,..,27,8,35,0,35,..,51,4,59,0,59,..,68,3,72,0,76,..,22,0,26,0,26,..,71,6,74,0,75,..,97,6,102,0,106,..,375,10,385,4,391,..,152,10,167,0,166,..,684,59,747,12,755,..,109,3,107,0,112,..,80,3,83,0,87,..,78,0,73,0,77,..,1649,96,1746,21,1769,..,46,6,52,4,47,..,39,6,40,0,40,..,24,6,35,0,35,..,81,27,103,0,103,..,9,0,6,0,8,..,419,19,444,6,447,..,80,9,88,0,88,..,59,7,63,4,64,..,41,8,52,0,52,..,40,6,44,0,45,..,373,28,403,5,402,..,36,6,38,0,38,..,127
SED30040,22401,..,..,..,..,22401,..,56,0,57,0,57,..,15,0,23,0,23,..,3,0,3,0,3,..,31,4,42,0,42,..,56,15,70,3,74,..,0,0,0,0,0,..,88,18,112,3,110,..,5,0,5,0,5,..,54,4,59,5,58,..,97,0,104,0,104,..,17,4,20,0,24,..,0,0,0,0,0,..,28,3,29,0,29,..,27,0,27,0,27,..,31,0,29,0,29,..,30,3,29,0,29,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,128,9,137,0,137,..,64,4,64,0,64,..,27,3,27,0,27,..,3,0,3,0,3,..,23,6,30,0,31,..,0,0,6,0,6,..,73,5,76,0,79,..,17,0,13,0,16,..,34,3,36,0,35,..,56,9,62,3,60,..,18,0,20,0,20,..,5,0,3,0,3,..,7,0,7,0,7,..,22
SED30041,22852,..,..,..,..,22852,..,93,0,95,0,95,..,16,4,14,0,14,..,35,3,38,6,47,..,16,8,22,0,22,..,78,41,118,4,119,..,3,0,9,0,9,..,100,42,145,4,151,..,10,0,10,0,10,..,32,0,32,0,34,..,55,0,56,0,55,..,7,0,7,0,7,..,32,0,35,0,35,..,11,0,11,0,11,..,36,4,41,0,41,..,64,3,76,0,76,..,53,4,59,3,64,..,26,0,26,0,26,..,16,0,16,0,16,..,7,0,8,0,8,..,247,17,263,5,271,..,24,0,24,0,24,..,22,3,19,0,19,..,3,0,3,0,3,..,13,3,16,0,16,..,0,0,0,0,0,..,25,3,26,0,26,..,11,0,11,0,11,..,4,0,7,0,8,..,29,6,37,0,37,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,57
SED30042,25301,..,..,..,..,25301,..,171,0,172,0,172,..,46,4,54,0,54,..,13,0,13,0,13,..,16,5,20,0,22,..,67,24,92,0,98,..,3,0,4,0,4,..,87,32,120,0,114,..,9,0,4,0,4,..,18,0,18,0,21,..,45,0,45,0,48,..,26,0,26,0,26,..,8,0,6,0,6,..,6,0,8,0,8,..,82,0,81,0,83,..,19,8,24,0,24,..,62,8,70,0,70,..,20,3,24,0,24,..,6,0,7,0,7,..,13,0,12,0,12,..,218,20,236,0,241,..,54,3,52,0,52,..,37,3,37,0,37,..,5,4,5,0,5,..,29,22,49,0,49,..,6,0,6,0,6,..,28,0,28,0,28,..,4,4,13,0,13,..,20,0,22,0,22,..,19,4,19,0,19,..,15,0,15,0,15,..,65,9,73,0,73,..,6,0,6,0,6,..,58
SED30043,23072,..,..,..,..,23072,..,29,0,29,0,29,..,62,19,77,0,71,..,12,0,16,0,16,..,30,7,33,0,33,..,104,105,210,4,214,..,3,6,12,0,12,..,141,112,251,4,253,..,4,0,7,0,7,..,17,0,17,0,17,..,49,3,58,0,58,..,3,0,8,0,8,..,20,5,25,0,25,..,101,18,119,0,119,..,36,0,41,0,41,..,9,0,9,0,9,..,66,3,65,0,65,..,7,4,12,0,12,..,13,0,10,0,10,..,3,0,3,0,3,..,251,29,279,0,281,..,25,4,28,0,28,..,22,8,32,0,32,..,4,0,4,0,4,..,31,18,53,0,53,..,0,0,0,0,0,..,0,0,0,0,0,..,10,5,10,0,10,..,5,0,5,0,5,..,3,0,3,0,3,..,7,0,9,0,9,..,11,0,10,0,10,..,3,0,3,0,3,..,13
SED30044,26081,..,..,..,..,26081,..,41,3,49,0,49,..,123,3,132,0,134,..,18,0,18,3,21,..,63,24,82,0,88,..,197,76,269,3,272,..,17,6,27,0,27,..,275,97,376,4,382,..,52,8,55,0,55,..,51,4,57,0,57,..,55,3,58,0,60,..,27,5,35,0,35,..,15,0,15,0,15,..,31,0,33,0,33,..,179,7,191,6,193,..,10,0,10,0,10,..,567,44,615,12,621,..,25,0,29,0,35,..,123,9,134,0,134,..,29,8,39,0,39,..,984,71,1055,14,1071,..,44,5,48,0,48,..,28,0,29,0,29,..,108,36,136,0,140,..,34,9,43,0,45,..,9,0,9,0,9,..,52,0,51,0,51,..,9,0,16,0,16,..,23,0,21,0,21,..,23,3,27,0,27,..,20,10,30,0,30,..,237,21,262,12,266,..,47,9,61,0,61,..,47
SED30045,23132,..,..,..,..,23132,..,87,0,91,0,94,..,27,0,27,0,27,..,14,0,14,0,14,..,43,23,66,0,66,..,110,44,150,0,154,..,15,0,10,0,10,..,159,68,231,0,232,..,21,0,26,0,26,..,113,4,115,0,119,..,69,3,71,0,71,..,63,6,72,0,72,..,3,0,3,0,3,..,34,0,35,0,35,..,99,9,104,0,107,..,8,0,8,0,8,..,69,9,81,0,81,..,65,3,63,0,63,..,6,4,11,0,11,..,21,0,27,0,27,..,316,15,334,0,334,..,69,8,77,0,77,..,31,4,32,0,34,..,0,0,0,0,0,..,24,5,25,0,25,..,7,0,7,0,7,..,23,0,23,0,23,..,34,4,34,0,38,..,26,0,27,0,27,..,59,10,67,0,70,..,24,3,29,0,29,..,30,0,33,0,34,..,15,0,17,0,17,..,67
SED30046,24335,..,..,..,..,24335,..,40,0,40,0,44,..,68,6,69,0,69,..,24,0,30,0,30,..,53,7,60,0,62,..,123,58,179,0,183,..,10,0,10,0,10,..,187,61,243,0,247,..,27,3,27,0,27,..,37,0,37,0,37,..,45,0,49,0,49,..,44,3,47,0,50,..,10,0,10,0,10,..,59,3,60,3,66,..,121,5,124,0,124,..,9,0,12,0,12,..,264,24,287,7,292,..,30,0,35,0,35,..,31,3,32,0,32,..,13,0,13,0,13,..,535,33,569,7,577,..,28,5,32,0,32,..,47,5,54,0,52,..,27,7,28,0,28,..,35,13,50,4,51,..,3,0,3,0,3,..,29,0,27,0,32,..,24,14,37,0,37,..,55,4,55,0,55,..,65,17,82,0,78,..,48,7,53,0,53,..,142,4,152,0,152,..,30,4,31,0,31,..,104
SED30047,22924,..,..,..,..,22924,..,126,3,132,0,134,..,21,3,28,0,28,..,58,3,62,0,62,..,36,12,48,0,48,..,108,22,131,0,129,..,0,0,0,0,0,..,143,35,180,0,182,..,4,0,4,0,4,..,26,0,26,0,26,..,36,0,36,0,36,..,0,3,5,0,5,..,16,0,23,0,23,..,36,7,41,0,41,..,60,3,60,3,62,..,39,0,39,0,39,..,93,9,97,0,102,..,36,3,42,5,42,..,13,0,17,0,17,..,18,0,19,0,19,..,299,25,320,4,328,..,42,4,48,0,48,..,22,0,22,0,22,..,4,0,4,0,4,..,18,0,16,0,21,..,0,0,0,0,0,..,60,3,63,0,63,..,4,5,11,0,11,..,8,0,9,0,12,..,31,0,33,0,30,..,12,0,12,0,12,..,16,0,22,0,22,..,5,0,5,0,5,..,194
SED30048,22101,..,..,..,..,22101,..,85,0,83,0,83,..,163,18,180,0,180,..,9,0,9,0,9,..,414,36,443,0,448,..,1695,225,1925,10,1937,..,51,13,62,0,62,..,2157,274,2431,14,2445,..,13,0,18,0,18,..,148,3,151,7,160,..,166,0,174,0,176,..,47,0,49,0,49,..,159,0,161,0,161,..,65,0,65,0,65,..,274,4,278,0,277,..,189,10,191,4,199,..,72,0,72,0,72,..,144,0,145,0,145,..,88,5,90,0,91,..,94,4,101,0,101,..,1084,23,1107,3,1107,..,129,5,132,0,132,..,166,27,189,0,191,..,10,0,10,0,10,..,202,41,242,0,245,..,4,0,4,0,4,..,77,3,80,0,80,..,196,13,211,0,214,..,30,3,33,0,33,..,115,4,123,0,117,..,99,6,109,0,109,..,11,0,7,0,7,..,21,5,19,0,19,..,49
SED30049,17268,..,..,..,..,17268,..,135,0,134,0,136,..,204,24,231,3,231,..,17,0,16,0,12,..,782,149,932,4,937,..,2185,532,2717,25,2741,..,74,26,104,0,109,..,3047,713,3757,35,3787,..,52,3,60,0,60,..,58,6,62,0,62,..,56,0,56,0,61,..,330,30,360,4,366,..,89,0,94,0,92,..,298,10,308,0,313,..,332,11,340,0,344,..,43,0,49,0,49,..,250,18,271,5,272,..,286,3,290,0,283,..,147,3,154,0,154,..,87,0,87,0,93,..,1536,56,1594,11,1600,..,105,6,108,0,109,..,86,11,94,0,94,..,9,0,9,0,9,..,524,146,673,0,674,..,11,6,11,0,11,..,254,11,258,0,258,..,81,14,92,3,94,..,53,3,57,0,57,..,39,9,48,0,48,..,88,9,99,0,99,..,31,9,36,0,36,..,90,12,106,0,106,..,78
SED30050,20792,..,..,..,..,20792,..,53,0,53,0,53,..,13,0,13,0,13,..,9,0,9,0,9,..,11,0,17,0,17,..,69,8,81,4,84,..,3,0,6,0,6,..,86,14,101,4,100,..,7,0,4,0,4,..,62,0,68,0,68,..,102,3,103,5,111,..,20,0,27,0,27,..,11,0,11,0,11,..,93,0,95,6,99,..,35,0,37,0,37,..,135,6,138,0,141,..,108,11,113,0,117,..,17,0,17,0,17,..,22,0,22,0,22,..,0,0,3,0,3,..,421,22,441,8,448,..,87,3,91,0,88,..,24,8,35,0,38,..,0,0,0,0,0,..,45,14,60,0,60,..,0,0,0,0,0,..,35,4,38,0,37,..,9,0,9,0,13,..,32,0,29,0,29,..,163,12,179,3,184,..,8,0,8,0,8,..,4,5,8,0,8,..,10,0,9,0,9,..,28
SED30051,23692,..,..,..,..,23692,..,19,0,19,0,19,..,13,0,10,0,14,..,22,0,22,0,22,..,10,0,18,0,18,..,26,10,30,0,30,..,0,0,0,0,0,..,37,7,45,0,45,..,5,0,5,0,5,..,17,0,17,0,17,..,61,0,61,0,61,..,5,0,5,0,5,..,3,0,3,0,3,..,6,0,6,0,6,..,14,0,14,0,17,..,9,0,15,0,15,..,14,0,16,0,16,..,5,0,5,0,5,..,12,0,12,0,12,..,4,0,4,0,4,..,62,5,61,0,64,..,20,0,20,0,20,..,8,0,8,0,8,..,4,0,4,0,4,..,0,3,7,0,7,..,0,0,0,0,0,..,22,0,22,0,22,..,0,0,0,0,0,..,10,0,6,0,6,..,0,0,0,0,0,..,7,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,20
SED30052,23236,..,..,..,..,23236,..,89,0,89,0,89,..,248,22,266,6,272,..,21,5,19,0,19,..,396,48,442,3,443,..,1139,199,1336,3,1342,..,68,9,76,0,76,..,1596,264,1856,10,1867,..,25,0,25,0,25,..,219,4,228,7,228,..,118,6,123,0,127,..,77,0,79,0,79,..,85,8,88,0,88,..,78,3,79,0,77,..,354,13,362,5,364,..,204,4,209,0,212,..,68,4,71,0,76,..,70,3,73,0,76,..,61,0,61,0,61,..,95,3,100,0,103,..,1011,28,1044,10,1054,..,291,28,327,0,325,..,213,32,246,5,250,..,9,0,11,0,11,..,312,120,431,0,430,..,9,0,9,0,9,..,72,0,76,4,77,..,162,12,173,0,171,..,64,0,65,0,65,..,443,25,464,0,466,..,89,0,92,0,97,..,18,0,23,0,23,..,44,0,44,0,44,..,98
SED30053,20753,..,..,..,..,20753,..,56,3,62,0,62,..,78,0,84,0,79,..,0,0,0,0,0,..,175,63,232,6,238,..,429,101,532,3,542,..,12,3,17,0,17,..,622,166,786,5,795,..,41,7,50,3,51,..,113,7,117,3,122,..,69,3,73,0,73,..,92,5,101,0,101,..,9,0,14,0,14,..,19,6,22,0,26,..,59,0,59,0,59,..,4,0,4,0,4,..,34,5,37,0,35,..,18,0,20,0,20,..,6,0,6,0,6,..,13,0,13,0,13,..,175,7,179,3,181,..,139,17,160,0,160,..,253,36,286,3,290,..,0,0,5,0,5,..,76,21,91,0,91,..,27,0,24,0,24,..,27,0,25,0,25,..,19,0,21,0,21,..,46,5,48,0,48,..,415,28,443,4,449,..,55,10,62,0,62,..,15,0,10,0,10,..,26,11,34,0,34,..,28
SED30054,20249,..,..,..,..,20249,..,37,0,37,0,37,..,88,14,107,3,107,..,9,0,9,0,9,..,111,9,122,3,121,..,288,42,330,4,330,..,15,0,18,0,18,..,414,55,471,6,474,..,11,0,11,0,16,..,90,4,90,0,92,..,116,0,116,0,122,..,197,9,206,0,209,..,28,0,34,0,34,..,29,0,29,0,29,..,98,6,98,0,98,..,61,3,61,0,63,..,52,4,60,0,60,..,62,0,61,0,61,..,42,0,45,0,47,..,23,0,23,0,23,..,401,15,411,5,421,..,112,3,117,3,112,..,201,22,226,3,228,..,0,0,0,0,0,..,78,8,92,0,92,..,3,0,4,0,4,..,44,0,45,0,44,..,67,11,77,0,77,..,37,0,38,0,41,..,83,4,85,3,85,..,47,3,45,0,48,..,10,0,10,0,10,..,39,5,43,0,43,..,30
