SED_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
SED30074,65,1474,51,1593,68,1291,76,1437,211,2848,162,3213,356,3364,177,3895,481,3000,144,3633,474,2410,104,2992,288,2016,108,2404,165,1082,90,1341,37,354,59,446,2148,17844,973,20968,63,1367,49,1485,86,1164,49,1295,299,3046,148,3496,581,3493,131,4209,772,3002,126,3901,768,2497,101,3367,464,2153,108,2728,203,1441,127,1772,38,660,135,839,3275,18835,978,23089,133,2844,108,3079,159,2451,122,2735,505,5896,306,6717,938,6856,308,8099,1255,6007,271,7537,1240,4911,212,6360,754,4163,213,5129,368,2527,221,3114,71,1019,196,1281,5421,36677,1958,44055
SED30075,75,1505,175,1757,71,1016,98,1189,175,2036,273,2485,320,2503,337,3164,500,3037,344,3891,531,3072,276,3886,419,2781,222,3419,196,1391,153,1742,44,329,75,455,2341,17683,1964,21986,100,1443,146,1689,90,959,80,1128,304,2110,216,2630,620,2523,224,3367,810,2982,276,4068,880,2892,243,4015,600,2552,210,3366,197,1331,168,1702,33,471,112,615,3636,17261,1671,22571,176,2946,319,3440,166,1972,175,2312,476,4150,487,5116,937,5027,568,6534,1316,6019,621,7954,1420,5964,521,7906,1019,5335,431,6786,398,2722,322,3440,76,807,184,1069,5978,34946,3630,44556
SED30076,45,1624,134,1803,123,3606,296,4023,313,7762,704,8783,308,4224,413,4940,386,3070,278,3736,404,2218,205,2830,213,1474,160,1853,91,758,82,925,23,234,37,297,1906,24973,2297,29182,76,1534,165,1774,176,4188,351,4716,412,7584,676,8671,426,4069,344,4840,610,2886,240,3730,612,1930,156,2698,304,1413,122,1844,98,748,92,938,13,364,64,440,2728,24718,2219,29661,122,3156,302,3572,301,7794,644,8740,728,15347,1383,17458,734,8294,758,9782,995,5956,516,7464,1018,4153,362,5525,522,2896,284,3692,185,1502,171,1862,39,598,107,737,4638,49690,4514,58839
SED30077,77,1187,142,1411,80,1008,113,1201,137,2074,272,2486,257,1905,210,2372,428,2278,274,2975,532,2734,334,3599,407,2813,315,3536,211,1536,212,1963,56,431,74,560,2184,15968,1953,20107,82,1159,141,1384,74,883,98,1059,266,2046,234,2550,463,1990,225,2674,690,2252,274,3218,785,2652,270,3709,522,2630,283,3439,225,1585,206,2017,39,639,84,760,3152,15832,1825,20805,159,2349,283,2793,151,1892,215,2259,407,4118,514,5035,717,3893,433,5046,1120,4526,550,6193,1318,5390,601,7303,933,5444,597,6974,438,3127,420,3986,93,1067,163,1323,5338,31800,3778,40912
SED30078,80,1581,141,1797,84,1906,187,2174,181,3639,370,4189,264,2897,270,3431,404,2841,269,3519,369,2423,216,3008,298,2190,196,2679,211,1446,194,1851,48,469,118,633,1936,19389,1964,23285,80,1529,110,1712,92,1964,176,2231,278,3577,357,4214,460,2986,291,3730,655,2912,246,3821,663,2550,223,3438,479,2409,210,3095,220,1662,271,2154,35,769,289,1091,2968,20345,2171,25485,159,3103,253,3509,177,3865,360,4406,466,7213,728,8398,720,5883,558,7168,1060,5760,515,7337,1038,4969,441,6444,776,4596,406,5773,432,3109,462,4007,80,1237,408,1729,4906,39736,4126,48772
SED30079,80,1631,74,1784,82,1301,48,1437,204,2855,130,3193,407,3394,175,3974,453,2992,140,3580,395,2312,107,2808,282,2018,91,2396,139,986,43,1172,25,199,12,243,2056,17694,828,20584,65,1512,71,1655,92,1164,48,1307,299,2893,117,3312,665,3484,145,4293,690,2850,126,3669,673,2365,86,3124,439,2143,94,2675,118,939,61,1120,19,340,40,394,3071,17686,782,21542,149,3146,143,3440,178,2468,98,2743,505,5749,246,6501,1073,6875,320,8268,1140,5842,268,7249,1069,4675,192,5932,719,4159,185,5071,257,1927,107,2292,43,540,56,638,5129,35384,1617,42122
SED30080,54,1478,67,1592,88,1888,113,2096,235,4398,308,4943,330,3764,234,4319,510,3012,166,3691,419,2126,94,2644,207,1462,101,1771,114,840,88,1047,26,378,79,482,1987,19341,1249,22578,77,1438,61,1577,128,2027,126,2283,301,4581,268,5155,532,3665,181,4378,780,2924,110,3814,639,2112,101,2847,352,1569,100,2023,171,1156,128,1455,32,673,201,907,3007,20161,1272,24435,129,2918,123,3166,214,3915,243,4377,536,8983,573,10097,860,7426,411,8698,1292,5938,278,7508,1060,4234,196,5490,559,3031,199,3792,286,1995,217,2502,59,1053,280,1392,4994,39501,2521,47017
SED30081,73,1583,79,1740,107,1885,125,2108,273,3959,306,4533,438,3927,265,4634,394,2759,165,3309,395,2488,131,3011,253,2106,94,2454,122,1034,61,1215,29,290,19,331,2079,20034,1231,23346,86,1598,90,1776,118,1653,103,1877,347,3821,243,4413,626,3956,246,4833,596,2839,160,3598,583,2673,135,3392,402,2146,101,2644,128,1038,71,1234,16,524,37,574,2910,20252,1183,24344,162,3184,168,3514,227,3540,224,3986,616,7780,549,8950,1065,7888,520,9465,993,5595,316,6909,971,5165,261,6402,654,4246,199,5104,255,2073,126,2454,39,812,54,906,4988,40286,2412,47694
SED30082,53,1003,114,1161,46,1513,211,1767,172,3775,690,4638,234,2863,437,3534,360,2909,391,3658,454,2980,425,3863,323,2916,377,3614,199,1661,209,2069,63,452,77,582,1903,20073,2923,24898,58,987,114,1157,70,1651,252,1971,184,3759,606,4551,317,2689,374,3374,587,2767,359,3710,638,2907,400,3948,497,2751,321,3569,240,1690,230,2160,44,548,85,683,2638,19741,2745,25128,113,1989,217,2324,116,3163,462,3743,361,7533,1296,9192,552,5551,803,6906,948,5672,754,7377,1092,5886,829,7811,823,5664,696,7181,437,3358,438,4233,104,999,162,1268,4539,39816,5664,50025
SED30083,77,1967,113,2162,80,1629,109,1816,225,3072,242,3541,384,3681,226,4290,464,3425,213,4104,370,2447,119,2941,212,1737,98,2047,132,844,69,1043,20,208,46,270,1962,19020,1230,22212,103,1808,115,2027,102,1552,90,1747,371,3342,203,3921,700,3810,255,4761,807,3440,194,4442,613,2434,123,3176,374,1817,99,2289,150,943,88,1186,18,303,120,440,3240,19464,1280,23980,178,3782,228,4184,182,3190,192,3558,595,6417,442,7459,1083,7488,483,9050,1276,6870,405,8543,988,4886,244,6119,587,3556,197,4332,284,1783,160,2225,33,514,164,707,5208,38476,2512,46192
SED30084,87,1666,153,1910,88,1607,194,1885,223,2829,308,3360,336,2428,312,3074,369,2544,307,3216,345,2169,193,2709,279,1700,106,2086,158,892,57,1111,18,197,23,241,1908,16037,1648,19596,107,1602,150,1853,132,1482,124,1743,371,2852,321,3542,632,2612,249,3495,710,2606,217,3527,646,2270,152,3069,422,1896,109,2433,160,1073,75,1305,12,394,48,459,3190,16784,1447,21418,195,3271,299,3762,221,3085,317,3623,593,5679,626,6901,964,5035,567,6568,1078,5151,521,6749,988,4436,349,5774,700,3602,218,4518,319,1962,134,2418,34,593,67,698,5092,32822,3098,41015
SED30085,69,1365,78,1513,104,2285,228,2616,256,5098,453,5815,362,3826,254,4447,438,2647,184,3272,373,2259,110,2738,289,1790,91,2176,154,1073,41,1271,40,326,21,384,2086,20670,1464,24221,74,1302,59,1435,129,2021,156,2302,344,4544,342,5224,579,3534,196,4310,626,2560,126,3312,580,2165,92,2840,393,1902,79,2371,182,1170,79,1432,24,623,52,697,2927,19824,1178,23926,143,2668,140,2944,237,4306,379,4921,599,9646,801,11035,940,7366,446,8758,1060,5209,314,6581,952,4424,204,5575,684,3693,170,4548,329,2247,124,2701,64,946,68,1084,5010,40498,2642,48148
SED30086,91,1751,118,1960,71,1495,124,1689,219,2824,221,3267,290,2490,197,2980,426,2543,217,3189,439,2500,184,3121,356,2251,150,2758,195,1372,116,1683,57,372,52,484,2155,17597,1387,21134,115,1721,93,1924,101,1403,111,1612,350,2895,196,3448,559,2553,183,3303,701,2615,142,3461,774,2477,164,3410,502,2483,152,3136,239,1659,164,2070,25,700,126,854,3370,18516,1334,23220,210,3470,203,3883,176,2896,232,3304,570,5719,426,6718,854,5044,385,6279,1128,5157,362,6649,1212,4975,345,6530,856,4736,299,5894,432,3031,287,3757,87,1070,177,1338,5531,36110,2723,44357
SED30087,105,1609,94,1814,106,1724,120,1952,210,3520,273,4007,332,2829,159,3318,407,2318,155,2879,427,2049,128,2605,343,1952,133,2427,233,1346,96,1672,85,566,81,728,2248,17914,1248,21409,99,1521,90,1715,126,1844,134,2111,411,3630,205,4250,629,2864,169,3661,738,2514,124,3381,768,2263,129,3167,525,2518,136,3182,321,1856,174,2356,57,1114,119,1287,3669,20138,1301,25114,203,3139,192,3535,231,3572,260,4062,617,7152,482,8256,965,5691,328,6983,1147,4839,276,6259,1199,4311,261,5773,867,4467,270,5610,557,3202,271,4028,137,1680,203,2024,5915,38058,2549,46522
SED30088,70,1143,116,1321,74,1506,188,1776,182,3256,409,3850,249,2589,352,3192,377,2625,333,3332,416,2689,314,3416,285,2025,211,2523,102,836,98,1042,33,236,28,292,1782,16904,2051,20741,71,1305,118,1491,111,1604,169,1877,264,3211,347,3823,440,2646,271,3357,545,2646,256,3450,641,2488,198,3327,368,1846,152,2365,127,928,103,1160,23,364,53,435,2589,17039,1662,21289,141,2442,232,2818,182,3107,361,3653,449,6469,760,7673,692,5229,621,6545,926,5265,586,6782,1053,5181,509,6742,657,3873,363,4891,225,1770,202,2202,56,595,78,729,4375,33940,3713,42034
SED30089,60,1202,230,1491,46,1185,240,1473,138,2639,516,3295,192,2121,429,2738,228,2090,427,2745,233,2081,380,2697,125,1436,245,1807,66,714,153,930,12,153,35,198,1096,13627,2653,17376,66,1073,200,1338,57,1167,185,1413,227,2618,381,3221,355,2129,339,2822,330,1951,320,2595,335,1782,264,2381,221,1159,182,1569,81,599,122,794,8,211,49,276,1673,12691,2044,16408,123,2276,427,2826,106,2354,427,2891,365,5252,902,6519,543,4248,766,5562,556,4040,745,5344,572,3867,643,5075,343,2600,432,3373,148,1314,267,1732,20,368,82,466,2770,26315,4695,33780
SED30090,65,1117,166,1340,46,1044,169,1259,147,2138,340,2620,218,1891,260,2369,309,2167,291,2770,336,2336,314,2981,224,1854,222,2300,77,869,123,1072,30,228,44,298,1453,13639,1924,17015,64,956,140,1158,66,1058,131,1260,251,2197,263,2709,386,2009,249,2636,493,2085,270,2850,544,2022,249,2818,314,1469,179,1968,115,868,146,1127,27,382,89,499,2256,13047,1715,17020,129,2073,304,2500,115,2104,306,2520,394,4331,599,5326,596,3903,506,5004,804,4249,559,5622,879,4355,563,5795,538,3322,401,4262,191,1738,267,2197,59,611,133,802,3711,26682,3644,34030
SED30091,91,1672,223,1984,116,1797,198,2106,335,3921,468,4731,403,3232,389,4020,408,2675,300,3383,315,2249,204,2766,250,1886,172,2308,163,1089,114,1365,33,307,57,404,2105,18838,2121,23068,124,1546,182,1849,129,1763,230,2125,509,3820,473,4807,686,3153,395,4231,657,2619,260,3533,598,2269,184,3051,396,2143,191,2723,192,1279,175,1643,24,525,148,701,3310,19115,2241,24666,215,3214,401,3835,244,3566,427,4231,847,7743,943,9532,1084,6385,777,8248,1067,5298,557,6921,913,4518,389,5823,644,4026,357,5034,347,2363,295,3008,56,840,210,1103,5420,37956,4359,47732
SED30092,69,1490,146,1702,43,1233,194,1468,139,2927,564,3635,261,2996,517,3776,334,2972,559,3867,337,2990,460,3780,250,2057,253,2557,94,874,119,1092,18,157,40,216,1553,17688,2847,22089,59,1380,148,1586,70,1325,202,1593,287,3214,458,3959,439,3003,329,3772,587,2826,341,3757,570,2602,309,3477,344,1699,187,2230,94,698,117,911,20,190,49,264,2472,16938,2140,21550,133,2871,288,3289,113,2554,398,3062,426,6134,1027,7587,703,5998,854,7552,914,5800,902,7622,910,5588,765,7259,599,3748,441,4785,188,1570,239,2001,36,351,86,474,4025,34622,4990,43638
SED30093,155,2382,352,2890,159,2223,287,2664,402,4122,594,5105,523,3654,527,4703,456,3166,413,4035,358,2729,272,3367,247,1848,174,2264,108,804,110,1017,11,164,43,218,2414,21079,2776,26272,159,2209,254,2625,216,2076,262,2558,642,4089,638,5370,867,3545,505,4909,813,3039,368,4216,670,2554,224,3448,340,1898,189,2435,111,861,115,1086,4,264,81,350,3817,20531,2651,26999,316,4590,604,5509,375,4296,553,5219,1038,8209,1227,10476,1390,7195,1038,9613,1263,6201,787,8251,1030,5286,498,6812,591,3741,368,4699,215,1669,227,2109,14,431,128,568,6227,41611,5426,53265
SED39494,9,193,70,272,12,271,153,444,58,839,408,1301,66,652,467,1194,59,575,403,1042,102,879,313,1297,96,952,214,1253,29,207,42,283,0,16,8,23,445,4586,2077,7108,15,214,61,291,19,339,127,493,79,896,369,1345,89,527,270,885,112,556,222,887,156,827,195,1170,83,674,113,870,9,131,24,160,0,22,3,25,566,4176,1386,6127,24,406,133,566,37,615,278,934,138,1732,777,2649,159,1179,737,2077,177,1136,623,1929,259,1700,503,2468,181,1623,324,2124,37,336,70,444,0,31,16,44,1008,8758,3464,13234
SED39797,0,0,0,0,0,4,9,4,0,8,30,37,0,14,45,55,0,12,31,42,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,37,108,149,0,0,0,0,0,0,4,9,0,3,13,13,0,0,5,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,28,0,0,0,0,0,3,14,16,0,11,34,49,0,13,52,64,0,12,32,45,0,0,8,5,0,0,0,3,0,0,0,0,0,0,0,0,0,46,135,183
SED40001,34,985,70,1091,102,2631,208,2941,164,4034,439,4632,225,2475,283,2985,332,1970,205,2511,410,1834,142,2384,269,1665,121,2056,135,813,72,1017,37,284,31,352,1711,16701,1568,19981,46,1234,99,1379,99,2687,194,2982,210,3788,280,4277,304,2295,132,2732,467,1672,107,2246,634,1642,105,2388,410,1642,129,2179,167,969,81,1214,27,562,90,676,2365,16486,1215,20068,89,2218,166,2475,202,5316,396,5923,369,7822,715,8903,532,4766,416,5716,798,3643,316,4758,1042,3478,247,4768,678,3309,249,4239,299,1782,152,2232,64,844,121,1032,4078,33184,2783,40043
SED40002,38,853,32,928,83,1483,70,1643,197,3613,167,3979,303,2518,115,2932,324,1873,95,2291,382,1606,91,2081,218,1290,42,1550,97,705,51,857,52,388,35,470,1702,14327,695,16725,38,844,21,906,87,1571,64,1725,274,3509,140,3922,383,2402,96,2875,473,1729,59,2257,591,1567,51,2214,369,1457,60,1881,157,1013,67,1236,32,785,63,880,2402,14866,620,17892,79,1695,57,1829,173,3056,136,3364,472,7121,311,7904,687,4914,208,5806,802,3605,157,4556,977,3169,141,4289,579,2745,108,3429,255,1713,114,2088,77,1178,96,1350,4104,29194,1322,34622
SED40003,47,1010,20,1080,54,889,29,972,113,1667,69,1853,214,2083,74,2375,291,1958,93,2337,423,1938,72,2436,305,1706,51,2063,108,724,35,867,23,235,19,277,1584,12215,459,14255,36,882,17,932,60,845,16,921,200,1733,58,1989,390,2091,64,2543,499,1918,48,2463,704,1884,58,2654,393,1738,63,2191,111,798,31,942,15,321,22,367,2405,12212,385,14991,79,1891,40,2005,112,1735,52,1896,319,3399,126,3839,607,4176,138,4922,792,3871,134,4796,1129,3828,132,5091,695,3441,118,4256,218,1526,61,1801,39,562,39,641,3986,24426,837,29248
SED40004,62,1241,28,1331,41,967,33,1039,81,1427,51,1559,208,1887,67,2162,390,2048,63,2508,432,1699,49,2179,310,1770,40,2123,188,1179,45,1409,52,407,21,482,1768,12624,400,14794,69,1238,26,1332,77,904,21,1002,116,1456,39,1611,301,2133,54,2481,599,2033,61,2689,746,1672,39,2452,478,1926,48,2451,231,1362,66,1662,38,768,50,851,2650,13488,405,16539,140,2474,55,2664,119,1864,52,2040,198,2881,92,3173,505,4018,121,4644,990,4086,120,5201,1172,3371,87,4634,792,3697,85,4573,415,2545,117,3072,89,1172,74,1336,4418,26114,805,31337
SED40005,56,918,124,1092,48,807,87,938,145,1651,200,1992,197,1527,231,1949,296,1894,198,2385,379,2169,210,2752,295,2329,240,2859,155,1040,137,1333,41,365,49,457,1609,12683,1472,15763,63,738,84,880,58,660,46,765,217,1565,141,1920,309,1406,125,1837,472,1683,150,2303,632,1903,175,2710,418,1944,203,2569,162,1153,140,1460,22,577,71,670,2360,11629,1139,15119,119,1648,204,1976,100,1463,135,1702,359,3209,343,3910,506,2928,353,3793,769,3575,345,4690,1010,4070,387,5466,716,4274,441,5433,321,2191,280,2796,63,947,126,1136,3968,24309,2611,30885
SED40006,41,932,54,1027,74,1248,84,1410,225,2935,185,3342,290,2304,130,2724,369,1976,105,2448,398,1875,117,2384,190,1334,65,1592,83,642,47,780,35,294,26,362,1707,13544,811,16062,63,867,41,971,104,1173,66,1345,326,2880,149,3347,416,2196,108,2718,516,1916,87,2512,564,1821,81,2468,289,1368,89,1745,101,883,74,1056,24,558,36,618,2399,13652,724,16777,103,1801,96,1997,177,2426,148,2744,546,5812,323,6690,703,4497,241,5438,880,3893,188,4962,958,3698,198,4853,483,2699,155,3334,189,1529,120,1835,64,855,61,979,4100,27195,1533,32840
SED40007,45,1000,34,1080,50,966,39,1056,113,1680,105,1902,216,1801,64,2089,393,2091,108,2593,516,1953,86,2550,306,1589,50,1949,145,1080,62,1289,72,461,34,563,1857,12632,580,15067,57,878,23,953,76,976,31,1074,160,1711,77,1945,360,1953,79,2393,627,1965,69,2657,765,1778,70,2615,446,1756,65,2269,198,1322,67,1584,47,673,51,777,2724,13008,527,16261,103,1872,55,2031,125,1934,64,2131,271,3394,178,3847,582,3759,143,4480,1017,4058,179,5257,1281,3730,153,5164,752,3352,115,4218,345,2401,123,2874,119,1137,86,1335,4582,25637,1107,31328
SED40008,44,1024,81,1145,99,1577,108,1782,249,3728,255,4232,284,2707,205,3195,368,2130,167,2671,361,1853,142,2357,183,1341,89,1611,87,660,62,814,28,317,25,366,1705,15333,1131,18174,58,862,64,985,113,1455,95,1659,354,3374,209,3940,467,2365,160,2988,555,1896,115,2570,516,1676,114,2304,281,1390,97,1763,120,870,66,1063,16,605,35,662,2486,14498,949,17930,105,1883,142,2130,213,3032,198,3441,599,7102,467,8171,751,5068,362,6182,923,4028,285,5235,874,3530,257,4663,461,2732,180,3372,211,1534,131,1877,46,922,60,1026,4187,29827,2080,36099
SED40009,48,1090,30,1167,61,1024,25,1115,126,1934,79,2138,266,1974,80,2326,358,1863,78,2298,396,1852,62,2312,296,1670,62,2030,130,819,36,984,29,268,23,315,1714,12493,475,14683,51,1056,46,1154,59,1082,40,1182,197,1944,66,2207,429,1992,53,2480,528,1811,61,2406,646,1813,51,2510,400,1692,60,2151,148,891,51,1088,7,399,33,442,2474,12682,463,15627,103,2144,74,2325,124,2109,67,2300,321,3875,148,4349,704,3966,137,4808,892,3676,143,4704,1041,3664,116,4824,698,3355,123,4179,276,1713,84,2067,42,665,52,757,4192,25169,943,30305
SED40010,39,1150,29,1219,64,1182,42,1288,153,2573,145,2870,230,2114,99,2443,346,1859,89,2288,472,1758,92,2328,262,1530,71,1859,135,878,46,1062,44,339,22,403,1751,13390,625,15766,37,890,32,952,82,1139,52,1273,213,2619,126,2965,331,2125,89,2546,562,1814,74,2455,774,1670,81,2529,402,1740,74,2215,195,1198,63,1467,29,664,40,739,2632,13868,641,17133,76,2041,63,2172,147,2322,93,2565,367,5196,273,5833,561,4239,190,4990,909,3678,165,4746,1256,3429,172,4854,668,3264,141,4076,330,2083,113,2524,75,1008,66,1144,4381,27255,1272,32900
SED40011,41,948,34,1020,77,1155,70,1299,179,2617,140,2938,270,2360,102,2729,341,1956,99,2395,409,1671,68,2150,242,1345,61,1648,137,798,54,985,51,365,38,456,1741,13215,660,15619,54,945,24,1024,105,1250,53,1407,256,2584,130,2962,392,2345,85,2823,568,1881,83,2522,661,1556,67,2289,368,1503,62,1937,168,1052,61,1275,39,679,54,771,2612,13787,618,17020,96,1893,59,2045,179,2403,124,2704,432,5204,268,5899,663,4704,185,5553,911,3836,174,4920,1068,3230,137,4441,615,2851,126,3590,307,1845,116,2261,91,1039,90,1224,4355,27005,1279,32640
SED40012,62,1215,86,1353,79,1192,111,1380,235,2446,218,2899,339,2035,229,2603,370,1884,166,2423,324,1853,119,2299,188,1170,84,1442,79,614,66,760,28,216,43,286,1704,12612,1129,15450,67,1027,88,1181,116,1120,100,1343,445,2352,206,3000,573,1860,166,2598,551,1699,132,2382,518,1744,133,2391,235,1242,88,1569,75,824,93,997,16,441,80,537,2598,12310,1086,15991,125,2242,171,2534,196,2314,213,2723,678,4800,422,5899,914,3895,389,5199,923,3578,298,4799,841,3591,253,4688,428,2410,171,3017,158,1442,153,1756,42,651,128,827,4308,24927,2211,31441
SED40013,51,994,46,1093,85,1499,135,1716,225,3715,428,4367,313,3098,312,3727,360,2030,189,2573,317,1564,110,1989,197,1163,64,1422,92,635,54,780,29,269,20,326,1667,14962,1358,17991,50,992,59,1103,104,1264,71,1437,347,3417,231,3993,455,2801,191,3446,500,1868,135,2507,512,1554,82,2143,304,1313,68,1688,113,819,48,984,30,533,44,613,2420,14564,927,17915,99,1984,109,2194,183,2766,203,3153,574,7132,658,8356,775,5896,508,7172,858,3901,329,5085,828,3118,193,4135,501,2477,130,3108,208,1454,102,1764,64,805,71,938,4088,29531,2284,35908
SED40014,28,640,44,712,40,440,28,502,84,933,49,1067,162,1110,72,1343,255,1366,92,1714,404,1895,129,2426,455,2795,161,3409,315,1875,128,2318,75,544,50,670,1817,11600,752,14170,41,617,34,702,36,420,27,479,144,938,54,1139,268,1129,70,1468,438,1300,78,1819,754,1960,109,2823,728,3050,174,3959,295,1893,139,2323,64,771,97,928,2777,12087,779,15642,72,1263,85,1419,74,867,55,988,234,1868,104,2207,429,2236,142,2807,697,2670,166,3530,1160,3860,237,5254,1185,5849,333,7367,609,3767,271,4642,139,1314,147,1597,4594,23684,1534,29807
SED40015,38,835,93,963,37,677,79,800,104,1684,188,1977,193,1619,231,2042,260,1809,265,2331,389,2069,215,2668,227,1945,178,2347,129,931,114,1176,41,290,44,374,1405,11851,1420,14678,46,740,101,882,47,640,57,754,193,1696,153,2044,315,1557,150,2024,432,1677,179,2294,562,1815,164,2544,344,1657,156,2158,129,930,97,1152,33,460,71,560,2110,11172,1139,14419,76,1571,203,1851,95,1319,141,1548,295,3380,346,4023,508,3172,386,4063,691,3490,449,4621,951,3878,382,5215,567,3601,336,4507,257,1861,215,2333,70,751,116,932,3511,23025,2560,29095
SED40016,60,1055,55,1172,83,1364,85,1538,204,2749,128,3082,261,2307,149,2716,333,1960,109,2398,311,1642,58,2012,203,1368,76,1651,107,808,68,987,25,227,51,310,1598,13483,778,15851,56,892,52,1003,90,1100,44,1236,319,2478,131,2921,459,2177,118,2750,465,1689,82,2231,459,1641,68,2167,305,1575,100,1980,123,938,95,1165,17,330,86,434,2297,12816,777,15888,114,1947,111,2172,178,2463,128,2769,520,5226,259,6009,722,4480,270,5470,794,3644,194,4629,771,3283,125,4174,506,2945,179,3635,235,1751,164,2150,47,559,139,742,3889,26300,1554,31740
SED40017,53,970,112,1141,44,836,75,956,122,1753,129,2010,221,1665,144,2034,293,1982,189,2465,437,2421,165,3027,286,1962,145,2389,138,951,87,1174,36,270,43,345,1632,12818,1088,15541,57,938,79,1077,48,788,61,902,243,1705,128,2082,424,1606,105,2140,531,1861,151,2542,666,2012,152,2832,378,1762,128,2267,122,1017,101,1243,12,434,53,494,2492,12129,960,15584,115,1910,194,2219,94,1622,137,1851,369,3463,262,4092,651,3277,253,4178,820,3848,337,5005,1104,4437,314,5855,669,3718,271,4656,260,1965,186,2420,51,699,92,840,4129,24948,2046,31121
