SED_CODE_2021,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SED25605,182,1504,92,1777,231,1791,127,2146,341,4014,317,4673,393,3669,210,4269,455,3297,192,3946,292,2941,150,3384,331,2608,134,3072,246,1963,167,2372,38,725,110,873,2507,22502,1499,26504,218,1300,71,1587,280,1433,84,1798,371,3481,244,4093,484,3618,181,4283,512,3378,160,4049,345,3124,145,3612,411,3072,158,3648,225,2115,191,2529,41,1126,200,1368,2879,22657,1427,26960,401,2804,160,3366,508,3218,216,3943,709,7491,559,8765,869,7294,391,8550,962,6678,349,7990,643,6064,292,6995,743,5684,290,6714,467,4075,356,4903,72,1856,317,2241,5391,45159,2924,53464
SED25704,259,1474,155,1890,187,1314,130,1629,351,2725,283,3355,629,2365,255,3249,764,2733,304,3803,845,3452,327,4624,932,2967,335,4239,526,1716,256,2498,97,648,132,877,4589,19394,2175,26167,316,1213,161,1692,221,1259,106,1584,444,2832,253,3532,737,2510,265,3515,870,2904,264,4039,947,3443,303,4694,1060,2819,300,4180,608,1804,286,2698,100,982,244,1328,5301,19775,2186,27267,578,2690,314,3582,410,2573,238,3216,796,5559,534,6890,1360,4878,521,6759,1634,5636,567,7841,1793,6897,630,9321,1999,5784,636,8420,1133,3524,539,5196,198,1631,377,2206,9893,39175,4366,53432
SED25802,215,1820,175,2211,179,1679,131,1994,423,3761,279,4465,642,3280,325,4249,740,3466,319,4526,803,3861,316,4976,906,3443,282,4633,507,1856,203,2562,82,554,88,726,4496,23723,2106,30332,287,1704,166,2155,248,1585,91,1928,583,4011,327,4919,846,3329,287,4461,869,3778,286,4934,986,4108,306,5402,1101,3466,291,4852,497,1944,241,2690,70,858,134,1065,5483,24780,2147,32415,502,3524,344,4371,432,3263,222,3920,1006,7770,605,9381,1485,6608,615,8708,1612,7243,609,9458,1792,7968,624,10382,2006,6905,566,9485,997,3802,445,5246,155,1415,220,1795,9986,48506,4253,62742
SED25905,142,1930,147,2220,223,2130,171,2528,327,4193,369,4893,388,3765,266,4413,443,3503,206,4151,400,3740,182,4328,260,2531,127,2924,106,1131,99,1339,18,376,54,450,2319,23307,1617,27239,198,1682,116,1990,279,1829,147,2255,388,4134,306,4827,492,3721,267,4487,509,3837,235,4583,430,3937,189,4559,324,2526,145,2993,100,1289,111,1504,20,694,106,822,2743,23653,1630,28023,343,3612,256,4213,508,3961,316,4782,721,8330,673,9721,881,7491,530,8897,951,7346,442,8735,828,7679,377,8885,582,5059,274,5917,209,2425,210,2843,40,1071,160,1273,5063,46966,3239,55261
SED26005,268,3102,150,3520,268,2919,173,3358,364,4848,364,5582,605,5457,326,6392,624,5243,267,6136,375,4025,179,4577,210,2182,95,2489,88,903,63,1055,12,202,18,226,2813,28883,1631,33337,347,2747,143,3232,329,2569,158,3052,431,4965,336,5729,733,5655,292,6679,678,5400,256,6333,421,3931,166,4517,258,2220,138,2618,78,1003,67,1153,0,353,13,367,3279,28835,1562,33680,615,5848,293,6754,598,5484,326,6407,796,9810,703,11304,1343,11114,621,13074,1303,10646,518,12469,796,7950,344,9090,467,4406,231,5100,169,1913,130,2210,12,547,33,596,6094,57719,3200,67011
SED26102,96,1315,151,1564,113,1080,104,1297,222,2218,215,2653,395,2400,252,3042,612,3128,336,4083,742,3650,330,4720,1123,4095,401,5621,663,2544,317,3523,115,921,168,1211,4075,21354,2273,27700,160,1165,160,1487,130,1007,124,1260,298,2316,214,2832,577,2550,247,3376,694,3347,299,4343,917,4152,356,5418,1325,4177,420,5920,738,2661,354,3757,127,1134,247,1509,4971,22512,2430,29910,254,2483,309,3049,242,2085,226,2556,521,4531,431,5487,971,4954,502,6421,1309,6475,640,8423,1655,7800,681,10134,2448,8277,825,11544,1398,5203,671,7279,246,2051,418,2714,9045,43864,4701,57610
SED26207,127,1596,58,1786,156,1598,61,1816,216,3102,192,3517,397,3476,129,4003,484,3557,149,4191,332,3016,124,3468,313,2404,85,2809,181,1889,101,2168,36,791,51,880,2258,21418,968,24645,208,1454,54,1715,200,1294,52,1551,268,3109,136,3517,522,3527,159,4211,577,3694,150,4416,372,3367,106,3847,382,2995,122,3503,225,2315,139,2675,39,1144,75,1253,2809,22891,995,26694,335,3048,119,3499,362,2888,117,3367,488,6208,333,7034,923,7002,293,8215,1062,7248,296,8613,707,6385,229,7317,705,5394,210,6307,411,4207,238,4851,72,1929,128,2133,5069,44315,1959,51337
SED26303,182,1310,31,1526,256,1406,103,1770,765,5109,257,6136,768,4490,235,5494,910,3656,170,4736,591,2636,132,3356,363,1629,91,2088,115,1062,83,1254,28,464,65,556,3976,21763,1167,26907,275,1219,54,1542,379,1448,60,1895,1180,5715,259,7158,1107,4591,201,5901,1160,3805,142,5106,740,2834,137,3705,478,1872,106,2459,142,1344,119,1605,26,746,116,888,5486,23579,1195,30258,455,2524,85,3064,638,2852,162,3658,1941,10830,524,13292,1874,9080,436,11395,2069,7461,319,9848,1330,5470,270,7065,844,3504,196,4553,257,2408,199,2858,54,1213,177,1441,9462,45340,2361,57167
SED26406,250,1539,67,1860,635,3016,276,3923,654,6426,541,7621,565,4517,244,5324,651,3456,165,4270,416,2860,117,3391,330,1936,93,2357,150,1265,76,1493,39,635,50,723,3684,25651,1632,30962,364,1486,70,1920,837,2631,213,3680,824,5936,376,7128,727,4271,202,5200,772,3533,149,4451,521,3017,105,3638,384,2206,114,2701,206,1668,107,1981,46,929,120,1099,4671,25675,1447,31793,617,3029,133,3778,1466,5641,487,7604,1478,12359,914,14750,1292,8784,452,10525,1423,6987,314,8717,939,5878,216,7033,711,4143,207,5061,356,2932,184,3470,80,1561,167,1820,8354,51325,3086,62761
SED26504,227,1331,145,1708,125,1038,99,1262,336,2363,203,2904,563,2297,215,3073,738,2671,196,3607,821,3101,248,4165,926,2959,280,4160,502,1772,206,2475,69,619,111,798,4302,18148,1712,24153,265,1181,131,1568,147,1006,96,1248,408,2414,200,3022,706,2395,211,3315,856,2860,225,3940,890,3248,237,4383,1053,2930,265,4243,552,1873,260,2682,97,923,155,1176,4964,18826,1785,25577,486,2515,275,3280,270,2041,195,2510,740,4777,404,5921,1267,4691,425,6389,1592,5529,421,7548,1713,6345,490,8547,1974,5885,542,8402,1047,3637,469,5161,167,1543,271,1980,9267,36971,3488,49730
SED26603,144,1596,91,1833,228,2352,200,2778,646,6471,468,7585,690,5582,322,6593,591,4006,241,4845,360,3155,154,3666,237,1935,117,2289,118,1267,117,1500,44,815,96,959,3054,27185,1812,32050,201,1446,68,1714,347,2032,130,2514,849,6366,437,7652,933,5437,265,6640,742,4128,210,5080,405,3356,158,3916,289,2258,134,2684,131,1831,162,2113,43,1371,211,1626,3938,28226,1773,33937,349,3039,163,3545,575,4390,329,5291,1493,12843,903,15241,1622,11018,587,13229,1335,8138,454,9924,763,6510,308,7585,526,4193,252,4975,256,3090,272,3618,82,2186,306,2584,6996,55413,3583,65988
SED26708,283,1529,182,1990,195,1286,94,1576,463,2787,255,3508,666,2630,259,3554,888,2997,291,4169,1094,3317,310,4728,1128,2882,326,4341,508,1529,183,2215,70,481,93,638,5286,19440,1993,26727,292,1308,161,1762,192,1025,84,1296,488,2737,212,3431,938,2631,243,3811,997,2956,267,4226,1078,3477,286,4839,1223,2736,275,4227,564,1527,215,2306,92,822,149,1067,5867,19215,1886,26968,577,2842,337,3751,386,2307,177,2872,954,5521,472,6942,1605,5259,504,7364,1884,5952,557,8393,2171,6796,601,9568,2351,5622,602,8571,1071,3053,395,4524,162,1297,245,1709,11153,38655,3878,53692
SED26806,132,704,94,926,342,1994,150,2482,1052,9249,731,11032,732,5386,454,6568,569,3111,302,3983,521,2485,233,3240,441,1747,202,2390,252,1103,168,1527,42,392,122,553,4081,26182,2446,32704,160,758,69,989,572,2424,227,3229,1444,9784,756,11983,903,4839,405,6144,663,2985,271,3925,566,2461,225,3244,556,2079,177,2818,269,1335,190,1795,47,612,249,898,5183,27283,2561,35032,292,1464,164,1916,917,4420,380,5712,2497,19036,1482,23016,1631,10223,858,12710,1238,6096,573,7908,1084,4946,453,6487,999,3831,381,5208,521,2443,355,3325,84,1000,368,1452,9264,53463,5011,67737
SED26903,102,1245,70,1419,204,1889,146,2239,558,5761,428,6746,487,4811,305,5603,450,3783,242,4464,278,2919,190,3389,193,1985,171,2352,84,1311,140,1538,21,659,138,817,2372,24366,1828,28566,173,1128,85,1380,281,1713,101,2094,726,5630,382,6738,779,4688,261,5726,604,3720,203,4524,377,3070,164,3610,222,2268,175,2663,114,1779,175,2063,26,1036,225,1286,3295,25026,1765,30087,271,2371,157,2797,482,3603,250,4338,1285,11392,809,13486,1265,9501,560,11328,1054,7495,445,8996,647,5990,357,6997,419,4252,348,5016,201,3090,310,3596,45,1698,360,2099,5667,49393,3597,58653
SED27003,95,741,67,910,371,1863,168,2397,1383,9435,637,11450,908,5552,403,6864,731,3309,284,4323,624,2679,251,3551,473,1674,158,2305,172,865,72,1116,21,310,42,376,4772,26426,2083,33282,164,899,75,1139,618,2154,165,2937,1788,9662,597,12047,1048,4844,345,6235,825,3153,223,4200,677,2508,197,3377,618,1876,146,2640,240,1079,93,1416,35,554,43,636,6016,26716,1887,34617,262,1638,138,2047,984,4015,333,5337,3171,19093,1237,23498,1956,10390,745,13098,1553,6462,504,8524,1295,5183,444,6923,1087,3550,302,4941,420,1945,168,2533,56,863,87,1005,10790,53145,3965,67900
SED27101,240,1565,62,1861,267,1581,68,1923,491,4020,183,4698,656,4208,201,5065,791,3410,162,4363,514,2712,105,3330,470,1964,86,2519,259,1203,77,1536,47,489,48,580,3738,21154,982,25879,292,1268,39,1601,338,1421,60,1815,598,4069,205,4868,993,4259,184,5429,905,3471,108,4484,622,2945,106,3670,554,2320,98,2974,370,1546,107,2028,58,777,77,914,4732,22071,986,27794,529,2832,103,3467,611,3003,127,3739,1091,8088,386,9565,1649,8470,381,10496,1697,6880,266,8846,1134,5658,212,7005,1029,4285,181,5492,629,2749,185,3567,108,1266,125,1496,8475,43226,1973,53672
SED27208,239,1375,184,1794,177,1249,146,1577,405,2696,466,3571,546,2485,512,3541,792,3058,577,4424,939,3651,532,5124,1103,3477,491,5074,542,1870,321,2732,87,588,149,823,4830,20442,3376,28651,292,1254,151,1697,200,1134,92,1428,462,2816,233,3517,765,2472,262,3495,887,3107,327,4320,1101,3632,324,5052,1237,3247,326,4815,589,1817,295,2705,95,898,218,1209,5631,20385,2227,28240,530,2632,332,3497,375,2387,244,3004,866,5511,702,7083,1309,4959,771,7038,1677,6163,903,8740,2038,7281,858,10176,2343,6724,812,9886,1128,3684,620,5433,185,1486,366,2034,10457,40827,5607,56887
SED27305,174,1715,54,1949,243,1773,58,2072,271,2733,114,3125,434,2883,111,3430,568,3258,95,3919,472,3469,89,4022,298,2076,58,2434,190,1011,61,1262,16,282,31,335,2664,19211,676,22554,243,1552,52,1847,302,1434,54,1795,310,2666,95,3072,609,2948,107,3665,624,3735,87,4447,465,3588,99,4155,340,2152,85,2578,192,1194,81,1462,20,406,29,455,3107,19676,685,23469,407,3273,111,3795,547,3207,111,3866,580,5397,214,6196,1048,5827,220,7096,1187,6997,179,8367,937,7055,183,8179,638,4233,145,5012,380,2206,136,2726,37,689,61,786,5775,38883,1362,46026
SED27406,244,1725,55,2028,209,1397,44,1652,244,2590,132,2961,483,3145,166,3796,917,3697,157,4771,736,3246,97,4080,671,2418,104,3188,389,1413,95,1898,61,568,62,698,3950,20202,925,25079,300,1601,48,1958,246,1276,31,1559,338,2829,137,3300,799,3349,152,4298,1136,3995,140,5273,755,3604,125,4488,785,2806,136,3727,399,1781,122,2296,85,1032,129,1244,4837,22273,1016,28130,544,3329,107,3984,456,2678,77,3209,579,5418,268,6262,1282,6487,314,8091,2048,7693,300,10046,1493,6849,223,8565,1452,5223,243,6919,784,3191,220,4195,151,1599,190,1942,8789,42474,1947,53203
SED27504,285,1837,240,2355,194,1739,182,2116,467,3743,408,4618,597,3292,358,4250,683,3517,376,4572,678,3536,356,4563,802,2859,287,3950,419,1672,200,2289,78,586,91,751,4191,22775,2502,29472,291,1662,197,2154,257,1620,162,2030,526,3973,422,4924,729,3426,359,4515,766,3497,312,4580,766,3713,328,4811,893,2929,270,4099,447,1796,276,2520,92,953,134,1173,4777,23567,2454,30801,575,3500,431,4510,449,3352,344,4146,991,7720,827,9540,1326,6717,717,8762,1452,7016,692,9151,1444,7248,688,9370,1693,5792,563,8048,866,3466,475,4806,169,1539,223,1928,8964,46343,4960,60270
SED27608,404,2222,108,2731,426,2633,214,3264,680,5509,329,6514,885,5218,225,6333,979,4186,197,5359,743,3469,167,4378,827,2909,181,3919,499,1558,121,2173,72,618,76,765,5520,28313,1607,35441,454,2167,132,2761,582,2454,157,3194,792,5572,256,6621,1181,5473,234,6884,1065,4480,198,5746,852,3977,160,4986,893,3306,209,4406,448,1932,145,2525,72,1110,106,1293,6345,30466,1598,38415,866,4391,239,5494,1006,5087,366,6456,1472,11083,589,13138,2066,10683,461,13213,2047,8665,392,11110,1600,7441,323,9370,1719,6214,386,8322,944,3490,264,4700,145,1728,180,2053,11866,58782,3206,73858
SED27708,264,1541,185,1988,185,1293,126,1595,424,2958,237,3618,674,2698,268,3639,863,2960,262,4086,887,3294,232,4418,1080,2829,250,4166,488,1370,171,2026,66,525,80,672,4932,19462,1815,26213,291,1461,142,1888,220,1229,83,1531,515,3045,236,3794,830,2830,256,3922,950,3288,216,4451,1063,3560,231,4855,1129,2898,255,4279,473,1632,213,2315,73,883,192,1144,5536,20824,1830,28191,551,2997,331,3879,398,2518,209,3125,944,6005,473,7420,1504,5527,526,7558,1810,6241,486,8534,1953,6858,468,9277,2215,5730,502,8449,959,2998,390,4345,139,1411,271,1819,10475,40281,3647,54400
SED27807,102,1685,188,1975,191,2365,297,2857,390,5744,752,6881,315,4265,536,5113,225,3701,377,4305,267,3701,315,4279,222,3095,253,3569,98,1656,221,1971,24,544,99,668,1826,26754,3041,31620,142,1581,167,1891,276,2071,216,2564,416,5280,581,6274,358,4166,431,4957,315,3825,325,4467,381,3663,287,4332,268,3277,240,3786,108,1875,187,2175,14,905,207,1127,2281,26646,2633,31559,247,3269,355,3870,467,4438,512,5419,801,11021,1326,13150,669,8428,966,10067,541,7531,707,8773,648,7360,603,8610,494,6370,488,7350,205,3534,410,4148,37,1451,309,1791,4104,53400,5674,63178
SED27907,187,1678,104,1969,146,1773,101,2022,318,4341,294,4952,438,3800,238,4478,473,3475,192,4132,354,3300,155,3812,409,2474,134,3017,176,1304,98,1573,23,399,45,460,2516,22536,1360,26418,215,1471,85,1771,206,1509,90,1805,405,4323,220,4951,568,3883,198,4651,583,3673,203,4462,432,3625,134,4193,444,2889,136,3470,196,1485,121,1800,21,579,63,659,3063,23434,1259,27752,405,3149,192,3741,356,3276,193,3823,721,8662,519,9905,1005,7680,440,9129,1049,7145,400,8596,784,6928,292,8004,847,5364,272,6482,365,2788,221,3374,44,971,105,1114,5578,45974,2623,54173
SED28007,189,2713,125,3032,204,2599,148,2945,292,4744,289,5327,421,4905,278,5603,474,5057,214,5747,309,4081,168,4557,189,2513,81,2786,74,1050,59,1185,14,256,10,285,2176,27911,1375,31465,256,2540,117,2912,322,2217,91,2630,354,4692,268,5310,545,5244,290,6084,544,5453,197,6198,331,4352,153,4832,197,2535,105,2837,74,1142,57,1267,8,485,28,527,2634,28664,1309,32601,450,5256,240,5943,520,4818,241,5577,641,9432,557,10639,969,10148,565,11686,1019,10513,414,11947,641,8429,326,9396,383,5045,194,5625,148,2189,118,2451,23,744,43,806,4806,56576,2684,64065
SED28107,292,3051,303,3646,384,4082,579,5052,766,10443,1500,12711,1135,11974,1174,14286,616,5589,486,6692,340,3837,252,4427,280,2310,141,2729,90,916,75,1075,3,184,20,209,3898,42386,4538,50827,328,2810,230,3376,435,3054,310,3804,961,11001,999,12970,1168,10762,796,12717,590,5150,339,6082,431,4179,236,4845,270,2544,161,2978,85,960,60,1106,4,289,24,318,4269,40757,3164,48195,622,5861,537,7021,819,7136,893,8853,1729,21452,2503,25679,2299,22730,1969,27005,1207,10737,830,12774,766,8017,486,9270,544,4854,303,5707,177,1874,137,2185,10,466,43,521,8168,83144,7704,99011
SED28203,136,1852,132,2118,175,2392,202,2762,348,5978,495,6819,408,6183,369,6959,264,4026,286,4572,145,3205,183,3533,149,2714,138,3002,92,1785,108,1984,10,629,41,687,1709,28760,1962,32431,134,1722,137,1998,236,2040,154,2423,434,6100,419,6957,523,5759,337,6622,247,3842,216,4308,196,3426,183,3809,187,3235,178,3605,78,2088,115,2283,9,820,54,886,2051,29038,1792,32887,268,3573,275,4112,411,4424,353,5187,779,12081,913,13777,929,11943,711,13582,511,7867,504,8881,342,6632,363,7338,334,5956,317,6607,170,3871,223,4260,18,1454,100,1573,3762,57799,3756,65317
SED28301,292,1887,54,2233,268,1709,63,2040,237,2501,97,2837,518,3093,111,3718,786,3457,164,4405,626,3314,91,4025,525,2437,101,3064,338,1561,82,1983,44,653,44,744,3633,20611,800,25050,356,1598,54,2013,364,1402,42,1812,354,2423,108,2883,781,3390,131,4303,920,3720,133,4767,695,3631,122,4453,602,2732,107,3438,354,1895,102,2353,71,889,67,1025,4489,21683,866,27038,646,3488,109,4240,634,3112,106,3851,596,4928,201,5722,1298,6483,241,8024,1706,7179,291,9172,1319,6946,211,8477,1126,5162,205,6501,687,3455,185,4335,113,1548,107,1769,8124,42294,1670,52085
SED28408,293,1583,103,1980,189,1556,117,1866,417,3539,232,4187,478,2834,180,3492,608,2857,199,3670,575,2789,169,3532,669,2299,157,3123,341,1305,118,1772,46,500,79,621,3617,19268,1360,24248,387,1422,111,1920,305,1607,108,2021,484,3479,227,4185,676,3165,194,4039,711,3173,157,4034,656,3210,188,4053,756,2729,166,3647,378,1665,174,2222,58,960,182,1195,4402,21412,1505,27324,675,3012,207,3902,492,3168,228,3892,901,7016,465,8380,1157,5999,373,7534,1319,6032,356,7706,1227,6002,354,7580,1420,5024,319,6765,720,2973,295,3994,105,1453,259,1815,8018,40685,2867,51564
SED28507,199,2256,172,2627,211,2516,230,2956,476,6425,576,7478,625,6661,512,7801,459,4152,307,4922,369,3483,217,4066,312,2427,164,2904,134,1093,99,1322,13,300,62,373,2796,29314,2339,34446,233,2050,175,2452,331,2270,198,2793,682,7180,602,8466,780,6115,449,7338,527,4325,295,5145,416,3745,187,4355,341,2539,175,3056,128,1300,141,1568,11,603,129,744,3451,30118,2349,35922,433,4304,345,5078,542,4787,427,5754,1157,13601,1181,15945,1401,12780,955,15139,986,8485,604,10066,783,7226,405,8420,652,4966,342,5962,263,2390,240,2891,23,904,190,1111,6243,59434,4692,70371
SED28607,186,1560,81,1823,205,1543,85,1832,503,4397,290,5187,748,5066,273,6089,877,4256,199,5329,644,3305,166,4107,436,2042,117,2587,154,1164,94,1403,35,566,44,646,3778,23892,1338,29012,229,1378,78,1683,275,1329,72,1678,618,4607,298,5516,974,5239,227,6441,1087,4382,206,5682,715,3349,127,4189,503,2189,98,2790,187,1542,115,1847,28,902,88,1015,4617,24906,1311,30835,413,2933,159,3508,484,2873,156,3506,1114,9000,591,10708,1722,10309,495,12528,1965,8635,411,11011,1352,6647,293,8301,938,4228,215,5380,336,2704,206,3247,66,1469,127,1663,8397,48800,2655,59851
SED28704,299,2893,154,3340,245,2653,154,3047,465,6221,302,6993,899,7062,323,8280,809,5420,235,6468,518,3989,182,4689,426,2667,145,3243,198,1205,92,1496,30,265,27,321,3886,32372,1611,37873,362,2685,150,3192,305,2356,100,2757,652,6751,358,7752,1128,7171,313,8619,904,5638,248,6791,578,4320,205,5094,521,2971,130,3630,186,1226,87,1498,20,465,35,519,4644,33590,1621,39851,660,5580,302,6536,542,5004,253,5804,1115,12972,659,14745,2027,14235,633,16900,1715,11054,483,13257,1090,8306,382,9787,953,5643,278,6868,387,2434,179,2994,42,730,62,834,8531,65960,3241,77724
SED28803,228,3736,258,4226,270,4060,266,4605,549,9754,741,11041,726,9890,624,11239,480,6361,386,7227,369,5161,246,5778,217,2846,149,3209,76,1058,70,1204,12,215,32,261,2925,43085,2773,48779,306,3524,221,4049,461,3716,224,4396,719,10575,677,11970,838,9582,600,11017,542,6607,347,7499,345,5197,259,5797,205,2956,150,3307,60,1131,87,1282,4,354,62,419,3482,43629,2625,49735,536,7265,478,8275,731,7780,485,8998,1267,20325,1419,23009,1564,19466,1227,22253,1022,12970,733,14727,710,10356,503,11578,422,5795,296,6514,141,2191,159,2486,13,567,91,674,6407,86715,5393,98518
SED29494,22,115,93,234,33,188,124,345,58,492,391,939,68,419,521,1008,61,388,467,912,59,299,287,644,34,231,134,392,11,52,26,90,0,4,11,15,334,2193,2047,4576,20,126,84,229,41,193,97,321,90,478,309,878,59,324,345,730,49,251,181,479,52,265,118,429,20,134,65,224,6,46,9,58,0,10,11,19,337,1822,1215,3373,41,242,178,459,68,378,219,671,144,970,698,1819,124,742,873,1736,112,637,647,1393,110,565,404,1074,51,361,194,613,15,99,38,152,0,18,14,29,665,4015,3265,7946
SED29797,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,16,0,0,3,3,0,3,7,10,0,0,0,4,0,0,0,0,0,0,0,0,0,11,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,16,0,0,3,3,0,6,9,14,0,0,0,4,0,0,0,0,0,0,0,0,0,13,27,38
SED30001,224,1602,115,1946,165,1750,139,2053,327,4258,315,4900,482,4224,244,4952,402,3081,182,3662,298,2648,108,3050,229,1813,93,2139,97,760,45,900,9,209,29,253,2240,20347,1270,23862,282,1395,86,1763,257,1465,112,1831,483,4365,301,5145,711,4260,242,5213,514,3249,170,3936,397,2777,119,3290,299,1899,71,2270,80,853,68,996,8,354,64,422,3020,20612,1237,24871,513,2996,202,3709,420,3212,250,3888,811,8622,614,10047,1189,8490,483,10169,917,6327,350,7598,693,5424,225,6344,532,3716,167,4407,175,1614,115,1897,18,562,97,679,5259,40962,2510,48730
SED30002,260,1362,42,1671,206,1340,61,1615,271,2800,152,3222,503,3170,131,3804,595,2786,118,3498,435,2501,101,3039,402,1893,83,2379,278,1130,80,1487,48,524,58,629,3000,17508,830,21334,322,1289,41,1653,265,1238,46,1554,371,2816,117,3308,717,3201,113,4029,727,2878,93,3700,482,2606,65,3158,467,2120,81,2677,296,1539,103,1938,56,951,147,1154,3695,18641,816,23153,587,2654,89,3320,475,2580,112,3166,640,5616,275,6532,1219,6374,244,7828,1318,5663,208,7193,915,5106,172,6194,873,4020,163,5053,570,2668,189,3429,102,1474,203,1778,6701,36148,1646,44488
SED30003,194,1829,89,2119,160,1540,110,1808,245,3062,226,3532,412,3218,220,3853,405,3243,194,3842,279,2428,135,2847,319,1855,104,2278,152,1154,86,1392,20,346,52,423,2188,18693,1222,22099,275,1626,88,1990,201,1539,96,1835,393,3242,235,3864,620,3621,193,4436,474,3515,152,4144,381,2598,104,3083,405,2192,103,2703,191,1371,112,1673,27,529,108,659,2959,20236,1198,24397,471,3461,176,4108,358,3082,207,3640,634,6304,463,7400,1035,6839,412,8290,877,6759,346,7986,662,5029,238,5931,723,4047,208,4978,339,2526,205,3068,41,874,162,1086,5148,38922,2419,46488
SED30004,272,1401,130,1801,120,1054,101,1276,264,2275,268,2809,470,2935,289,3692,628,3149,327,4106,556,3073,305,3940,457,2328,193,2969,158,1020,126,1301,20,221,61,305,2957,17451,1799,22201,352,1273,95,1725,181,976,104,1260,441,2619,234,3296,770,3193,245,4213,889,3433,269,4593,676,3173,223,4074,588,2118,163,2868,212,923,125,1268,16,311,69,393,4132,18014,1537,23688,623,2674,231,3531,304,2026,209,2539,705,4893,504,6104,1244,6125,537,7910,1524,6579,597,8696,1240,6243,526,8004,1039,4447,355,5844,377,1942,251,2572,38,529,132,704,7086,35462,3343,45892
