SED_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SED53701,224,234,455,1048,954,2005,246,272,518,116,111,223,1414,1333,2745,647,550,1198,237,240,477,141,196,334,1031,991,2022,36,41,81,14,39,47,111,63,175,66,172,241,3,0,0,235,317,548,44,84,121,17,64,82,7,29,35,35,148,179,0,0,0,101,324,424,335,640,972,28,38,59,35,73,111,4,4,6,68,114,181,2438,1931,4371,5506,5240,10739
SED53802,388,370,756,1028,888,1918,428,412,842,197,213,411,1659,1520,3183,667,565,1230,407,397,804,249,226,476,1322,1187,2507,134,104,244,134,196,331,123,71,197,169,276,450,3,0,3,568,655,1219,527,554,1080,216,244,464,62,84,143,201,255,460,5,4,6,1017,1142,2153,1591,1801,3395,93,97,188,141,177,311,5,5,9,237,276,513,1109,965,2072,6303,6116,12420
SED53902,330,292,625,834,739,1573,303,316,622,191,228,417,1333,1288,2621,472,457,925,353,295,649,275,414,686,1107,1168,2271,82,79,156,109,165,271,70,60,129,140,225,369,0,0,0,400,520,929,616,821,1434,296,322,615,93,112,200,242,377,622,3,6,7,1246,1633,2883,1651,2158,3814,56,63,117,121,171,288,0,8,5,178,239,414,964,898,1860,5562,6040,11607
SED54006,334,300,633,1238,1108,2345,388,362,744,305,270,579,1935,1737,3674,1026,1003,2037,258,299,561,255,306,557,1545,1608,3154,79,83,164,19,82,105,167,99,270,108,247,354,4,0,4,380,514,896,70,164,236,19,125,141,23,34,62,54,177,233,0,0,0,178,495,672,553,1013,1570,39,31,68,69,108,179,0,0,3,112,140,246,1607,1252,2855,6079,6061,12138
SED54104,369,339,708,1262,1238,2502,158,178,343,312,261,575,1736,1682,3415,796,690,1486,152,202,354,648,539,1184,1601,1429,3027,54,63,113,50,108,163,30,30,64,105,176,288,0,3,3,246,386,634,1591,1782,3373,590,583,1175,133,140,277,328,453,777,4,5,11,2640,2963,5603,2893,3353,6240,50,71,117,108,160,266,0,3,3,155,230,383,1045,941,1989,7800,7971,15769
SED54203,173,181,349,784,696,1476,90,75,164,52,45,100,928,811,1741,365,331,697,53,56,110,33,21,53,448,407,860,13,9,22,12,17,30,34,22,58,66,118,182,0,0,0,122,164,289,10,20,27,11,32,42,5,18,23,47,124,171,0,0,0,73,193,267,194,357,559,21,16,35,28,45,72,3,0,3,53,60,113,2472,1629,4102,4267,3458,7724
SED54304,375,288,660,945,908,1858,195,174,367,88,131,221,1231,1214,2449,546,494,1040,238,197,436,137,185,324,925,876,1802,170,171,349,269,364,632,101,77,170,241,373,618,0,0,0,778,988,1772,780,1013,1793,585,627,1212,119,167,281,495,587,1084,4,6,12,1988,2401,4386,2771,3390,6161,137,172,306,195,263,455,0,0,5,334,431,766,2328,1621,3952,7961,7821,15778
SED54403,462,412,880,1925,1863,3791,257,234,494,95,71,170,2280,2180,4458,1113,1003,2122,197,194,391,43,48,91,1356,1246,2604,54,36,89,49,66,114,133,93,232,229,384,614,6,0,6,475,584,1058,15,47,67,33,93,124,20,23,41,163,272,434,0,0,0,226,443,669,703,1032,1729,35,52,88,88,161,248,0,0,0,123,212,335,5332,3116,8447,10252,8199,18455
SED54505,380,359,737,2187,2002,4185,150,149,299,136,119,253,2471,2267,4738,2060,1892,3952,116,105,222,176,168,350,2351,2168,4521,80,66,142,60,112,172,94,38,132,119,224,340,0,0,0,350,440,792,876,997,1876,205,232,435,101,101,203,178,281,461,0,4,4,1362,1616,2981,1710,2064,3777,54,64,124,92,117,216,0,5,5,150,188,339,613,571,1177,7675,7620,15295
SED54605,244,235,483,1006,912,1921,253,218,472,162,198,364,1424,1330,2753,733,653,1391,227,236,460,193,170,363,1155,1064,2219,80,81,164,49,110,159,132,100,230,135,225,357,4,4,10,400,521,921,134,241,377,71,135,205,38,63,93,119,197,309,0,0,0,363,631,994,765,1153,1918,48,42,92,95,133,234,0,0,0,142,182,324,1792,1351,3148,5528,5314,10837
SED54701,299,294,589,1318,1293,2613,172,164,340,60,62,117,1553,1521,3077,867,817,1687,24,30,55,162,201,362,1055,1051,2103,51,37,92,18,25,43,101,79,183,74,255,332,4,3,9,242,407,644,30,78,106,24,50,75,18,37,48,39,137,184,0,3,4,109,306,418,352,716,1064,22,23,41,33,75,112,0,0,0,57,101,156,2115,1886,4000,5428,5568,10993
SED54804,437,367,798,1078,1012,2092,363,339,703,148,171,320,1594,1523,3120,708,671,1378,265,260,526,246,414,659,1217,1346,2564,73,58,133,82,128,213,83,40,126,174,260,433,0,0,5,417,488,905,434,641,1072,163,267,429,84,93,180,300,446,746,7,0,6,985,1448,2436,1406,1944,3349,31,48,83,117,203,321,3,0,3,152,255,407,1317,1168,2486,6120,6604,12723
SED54905,351,316,667,801,699,1500,326,269,591,246,218,465,1374,1183,2560,355,331,691,622,321,941,520,515,1027,1499,1164,2660,117,83,202,69,109,180,86,62,145,129,208,339,3,0,0,399,457,861,955,1056,2013,366,368,731,138,147,281,303,404,701,3,7,10,1762,1973,3738,2168,2437,4602,65,47,112,100,151,246,0,3,3,159,200,358,1056,1075,2134,6607,6374,12984
SED55005,494,515,1007,2079,1987,4063,327,332,654,427,418,842,2832,2741,5577,1389,1279,2669,284,308,593,425,406,834,2098,2002,4100,125,112,236,96,169,262,168,98,269,189,314,504,4,0,7,585,691,1274,606,771,1376,154,200,354,95,120,209,165,258,422,0,0,3,1016,1354,2373,1602,2050,3655,105,103,214,155,191,345,0,0,5,263,295,557,1043,923,1966,8335,8523,16859
SED55102,544,444,984,1914,1822,3737,346,335,683,385,340,723,2650,2500,5150,1220,1079,2296,352,377,731,459,439,903,2029,1904,3932,86,106,189,40,116,154,178,104,287,153,280,433,0,0,5,455,611,1066,285,383,662,68,168,243,37,94,128,123,284,407,5,0,8,516,924,1439,980,1534,2510,68,77,151,119,194,306,0,0,0,185,276,458,3257,1083,4342,9637,7736,17379
SED55202,404,408,817,1451,1421,2875,258,269,523,362,354,720,2082,2054,4127,1042,1010,2054,286,262,551,258,287,539,1586,1557,3147,157,176,333,129,257,387,157,97,258,164,337,506,6,5,14,612,871,1485,375,509,881,160,225,383,75,93,171,135,195,328,0,4,6,738,1028,1774,1358,1909,3264,94,102,199,141,194,340,4,0,7,248,302,547,1539,1393,2930,7206,7626,14836
SED55306,353,374,726,1257,1096,2351,422,412,835,337,337,680,2024,1841,3868,873,772,1651,378,429,805,333,346,679,1596,1552,3144,66,37,103,32,86,120,156,86,240,130,263,393,5,0,5,390,473,864,43,110,154,37,122,157,15,30,43,74,278,356,0,0,0,165,556,718,558,1028,1584,47,43,88,66,154,219,0,3,8,119,199,315,1480,1298,2779,6127,6290,12420
SED55405,337,349,689,980,883,1861,289,279,566,185,185,370,1451,1346,2797,527,485,1013,325,324,649,131,161,291,985,976,1965,240,164,403,245,264,506,139,78,218,214,312,523,7,4,7,841,815,1658,1152,1244,2393,750,639,1390,143,164,301,345,473,816,7,4,11,2386,2530,4916,3241,3343,6584,155,136,282,149,192,340,6,3,10,309,332,640,1732,1630,3362,8059,7974,16036
SED55504,504,506,1013,1862,1785,3645,440,438,877,305,302,608,2608,2526,5134,1271,1293,2563,288,281,569,365,314,682,1929,1887,3819,129,110,240,54,110,165,179,105,289,152,261,415,0,6,0,510,599,1111,368,537,908,102,245,350,81,113,193,172,349,521,0,3,6,721,1250,1971,1240,1847,3088,77,74,154,115,206,316,0,0,5,196,280,476,1136,863,1995,7609,7910,15526
SED55605,468,419,883,1926,1815,3745,271,293,567,420,379,797,2624,2494,5122,1450,1337,2790,246,282,531,479,522,1001,2185,2145,4331,123,128,250,33,129,161,259,128,387,164,297,459,0,4,4,584,688,1263,269,422,695,83,175,261,47,103,156,128,302,430,0,7,7,529,1008,1537,1114,1693,2809,66,78,147,130,188,319,3,0,3,199,274,471,1433,993,2430,8027,8015,16046
SED55706,310,312,626,1241,1143,2390,251,216,474,211,193,408,1712,1558,3266,1151,1119,2273,96,137,231,90,93,183,1339,1352,2693,50,38,94,20,52,81,142,71,214,106,305,414,3,0,3,330,475,797,25,51,76,31,75,109,4,25,34,58,201,257,0,0,0,121,354,474,449,832,1278,49,41,91,64,113,178,3,0,3,115,157,274,2050,1765,3816,5972,5976,11946
SED55802,574,545,1120,1786,1668,3451,419,435,857,347,335,683,2555,2447,4998,1091,1023,2112,413,381,796,416,390,806,1918,1796,3712,130,135,265,112,194,311,171,109,286,188,358,549,0,3,6,605,801,1411,412,558,970,165,230,387,88,131,214,175,298,474,3,0,3,836,1212,2047,1446,2022,3469,90,114,211,156,234,401,0,4,4,253,355,609,1159,1194,2352,7913,8355,16271
SED55905,339,268,611,991,967,1964,263,279,542,119,128,242,1372,1373,2751,605,593,1205,354,378,730,179,157,339,1140,1127,2268,93,78,173,45,87,136,143,60,205,128,203,336,4,0,4,421,431,849,436,777,1214,181,249,435,89,99,182,168,312,480,3,0,0,877,1439,2311,1295,1870,3167,42,49,92,110,165,274,4,0,3,150,214,367,1057,1003,2058,5360,5863,11224
SED59494,22,18,41,94,92,181,13,7,22,23,17,35,121,114,243,39,47,83,4,3,6,9,4,19,51,55,109,13,11,16,9,18,33,11,6,15,7,25,34,0,0,0,44,59,99,14,25,42,13,17,31,0,3,9,15,25,46,3,0,3,52,68,122,96,130,224,16,16,32,7,16,23,0,0,4,23,34,55,2227,1260,3489,2535,1623,4160
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,9,0,8,13,0,17,0,0,0,0,0,3,0,0,0,0,0,3,193,20,219,209,28,237
SED60105,155,155,318,677,676,1353,131,153,281,161,156,319,968,985,1955,415,388,802,130,163,288,236,220,455,782,768,1552,36,34,70,80,89,172,94,45,142,116,136,257,3,0,3,326,315,644,140,200,346,90,137,228,24,47,70,116,190,305,0,0,0,371,578,950,696,891,1589,61,39,95,55,111,165,0,0,0,116,147,260,523,476,1004,3241,3430,6671
SED60106,36,28,65,285,283,573,0,0,8,14,12,26,300,301,597,185,166,345,6,6,7,28,31,62,211,203,417,17,7,22,6,11,19,19,15,36,27,41,69,0,4,4,71,81,152,8,21,30,6,5,14,3,5,11,3,22,27,0,0,0,19,63,83,92,143,230,6,12,18,11,18,27,0,0,5,14,29,50,296,326,623,947,1026,1975
SED60113,216,225,438,1197,1064,2263,204,187,388,240,228,465,1642,1473,3120,765,777,1545,190,154,340,260,251,510,1216,1182,2397,49,77,124,63,110,171,137,76,217,183,207,384,6,0,3,427,474,901,148,241,391,112,182,290,37,45,81,168,282,455,0,0,0,459,755,1213,888,1232,2115,57,61,115,82,120,199,0,0,0,128,180,315,844,829,1669,4940,5120,10054
SED60115,241,248,486,1236,1157,2390,303,279,588,171,162,336,1716,1608,3320,770,706,1480,201,248,443,152,146,296,1121,1104,2218,70,92,154,162,184,343,140,84,220,189,200,387,3,0,8,553,557,1115,340,328,669,248,276,522,41,56,100,113,214,327,0,3,6,732,880,1614,1296,1437,2730,97,93,193,95,104,202,0,6,4,192,199,391,1432,1282,2722,5996,5877,11866
SED60207,209,188,398,1157,1105,2264,288,265,551,134,152,284,1584,1520,3102,829,807,1630,196,204,406,111,96,208,1134,1108,2249,74,84,157,69,101,169,148,105,253,157,207,363,3,0,3,449,496,946,66,155,223,41,89,135,19,30,50,94,202,295,0,0,0,214,484,698,673,983,1651,61,71,132,59,101,164,0,5,5,124,175,301,1021,1005,2032,4745,4983,9728
SED60208,159,148,304,975,953,1931,225,194,420,121,150,265,1323,1296,2624,657,604,1265,210,214,423,101,112,214,971,929,1902,67,53,124,36,57,91,127,74,202,117,193,304,0,0,0,341,383,725,45,130,176,44,90,141,12,36,47,95,199,293,0,0,0,193,457,653,539,837,1380,45,47,87,36,87,123,0,0,0,81,132,212,960,941,1901,4039,4287,8324
SED60209,201,178,382,1207,1179,2387,355,333,690,103,86,190,1666,1606,3271,774,805,1578,199,236,437,79,78,154,1058,1120,2176,70,65,136,60,59,120,127,74,197,102,191,292,4,0,4,363,384,747,76,143,222,58,120,180,23,39,60,119,212,331,0,10,7,275,523,797,632,903,1542,41,43,81,47,80,128,0,3,3,94,129,218,1449,1350,2796,5097,5289,10387
SED60301,109,73,183,519,432,951,225,239,473,27,28,54,772,701,1473,276,299,578,201,157,357,36,31,60,512,483,992,33,39,74,70,65,135,65,39,108,90,93,185,0,0,0,262,240,501,50,90,139,42,50,94,23,16,39,54,85,137,0,0,0,172,239,409,430,477,916,49,33,84,27,47,79,0,0,0,83,79,163,389,417,805,2289,2243,4536
SED60302,193,220,415,974,868,1840,327,372,699,72,72,142,1386,1315,2698,582,574,1159,271,289,561,82,102,187,937,967,1905,137,101,247,387,308,696,106,79,183,275,262,541,8,6,10,908,761,1671,202,284,493,268,264,527,32,55,88,177,305,483,3,3,3,685,910,1593,1598,1678,3272,145,152,292,95,141,242,4,3,8,241,301,540,906,900,1811,5262,5380,10641
SED60303,231,203,443,936,823,1757,128,167,298,170,211,381,1240,1194,2436,516,456,972,168,198,363,357,349,706,1039,1001,2040,70,63,128,264,315,586,68,62,128,211,228,437,0,3,0,614,674,1283,641,741,1384,482,567,1050,67,98,164,314,516,833,5,0,7,1505,1920,3436,2126,2601,4725,77,101,175,85,116,198,0,4,4,166,218,384,859,831,1696,5667,6053,11718
SED60304,0,0,0,14,13,28,0,0,0,3,4,6,16,17,36,10,13,18,3,3,4,0,0,4,14,10,27,0,0,0,3,4,9,6,0,6,3,0,3,0,0,0,12,6,17,0,3,3,5,0,7,0,0,0,0,5,11,0,0,0,3,9,13,12,16,27,0,0,0,0,5,5,0,0,0,0,5,5,5,8,8,49,59,103
SED60310,137,141,276,575,468,1041,37,56,95,209,182,389,824,704,1531,340,267,606,56,88,141,346,312,662,738,667,1410,32,23,61,148,171,319,57,16,73,115,108,224,0,0,0,349,319,673,459,477,942,347,362,710,42,51,97,143,253,397,0,0,4,998,1151,2147,1347,1471,2821,43,48,96,37,68,104,0,3,3,82,115,202,369,394,760,3501,3494,6996
SED60404,242,227,467,1070,1046,2113,319,345,663,253,266,522,1640,1655,3294,648,600,1248,239,253,495,277,242,518,1163,1102,2263,52,51,108,47,61,104,143,59,202,165,199,369,3,3,6,416,369,785,125,168,293,84,121,204,21,35,53,131,321,454,0,0,4,367,650,1014,778,1021,1804,44,58,99,69,105,179,4,0,11,116,169,290,1036,983,2021,4978,5158,10135
SED60410,115,117,234,364,330,697,144,177,321,127,123,252,636,629,1264,281,230,509,102,128,231,124,118,247,512,476,988,35,25,60,71,92,160,60,25,89,91,108,202,0,0,0,261,250,516,123,142,263,113,141,254,27,21,46,84,172,251,0,0,0,343,474,822,608,734,1332,38,40,79,34,59,93,0,0,0,76,99,167,210,255,465,2147,2305,4452
SED60411,238,193,437,867,791,1661,278,274,557,120,112,233,1270,1175,2450,470,402,867,293,342,635,121,133,255,886,878,1758,63,78,136,147,128,274,114,63,174,184,184,372,0,0,3,510,459,964,183,242,428,144,184,324,52,62,112,193,292,483,0,0,0,566,777,1347,1084,1236,2319,54,54,102,71,93,167,6,0,6,125,147,276,609,639,1248,4213,4272,8481
SED60414,209,188,400,935,903,1842,277,270,546,118,115,235,1331,1289,2624,524,449,977,248,280,526,126,116,238,900,840,1740,43,55,101,77,73,145,122,46,170,161,144,305,0,0,0,401,319,721,122,164,286,70,91,157,23,49,70,103,230,335,0,3,3,317,538,857,724,860,1586,41,50,85,53,100,149,4,0,4,96,150,241,1092,589,1678,4346,3926,8270
SED60501,140,119,256,813,781,1595,255,231,490,61,55,115,1130,1073,2202,492,501,993,140,137,278,50,23,75,687,660,1349,39,61,96,49,52,96,61,45,110,79,97,178,3,5,6,225,258,484,49,65,117,21,48,71,5,12,22,32,91,120,0,0,0,113,216,325,341,473,814,35,56,89,22,66,96,4,0,3,56,128,184,922,892,1815,3269,3339,6609
SED60505,67,55,125,296,273,567,104,92,196,65,57,121,471,421,895,161,155,309,147,122,268,43,49,91,350,325,677,7,16,19,6,15,24,28,29,56,37,47,82,0,4,4,83,102,190,41,68,112,23,37,54,10,20,28,26,69,93,0,0,0,94,197,288,178,298,475,12,13,28,12,32,40,0,0,0,23,48,70,171,189,362,1259,1341,2598
SED60506,162,144,307,1001,929,1930,107,101,207,91,99,194,1198,1129,2331,559,551,1103,117,90,203,127,117,245,796,753,1550,41,41,80,25,52,74,100,49,152,82,142,224,5,0,4,250,288,540,44,111,156,33,61,93,17,30,47,60,165,216,0,0,0,152,361,518,408,652,1061,54,44,95,29,76,102,4,0,4,90,116,201,990,984,1974,3640,3778,7419
SED60508,16,29,44,155,114,268,17,13,30,24,29,55,192,163,354,103,99,200,21,14,35,19,20,40,142,138,278,11,6,20,0,7,12,24,9,29,21,22,41,0,0,0,56,51,105,3,11,16,10,18,30,0,4,7,7,28,34,0,0,0,32,58,85,87,104,187,10,12,25,7,12,23,0,0,0,16,27,47,230,195,422,678,649,1330
SED60512,176,207,388,1034,987,2023,260,278,539,60,68,126,1354,1337,2685,584,532,1111,209,233,443,90,77,168,878,843,1720,57,67,122,49,68,114,128,65,199,162,181,338,8,0,10,404,385,787,69,105,169,46,93,141,17,28,50,75,205,276,6,0,9,212,431,634,618,810,1424,43,43,87,41,81,128,0,0,0,87,135,216,1215,1127,2343,4333,4460,8784
SED60514,60,68,128,257,226,484,185,173,358,43,30,71,474,433,909,113,133,249,102,120,228,25,28,60,250,282,531,16,17,37,25,29,49,43,29,73,40,65,110,0,0,0,129,133,265,44,43,84,21,39,56,16,17,27,36,76,115,0,0,0,109,174,286,240,308,549,9,13,18,21,21,39,0,0,0,32,35,67,197,206,401,1253,1328,2581
SED69494,9,5,9,27,15,41,3,0,4,0,3,3,28,18,53,8,19,30,4,0,7,0,0,3,13,19,33,6,0,9,0,4,4,8,9,9,3,8,9,0,0,0,21,23,35,0,4,3,8,3,9,0,4,0,4,16,14,0,0,0,13,22,32,30,39,68,0,0,0,0,9,8,0,0,5,0,10,13,210,130,337,296,223,519
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3
SED70001,92,77,161,382,345,727,78,82,162,11,12,21,467,437,910,211,198,409,39,66,99,62,30,89,308,288,597,0,0,4,0,3,3,4,4,12,12,24,42,0,0,0,26,30,56,0,0,3,4,4,11,3,11,15,16,38,49,0,0,0,22,55,78,49,87,130,3,9,12,13,5,17,4,4,7,18,18,37,357,350,705,1295,1260,2551
SED70002,120,73,195,308,280,592,97,95,198,93,93,189,498,480,975,106,109,209,86,82,163,111,125,233,301,309,612,0,4,7,18,15,30,18,17,36,56,83,137,0,0,0,101,117,215,12,31,39,24,65,90,7,14,24,81,183,262,0,0,0,124,298,415,222,411,630,21,22,40,27,58,83,0,3,7,45,81,127,319,328,651,1507,1680,3186
SED70003,107,114,227,511,491,1007,10,10,15,14,10,20,529,510,1044,193,205,390,17,18,35,7,20,23,208,242,451,0,10,10,3,3,10,0,0,3,17,23,38,0,0,0,21,37,61,3,9,13,3,10,14,0,8,10,17,50,68,0,0,3,31,82,110,53,116,164,3,5,7,3,7,14,0,0,0,8,11,22,581,388,972,1491,1388,2873
SED70004,79,78,156,475,436,907,4,3,9,0,8,12,484,443,923,191,186,373,4,8,15,19,13,29,212,204,413,11,3,14,6,5,11,9,9,22,12,20,35,0,0,0,41,43,87,8,6,13,8,14,21,3,12,17,25,52,79,0,0,0,43,82,127,82,125,212,6,7,6,10,11,27,0,0,0,17,20,32,607,461,1067,1480,1334,2814
SED70005,104,112,218,335,298,636,65,65,131,75,50,124,478,408,887,207,186,396,68,56,128,49,61,109,328,303,629,10,14,16,18,24,43,19,19,35,46,62,106,0,0,0,92,114,206,25,52,74,18,54,76,20,21,36,49,125,172,0,0,0,110,252,360,206,368,564,20,19,34,14,45,59,0,0,0,30,64,98,459,445,904,1608,1703,3311
SED70006,84,77,165,306,245,557,60,60,116,61,55,116,427,363,787,93,98,197,57,55,109,132,112,236,282,260,546,10,4,11,11,13,21,21,11,30,48,79,124,0,0,0,90,105,197,12,17,29,19,47,65,9,15,23,102,163,266,0,0,6,143,243,388,230,348,580,16,18,31,18,44,60,0,0,0,32,61,93,279,249,525,1338,1359,2697
SED70007,102,134,238,386,368,751,44,48,95,76,77,152,510,490,999,171,188,355,90,97,189,67,61,125,328,346,669,22,10,30,12,23,34,20,17,37,35,71,107,0,0,0,93,123,216,25,58,77,21,50,79,15,31,42,49,144,197,0,0,0,107,285,397,200,409,609,14,15,34,21,44,66,0,0,0,38,57,96,291,278,564,1459,1712,3174
SED70008,90,78,166,333,347,681,53,37,89,77,71,144,467,451,919,214,205,422,36,20,61,65,51,125,327,279,607,8,8,15,27,21,49,22,11,38,49,71,121,0,0,0,106,111,219,119,146,269,153,189,344,14,23,41,78,144,225,0,0,0,371,508,879,482,614,1100,30,32,53,38,50,87,0,0,0,64,77,139,386,342,730,1814,1849,3661
SED70009,54,63,123,282,252,532,193,169,363,22,16,36,493,435,931,147,117,258,66,68,136,29,18,43,238,197,433,0,0,3,4,8,5,11,4,17,16,38,57,0,0,0,33,46,83,4,14,14,6,16,21,3,7,13,20,61,89,0,0,0,36,96,138,71,146,218,3,6,6,11,16,24,0,0,0,16,18,34,820,704,1527,1696,1573,3267
SED70010,74,82,150,337,305,646,44,31,73,49,53,100,429,391,815,175,202,378,45,38,84,43,40,87,264,285,551,11,19,27,26,23,50,15,13,25,37,61,95,5,0,5,81,111,194,26,32,50,22,42,62,13,25,39,40,92,129,0,0,0,94,194,284,174,307,488,13,20,34,21,38,61,0,3,5,33,60,97,646,529,1177,1624,1655,3275
SED70011,79,70,144,243,230,467,18,27,49,37,25,64,301,283,579,171,175,349,28,34,56,51,35,83,248,242,489,8,5,11,17,18,33,9,6,16,35,71,99,0,0,0,62,106,164,25,61,88,38,63,104,9,15,21,80,138,219,0,0,0,155,277,433,215,378,596,13,22,36,21,39,62,0,0,0,38,62,96,271,276,548,1149,1314,2462
SED70012,57,53,112,206,218,425,27,14,46,24,29,54,259,263,521,154,180,335,7,16,26,35,63,99,198,255,452,15,7,29,28,21,53,14,15,26,46,63,103,0,0,0,107,111,217,49,77,127,58,84,140,18,28,50,81,156,239,0,0,5,213,347,557,319,458,774,25,15,35,21,42,63,0,0,0,41,61,103,383,286,664,1259,1373,2633
SED70013,71,64,135,313,311,620,37,42,85,53,66,117,403,420,820,213,200,412,44,40,80,56,71,125,310,306,613,3,3,12,3,10,13,41,18,55,35,50,85,0,0,0,78,81,159,14,31,46,9,30,44,7,27,30,26,100,126,0,0,0,59,188,245,140,268,404,10,4,13,14,32,43,0,0,0,17,35,58,581,485,1068,1527,1580,3107
SED70014,56,73,126,467,408,871,0,0,3,7,5,12,474,414,883,148,157,302,0,6,3,28,20,49,179,179,364,0,3,6,4,7,15,0,7,14,13,16,33,0,0,0,24,40,64,0,4,9,6,8,13,5,13,13,15,34,49,0,0,0,31,56,90,57,95,153,10,11,25,5,8,15,0,0,0,15,25,40,451,386,833,1230,1166,2395
SED70015,83,76,156,294,294,590,41,48,84,17,34,57,348,379,734,185,210,393,34,29,60,39,25,69,257,261,518,14,9,23,30,24,54,9,15,22,40,71,111,0,0,0,98,116,215,60,56,109,72,108,178,21,12,35,86,121,209,0,0,0,230,305,534,326,419,742,35,33,63,27,49,69,0,0,0,56,82,135,334,316,648,1410,1529,2941
SED70016,82,77,153,338,280,617,71,66,134,21,37,56,430,386,815,212,220,433,84,88,165,24,29,48,313,339,648,11,9,15,19,19,44,9,15,26,26,56,78,3,0,5,66,106,165,39,53,93,24,36,63,10,17,32,33,71,102,3,0,3,114,184,291,177,282,463,20,33,54,22,36,53,0,0,0,44,69,116,411,417,828,1454,1568,3024
SED70017,64,57,125,358,326,682,37,37,70,15,11,25,407,372,783,174,164,336,50,49,97,12,5,18,243,206,456,3,3,13,14,12,23,24,9,36,27,54,83,0,0,0,74,78,155,9,17,19,29,34,63,7,13,17,32,85,111,0,0,0,69,137,210,138,219,361,8,12,24,16,22,35,0,0,0,29,35,64,735,656,1389,1620,1542,3168
SED70018,111,92,204,467,421,882,21,15,36,89,94,176,570,528,1097,278,303,585,6,4,14,40,24,65,323,333,657,3,6,7,3,0,10,5,6,11,25,37,66,0,3,3,34,55,90,3,12,14,4,24,27,0,0,0,34,70,96,0,0,0,39,112,147,76,162,243,10,7,11,20,26,49,0,0,0,28,28,55,628,528,1157,1744,1676,3413
