SED_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SED53802,242,50,0,0,0,295,57,21,0,0,0,82,87,19,3,0,0,105,112,49,4,0,0,165,172,63,4,0,0,242,573,316,4,0,0,892,872,369,4,0,0,1248,1168,314,0,0,0,1481,494,85,0,0,0,585,421,58,0,0,0,478,231,28,0,0,0,259,280,79,0,0,0,359,4712,1450,18,0,0,6185
SED53902,198,87,23,0,0,301,56,12,9,0,0,72,29,27,6,0,0,68,72,47,24,0,0,138,102,57,45,0,0,202,297,262,127,0,0,684,350,297,117,0,0,769,655,375,96,0,0,1127,439,145,31,0,0,614,543,124,14,0,0,683,582,68,0,0,0,649,215,76,8,0,0,301,3529,1582,499,0,0,5610
SED54006,267,3,0,0,0,271,113,4,0,5,0,116,117,0,0,0,0,122,206,6,0,0,0,206,272,5,0,5,0,283,959,13,0,4,0,969,1283,3,0,3,0,1295,1433,4,5,0,3,1442,592,0,0,0,0,591,464,0,0,0,0,466,262,0,0,0,0,262,357,0,0,0,0,361,6325,34,3,17,4,6388
SED54104,205,31,46,0,0,282,39,7,12,0,0,61,26,11,16,0,0,58,42,17,30,0,0,86,38,23,40,0,0,102,131,54,149,0,0,335,131,73,201,0,0,404,274,109,196,0,0,577,225,76,90,0,0,396,469,99,74,0,0,638,1213,82,50,0,0,1349,183,32,26,0,0,251,2993,615,925,3,4,4536
SED54203,45,0,0,9,3,55,39,0,0,0,0,38,31,0,0,5,0,31,42,7,0,0,0,51,56,3,0,0,0,62,135,0,0,8,0,147,125,4,0,0,0,132,169,4,0,9,0,185,87,0,0,3,0,90,62,0,0,3,0,67,54,0,0,7,3,69,59,0,0,5,0,62,896,22,0,57,13,991
SED54304,105,59,106,0,0,269,38,10,38,0,0,86,27,9,35,0,0,77,42,15,53,0,0,110,77,33,107,0,0,213,148,94,399,0,0,637,188,148,532,5,0,867,441,213,542,3,0,1193,381,153,233,4,0,775,545,146,231,0,0,926,517,93,150,0,0,762,114,57,117,0,0,290,2616,1030,2543,15,5,6212
SED54403,61,11,0,0,0,77,32,9,0,0,0,40,23,9,0,0,0,35,85,18,0,0,0,104,104,19,3,4,0,130,307,46,3,0,0,359,358,30,0,0,0,393,444,41,5,9,0,494,213,12,0,4,0,232,220,7,0,0,0,234,201,7,0,0,0,214,123,7,0,0,0,137,2183,221,23,20,5,2448
SED54505,325,26,10,0,0,358,83,5,0,0,0,94,74,5,8,0,0,85,107,10,6,0,0,127,133,10,0,0,0,143,424,48,16,0,0,483,521,61,29,0,0,609,1021,83,38,0,0,1137,754,33,8,0,0,799,694,34,5,0,0,732,573,21,0,0,0,598,316,12,12,0,0,340,5029,361,125,0,0,5517
SED54605,241,20,11,0,0,273,107,6,6,0,0,123,83,7,4,0,0,102,156,27,11,5,0,200,273,29,23,0,0,330,1001,57,53,0,0,1112,1113,34,26,0,0,1178,1002,26,21,0,0,1052,355,7,18,0,0,372,245,11,8,0,0,259,142,5,6,0,0,156,308,12,7,0,0,327,5042,237,206,6,0,5490
SED54701,318,0,0,0,0,321,118,0,0,3,0,118,151,4,0,0,0,157,281,9,0,0,0,290,307,4,0,0,0,314,707,12,0,0,3,719,544,6,0,0,0,546,479,10,0,0,0,487,180,0,0,0,0,184,121,0,0,0,3,124,87,0,0,0,0,90,222,3,0,0,0,229,3514,47,3,13,11,3587
SED54804,192,81,12,0,0,287,57,24,5,0,0,85,39,29,8,0,0,67,69,50,10,0,0,139,91,67,18,0,0,190,286,254,44,0,0,592,378,436,83,0,0,898,822,646,76,0,0,1542,654,291,27,0,0,973,783,216,26,0,0,1024,553,106,21,0,0,686,221,131,18,0,0,368,4154,2346,345,8,0,6856
SED54905,191,95,24,0,0,306,44,21,4,0,0,67,46,18,12,0,0,77,63,34,9,0,0,110,54,34,17,0,0,108,173,188,96,0,0,454,228,225,90,0,0,543,477,299,84,0,0,866,408,150,42,0,0,592,512,137,38,0,0,685,739,109,25,0,0,874,186,80,24,0,0,288,3105,1392,475,0,7,4979
SED55005,331,8,0,0,0,333,120,5,0,0,0,118,110,7,0,0,0,117,184,4,0,0,0,192,271,15,0,0,0,288,1131,47,0,0,0,1178,1611,40,0,0,0,1661,2221,42,3,0,0,2267,973,3,0,0,0,979,604,3,0,0,0,616,378,5,0,0,0,385,487,3,0,0,0,492,8427,175,15,0,0,8622
SED55102,273,3,0,0,0,276,94,0,0,0,0,96,77,4,0,0,0,78,125,0,0,0,0,127,256,8,0,0,0,266,1041,40,0,0,0,1082,1613,40,0,0,0,1663,2426,59,3,0,0,2490,1157,18,0,0,0,1171,858,11,4,0,0,878,510,5,0,0,4,510,472,12,3,0,0,485,8899,198,19,0,3,9122
SED55202,307,22,7,0,0,332,105,14,0,0,0,120,103,7,0,0,0,112,222,28,14,0,0,257,355,38,6,0,0,400,1288,104,30,0,0,1425,1614,79,17,0,3,1720,1514,53,10,0,0,1579,454,6,0,0,0,462,245,12,4,0,0,250,152,3,0,0,0,159,374,15,0,0,0,395,6728,380,96,0,3,7199
SED55306,247,11,0,0,0,258,114,11,0,0,0,120,83,7,0,0,0,92,169,10,0,0,0,187,230,12,0,0,0,242,719,39,3,4,0,758,1089,39,3,3,0,1138,1427,41,0,0,0,1472,565,11,3,0,0,580,415,17,0,0,0,428,265,14,0,0,0,281,286,20,0,0,0,304,5605,221,11,16,4,5855
SED55405,183,52,18,0,0,246,68,13,6,0,0,91,51,15,12,0,0,75,92,23,10,0,0,130,110,40,26,0,0,177,417,200,82,0,0,700,566,261,103,0,0,927,965,284,84,4,0,1338,556,104,40,0,0,695,482,64,19,0,0,565,277,42,11,0,0,329,190,46,28,0,0,265,3952,1142,433,4,3,5531
SED55504,268,0,0,0,0,273,83,6,0,0,0,96,88,3,0,0,0,95,165,4,0,0,0,172,267,4,0,0,0,273,983,46,0,0,0,1034,1849,58,0,0,0,1910,2831,28,3,0,0,2862,1093,8,0,0,0,1105,646,0,0,0,0,650,384,0,4,0,0,392,510,11,0,0,0,517,9174,179,13,6,0,9372
SED55605,262,3,0,0,0,270,124,7,0,0,0,129,95,3,0,0,0,97,192,0,0,0,0,195,278,8,0,0,0,284,1332,17,0,0,0,1349,1941,19,0,0,9,1964,2335,8,6,5,12,2359,811,0,0,0,0,820,554,0,0,0,0,554,320,0,0,0,0,320,536,0,0,0,0,538,8788,71,8,5,22,8887
SED55706,293,3,4,0,4,299,165,3,0,0,0,165,116,4,0,0,0,122,266,7,0,3,0,276,322,11,3,0,0,345,990,26,0,5,4,1030,906,21,0,0,0,928,852,19,3,0,0,871,324,6,0,0,0,330,283,5,0,0,0,289,165,7,0,0,4,175,285,4,3,0,5,295,4963,125,14,17,15,5132
SED55802,313,12,0,0,0,320,114,0,0,0,0,123,86,4,0,0,0,91,169,11,0,0,0,178,240,7,0,0,0,249,1159,51,5,0,0,1215,2307,100,0,0,0,2406,3217,111,4,0,0,3323,1183,16,0,0,0,1204,554,14,0,0,0,566,367,4,0,0,0,369,550,9,0,0,6,570,10241,346,14,0,8,10606
SED55905,267,14,0,0,0,287,70,17,0,0,0,92,100,10,3,0,0,116,149,17,4,0,0,169,208,35,18,0,0,259,631,121,50,0,0,803,958,116,40,0,0,1122,1403,90,9,0,0,1500,631,32,7,0,0,672,490,13,9,0,0,512,214,7,0,0,0,222,298,29,5,0,0,329,5424,506,155,0,0,6088
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60105,131,9,10,0,0,141,70,3,0,0,0,82,59,10,4,0,0,74,128,7,23,0,0,164,260,15,19,0,0,292,775,34,28,0,0,839,610,27,18,0,0,653,439,34,9,0,0,487,127,0,3,0,0,130,81,6,0,0,0,85,67,8,4,0,0,71,116,7,3,0,0,133,2868,166,110,4,0,3140
SED60106,66,0,0,0,0,72,45,0,0,0,0,45,51,0,0,0,0,51,91,0,0,0,0,91,109,0,0,0,0,112,185,0,0,0,0,188,123,0,0,0,0,123,79,0,0,0,0,84,22,0,0,0,0,22,18,0,0,0,0,18,11,0,0,0,0,11,50,0,0,0,0,50,856,5,0,0,0,860
SED60113,269,6,0,0,0,279,130,4,7,0,0,144,156,3,0,0,0,163,296,3,12,0,0,313,447,13,13,0,0,477,1240,20,38,0,0,1302,1068,29,11,0,0,1103,739,7,0,0,3,750,228,6,0,0,0,233,188,0,0,0,0,186,98,0,5,0,0,99,222,8,0,0,0,227,5074,100,99,0,7,5278
SED60115,216,11,0,0,0,232,161,4,5,0,0,171,184,5,0,0,0,191,392,39,5,0,0,428,580,17,6,0,0,603,1167,37,6,0,0,1206,668,15,3,0,0,691,418,12,0,0,0,437,134,0,0,0,0,140,104,0,0,0,0,111,70,0,0,0,0,70,225,8,0,0,0,236,4314,154,25,5,3,4505
SED60207,208,13,0,0,0,220,164,11,0,0,0,170,160,3,0,0,0,164,331,13,0,0,0,343,512,8,0,0,0,525,1388,21,0,0,3,1410,870,9,0,3,0,884,548,0,0,3,0,558,158,0,0,0,0,157,114,0,0,0,0,114,67,0,0,0,0,70,214,3,0,0,0,216,4726,81,8,11,4,4829
SED60208,206,7,0,0,0,217,143,0,0,0,0,148,137,4,0,0,0,143,357,11,0,0,0,371,486,10,0,0,0,496,1225,17,0,0,0,1248,802,5,0,0,0,809,475,3,0,0,0,479,127,0,0,0,0,127,105,0,0,0,0,105,72,0,0,0,0,70,208,0,0,0,0,211,4349,61,0,11,0,4423
SED60209,253,0,0,0,4,260,262,4,0,0,0,273,219,3,0,0,0,224,433,10,0,3,0,445,581,5,0,6,0,596,1206,7,0,0,3,1216,690,6,0,0,0,700,405,0,0,0,0,406,136,0,0,0,3,138,76,0,0,0,0,82,71,3,0,0,0,71,228,0,0,0,0,233,4559,44,13,12,8,4632
SED60301,72,0,9,0,0,80,41,3,5,0,0,46,52,4,3,0,0,58,104,7,19,0,0,129,176,0,22,0,0,206,628,8,42,0,0,684,524,11,19,0,0,556,324,3,4,0,0,332,85,0,3,0,0,85,45,0,0,0,0,50,32,0,0,0,0,29,90,0,9,0,0,102,2181,45,123,0,0,2352
SED60302,210,6,6,0,0,227,128,0,9,0,0,134,102,4,7,0,0,111,198,3,8,0,0,214,326,20,27,0,0,366,1023,37,47,0,0,1111,991,10,29,3,0,1039,653,9,16,0,0,678,190,5,0,0,0,195,110,0,0,0,0,109,65,0,3,4,0,69,191,3,12,0,0,205,4181,97,161,7,5,4454
SED60303,218,27,16,0,0,259,100,5,6,0,0,117,65,5,3,0,0,72,107,5,13,0,0,124,157,16,14,0,0,189,441,48,64,0,0,552,520,50,62,0,0,641,751,58,49,0,0,858,373,21,10,0,0,410,318,20,20,0,0,355,237,8,11,0,4,263,122,11,10,0,0,142,3406,284,283,5,4,3971
SED60304,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,18,0,0,0,0,18,9,0,0,0,0,9,0,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,62,0,0,0,0,58
SED60310,139,0,8,0,0,143,52,5,7,0,0,61,36,0,7,0,0,49,62,6,4,0,0,67,101,4,4,0,0,113,202,24,10,4,0,238,229,14,12,0,0,254,377,15,4,0,0,400,204,11,0,0,0,222,233,7,4,0,0,238,206,6,5,0,0,213,87,5,8,0,0,102,1927,103,62,3,0,2093
SED60404,259,0,0,0,0,257,165,0,0,3,0,168,150,0,0,0,0,156,259,5,0,4,0,272,353,4,0,0,0,358,1022,20,8,0,3,1046,1036,7,0,0,0,1049,949,0,0,0,0,962,300,0,0,0,0,304,221,0,0,0,0,222,121,0,0,0,0,120,259,0,0,0,0,265,5103,34,17,18,5,5177
SED60410,115,8,0,0,0,123,49,9,0,0,0,58,35,0,0,0,0,38,67,9,0,0,0,78,89,6,0,0,0,95,336,22,5,0,0,368,426,21,5,0,0,455,453,16,0,0,0,472,153,0,0,0,0,158,106,3,0,0,0,111,67,0,0,0,0,67,83,4,4,0,0,91,1982,95,24,0,4,2099
SED60411,249,5,3,0,0,256,98,3,0,0,0,98,97,7,0,0,0,96,163,5,0,0,0,171,213,8,0,0,0,219,699,32,12,0,0,743,859,20,13,0,0,891,867,6,4,0,3,879,339,6,0,0,0,343,221,3,0,0,0,220,136,0,0,0,0,133,168,6,0,0,0,177,4098,106,25,6,3,4233
SED60414,166,0,0,0,0,170,101,0,0,0,0,101,122,4,0,0,0,129,215,8,0,0,0,219,300,3,0,0,0,308,884,9,0,0,0,897,839,4,0,0,0,845,798,0,0,0,0,803,294,3,0,0,0,295,219,0,0,0,0,222,151,0,0,0,0,151,183,0,0,0,0,181,4277,29,4,3,0,4315
SED60501,132,0,0,0,0,132,115,0,0,0,0,122,107,0,0,0,0,115,241,0,5,0,0,247,347,4,4,0,0,354,721,3,4,3,3,738,469,0,3,0,0,473,263,0,0,0,0,263,65,0,0,0,0,65,40,0,0,0,0,42,35,0,0,0,0,36,122,0,0,0,0,122,2664,21,14,10,3,2707
SED60505,54,5,8,0,0,63,23,4,3,0,0,30,35,3,0,0,0,37,71,7,3,0,0,79,103,5,7,0,0,122,314,17,10,0,0,341,355,10,3,0,0,368,280,10,0,0,0,287,68,3,4,0,0,76,64,6,0,0,0,72,31,0,0,0,0,26,63,4,5,0,0,67,1464,63,41,0,0,1568
SED60506,217,3,4,0,0,228,145,0,0,0,0,148,159,3,6,0,0,173,275,7,3,0,0,288,364,4,3,0,0,374,1017,15,15,0,0,1050,690,3,8,3,0,700,370,4,0,5,0,382,113,0,0,0,0,111,77,0,0,0,0,83,54,0,0,0,0,59,175,0,5,0,0,182,3669,42,44,12,4,3779
SED60508,41,0,0,0,0,41,32,0,0,0,0,32,23,0,0,0,0,23,56,0,0,0,0,56,68,0,0,0,0,72,141,4,0,0,0,149,134,0,0,0,0,140,92,0,0,0,0,92,33,0,0,0,0,33,13,0,0,0,0,13,12,0,0,0,0,12,37,0,0,0,0,37,700,6,0,0,0,703
SED60512,254,3,10,0,0,264,195,0,4,0,0,201,179,0,0,0,0,183,338,6,6,0,0,347,452,3,14,0,0,472,1133,3,43,3,0,1188,1079,0,5,0,0,1090,765,0,3,0,0,770,193,0,0,0,0,193,113,0,0,0,0,118,81,0,0,0,0,83,281,0,4,0,0,279,5063,18,93,8,7,5189
SED60514,70,0,3,0,0,75,31,4,0,0,0,32,30,0,3,0,0,32,80,0,3,0,0,82,110,0,5,0,0,109,370,3,18,0,0,399,424,9,13,0,0,440,348,0,4,0,0,354,93,0,0,0,0,92,56,0,0,0,0,56,24,0,0,0,0,24,68,0,0,0,0,78,1708,18,49,4,5,1781
SED69494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED70001,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,12
SED70002,31,5,0,0,0,40,10,0,0,0,0,16,7,3,0,0,0,12,10,11,5,0,0,24,39,27,3,0,0,67,100,76,5,0,0,187,200,71,5,0,0,274,267,35,3,0,0,304,127,12,0,0,0,140,88,10,0,0,0,97,42,5,0,0,0,47,56,11,0,0,0,70,981,272,16,0,0,1268
SED70003,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,4,0,20
SED70004,20,0,0,3,0,18,7,0,0,0,0,7,5,0,0,0,0,5,9,0,0,0,0,9,12,0,0,0,0,16,34,0,0,4,0,37,18,0,0,0,0,19,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,129,0,0,12,0,138
SED70005,26,4,0,0,0,30,9,0,0,0,0,8,4,0,0,0,0,7,17,6,0,0,0,19,31,3,5,0,0,38,103,14,5,0,0,122,160,22,11,0,0,190,276,23,5,0,0,303,151,8,0,0,0,155,108,0,0,0,0,112,46,0,4,0,0,51,52,0,0,0,0,51,966,86,33,0,0,1084
SED70006,24,5,0,0,0,29,17,7,0,0,0,19,13,6,0,0,0,14,20,13,0,0,0,31,37,14,0,0,0,57,104,41,0,0,0,145,219,54,0,0,0,271,301,33,3,0,4,335,95,6,0,0,0,107,59,9,0,0,0,69,35,0,0,0,4,41,38,12,0,0,0,47,965,183,13,0,8,1169
SED70007,27,0,3,0,0,32,4,0,0,0,0,4,4,0,0,0,0,8,15,0,3,0,0,17,32,4,8,0,0,39,113,20,24,0,0,158,187,16,29,0,0,230,335,21,11,0,0,366,167,3,0,0,0,169,108,4,0,0,0,117,39,4,0,0,0,41,66,6,6,0,0,76,1096,76,90,0,0,1262
SED70008,40,0,4,0,0,41,5,0,0,0,0,5,5,0,0,0,0,5,26,0,0,0,0,29,28,3,4,0,0,31,79,10,8,0,0,96,104,12,11,0,0,129,179,5,10,0,0,194,145,4,3,0,0,146,104,3,0,0,0,104,83,0,0,0,0,91,43,0,0,0,0,43,840,36,50,0,0,926
SED70009,29,0,0,3,0,36,13,0,0,0,0,13,14,0,0,0,0,11,23,0,0,3,0,20,43,0,0,0,0,41,107,4,0,3,0,111,109,0,0,0,0,107,142,0,0,0,0,144,77,0,0,0,0,80,52,0,0,5,3,58,25,0,0,0,0,28,41,0,0,0,4,43,662,5,0,19,6,698
SED70010,27,4,10,0,0,37,13,0,3,0,0,18,7,0,3,0,0,14,26,0,10,0,0,36,27,0,14,0,0,45,143,4,41,0,0,193,179,6,37,0,0,222,249,3,29,0,0,279,95,0,7,0,0,110,56,0,9,0,0,56,20,0,0,0,0,20,46,0,9,0,0,61,892,23,168,0,0,1089
SED70011,18,0,7,0,0,24,3,0,6,0,0,9,3,0,3,0,0,10,8,8,6,0,0,21,4,11,4,0,0,19,33,42,21,0,0,97,44,40,25,0,0,107,70,36,18,0,0,124,63,19,14,0,0,104,80,21,11,0,0,111,80,15,0,0,0,90,26,8,5,0,0,40,436,212,121,0,0,769
SED70012,16,0,14,0,0,25,0,0,0,0,0,5,5,3,0,0,0,13,10,0,12,0,0,15,5,6,16,0,0,31,14,16,43,0,0,72,37,26,68,0,0,125,64,26,78,0,0,173,46,12,35,0,0,94,66,3,26,0,0,98,60,9,16,0,0,85,20,4,16,0,0,39,351,103,318,0,0,778
SED70013,43,0,0,0,0,43,12,0,0,0,0,12,22,0,0,0,0,22,23,0,0,0,0,24,38,0,0,0,0,42,138,5,0,0,0,147,177,0,0,0,0,179,322,5,0,0,0,331,257,0,0,0,0,263,217,0,0,0,0,220,126,0,0,0,0,126,91,0,0,0,0,92,1474,11,0,8,0,1495
SED70014,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,14
SED70015,32,0,3,0,0,37,14,0,0,0,0,14,7,5,0,0,0,13,23,7,3,0,0,34,21,8,10,0,0,38,88,26,28,0,0,137,141,32,20,0,0,193,219,25,7,0,0,251,110,3,0,0,0,116,82,0,3,0,0,88,56,0,4,0,0,61,37,8,3,0,0,58,833,118,78,0,0,1031
SED70016,24,3,0,0,0,26,5,0,0,0,0,13,9,3,0,0,0,9,20,10,0,0,0,31,34,7,3,0,0,42,102,32,0,0,0,128,141,27,0,0,0,171,244,34,0,0,0,277,104,22,0,0,0,131,81,11,0,0,0,93,49,7,0,0,0,52,46,7,0,0,0,55,863,167,4,0,0,1028
SED70017,14,0,0,0,0,16,9,3,0,0,0,12,13,0,0,0,0,13,18,3,0,0,3,21,31,6,0,0,0,36,133,6,0,3,0,137,153,3,0,0,0,163,139,0,0,0,0,136,53,0,0,0,0,53,26,0,0,0,5,32,35,0,0,0,0,36,37,4,0,0,0,40,652,20,0,7,14,696
SED70018,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,20,0,0,0,0,23
SED70019,19,0,0,0,0,14,8,4,0,0,0,11,0,3,0,0,0,9,16,3,0,3,0,19,20,11,0,0,0,37,53,30,0,3,3,92,119,30,3,0,0,153,167,24,0,3,0,187,105,0,0,0,0,109,68,7,0,0,0,67,42,3,0,0,0,46,30,0,4,0,0,31,639,111,11,9,4,779
SED70020,34,0,0,0,0,34,4,0,0,0,0,4,17,0,0,0,0,17,21,0,0,0,0,21,26,0,0,4,0,32,104,0,0,3,0,106,101,0,0,0,0,102,272,6,0,0,0,273,197,0,0,0,0,199,242,0,0,0,0,247,146,0,0,0,0,146,80,0,0,0,0,79,1251,7,3,5,0,1271
SED70021,27,0,12,0,0,38,7,0,5,0,0,14,4,0,9,0,0,14,13,7,15,0,0,29,5,0,22,0,0,32,48,8,64,0,0,119,54,14,67,0,0,132,91,8,53,0,0,150,63,5,23,0,0,93,82,0,9,0,0,90,59,0,11,0,0,75,35,0,10,0,0,44,488,48,286,0,0,827
SED70022,5,0,14,0,0,21,0,0,11,0,0,8,0,0,12,0,0,12,0,4,16,0,0,20,0,0,26,0,0,34,4,4,92,0,0,105,0,7,126,0,0,129,6,4,125,0,0,137,4,4,64,0,0,67,9,0,47,0,0,63,23,6,30,0,0,57,3,4,20,0,0,27,63,25,593,0,0,679
SED70023,34,0,5,0,0,39,21,0,0,0,0,21,12,0,3,0,0,15,24,4,3,0,0,35,28,0,4,0,0,33,96,6,11,0,0,113,149,5,13,0,0,168,307,3,14,0,0,325,126,0,5,0,0,131,111,3,5,0,0,113,54,0,0,0,0,55,49,5,5,0,0,51,1003,27,71,4,0,1098
SED70024,27,0,0,0,0,28,7,0,0,0,0,9,6,0,0,0,0,3,17,0,0,0,0,20,19,4,0,0,0,26,75,16,11,0,0,93,208,12,0,0,0,227,640,10,6,0,0,656,435,5,0,0,0,444,229,4,0,0,0,230,100,0,0,0,0,100,88,5,0,0,0,92,1842,56,24,0,0,1928
SED70025,33,0,13,0,0,41,15,0,8,0,0,19,11,0,3,0,0,12,18,0,7,0,0,24,20,0,16,0,0,38,68,3,32,0,0,108,117,4,31,0,0,151,273,3,28,0,0,308,199,0,8,0,0,209,196,0,3,0,0,202,124,0,3,0,0,129,43,0,5,0,0,53,1122,27,146,0,0,1287
SED79494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED80001,530,58,13,0,0,602,189,20,8,0,0,211,149,24,3,0,0,184,262,46,15,0,0,324,352,51,25,0,0,432,1054,225,167,0,0,1447,1643,416,173,0,0,2227,3377,411,143,0,0,3935,1963,116,39,0,0,2123,1289,65,34,0,0,1379,636,32,13,0,0,683,493,69,21,0,0,584,11938,1538,653,0,0,14129
SED80002,438,76,35,0,0,550,135,25,12,0,0,170,117,26,14,0,0,148,213,47,40,0,0,297,306,83,69,0,0,459,959,290,330,0,0,1580,1589,527,313,0,4,2438,3128,562,193,0,0,3886,1705,178,50,0,0,1934,1180,114,47,0,0,1343,687,59,26,0,0,771,423,85,32,0,0,544,10875,2066,1159,0,4,14104
