LGA_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
LGA40310,0,0,0,0,5,357,4,3,0,0,0,0,0,0,14,385,93,0,0,0,0,0,0,0,0,5,99,22,0,0,0,0,0,0,0,0,4,23,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,6,124,1977,234,145,15,23,22,17,21,8,71,2530,171,89,49,10,11,17,18,10,8,8,395,9,0,0,0,0,0,0,4,11,0,22,0,0,0,0,0,0,0,0,0,0,0,183,91,50,10,11,17,21,16,17,10,423,0,0,0,0,0,0,0,0,0,0,5,2164,324,198,27,37,42,40,28,22,81,2957
LGA40430,0,0,0,0,0,32,0,0,0,0,0,0,0,0,3,34,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,170,3,0,0,0,0,0,0,0,9,186,10,3,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,8,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,177,3,0,8,0,0,0,0,0,15,210
LGA40520,0,0,0,0,0,154,6,0,0,0,0,0,0,0,9,171,40,0,0,0,0,0,0,0,0,7,46,28,0,0,0,0,0,0,0,0,0,28,32,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,3,63,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,6,107,488,40,26,9,7,11,0,5,0,28,627,212,88,59,16,23,31,41,19,7,13,499,86,3,4,3,7,9,10,5,20,8,162,0,0,0,0,0,0,0,0,0,4,6,296,89,68,24,24,38,50,20,24,26,663,0,0,0,0,0,0,0,0,4,5,10,778,133,93,34,34,52,51,27,28,56,1297
LGA40700,0,0,0,0,0,1164,33,16,0,0,8,8,3,0,41,1270,227,0,0,0,0,0,0,0,0,31,262,162,0,0,0,0,0,0,0,0,21,187,90,0,0,0,0,0,0,0,0,7,97,0,0,0,0,0,0,0,0,0,5,5,252,0,3,0,0,0,0,0,0,31,295,4,0,0,0,0,0,0,0,0,0,3,483,0,0,0,0,0,0,0,0,65,558,3948,648,415,73,95,102,126,81,15,121,5629,2788,1751,1561,410,466,528,531,196,52,94,8386,290,188,238,65,38,80,134,67,16,37,1157,13,0,4,5,0,0,0,5,5,4,32,3091,1943,1806,476,513,612,666,259,71,139,9568,4,0,0,0,0,0,0,0,0,3,6,7038,2586,2218,554,605,713,796,347,86,262,15206
LGA40910,0,0,0,0,7,2023,27,24,7,4,4,18,3,0,67,2165,276,0,0,0,0,0,0,0,0,18,296,417,0,6,0,0,0,0,0,0,11,429,326,0,3,0,0,0,0,0,0,5,343,4,0,0,0,0,0,0,0,0,0,3,745,0,7,0,0,0,0,0,0,19,772,5,0,0,0,0,0,0,0,0,4,7,1023,0,6,0,0,0,0,0,0,39,1072,3727,593,366,102,103,131,82,48,10,110,5271,4454,2379,2275,613,689,812,876,301,46,174,12619,982,224,276,57,86,86,166,90,13,46,2025,11,0,5,0,0,0,4,0,0,3,27,5446,2603,2550,676,772,901,1046,389,59,226,14669,11,0,0,0,0,0,0,0,0,8,24,9191,3197,2920,779,866,1035,1131,440,70,344,19967
LGA41010,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,112,14,31,0,4,3,4,5,0,3,177,20,19,26,6,4,3,5,0,4,0,86,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,4,20,19,25,6,4,3,9,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,129,32,59,6,9,8,11,9,0,7,264
LGA41060,0,0,0,0,11,3428,29,17,7,3,4,11,4,0,134,3636,416,0,4,0,0,0,0,0,0,38,458,657,0,0,0,0,0,0,0,0,23,678,652,3,0,0,4,0,0,0,0,47,717,6,0,0,0,0,0,0,0,0,0,11,1318,3,0,0,4,0,0,0,0,73,1407,10,0,0,0,0,0,0,0,0,4,9,1741,6,4,0,4,0,0,0,0,114,1879,7868,1397,1112,203,198,235,302,168,47,284,11814,7722,2985,2866,892,908,1065,1103,499,76,324,18437,2624,312,341,100,83,110,192,105,35,156,4065,44,6,6,0,3,0,3,0,4,9,69,10393,3310,3213,1000,993,1175,1295,604,111,487,22572,27,6,3,0,0,0,5,6,0,23,71,18287,4708,4326,1209,1195,1405,1600,774,157,792,34455
LGA41140,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,104,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,3,44,594,52,27,4,9,3,6,3,3,19,718,46,24,50,8,18,15,9,6,0,3,191,0,0,3,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,54,29,50,10,18,15,14,15,0,0,206,3,0,0,0,0,0,0,0,0,0,4,645,82,74,17,26,22,19,15,3,25,926
LGA41190,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,55,0,0,0,0,0,0,0,0,7,70,4,8,0,0,0,4,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,4,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,63,12,4,0,0,4,0,8,0,7,90
LGA41330,0,0,0,0,0,85,0,0,0,0,0,0,0,0,7,93,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,10,125,13,13,3,0,0,3,0,6,9,171,98,22,25,12,14,17,6,0,0,8,216,17,0,0,0,0,0,0,3,0,0,23,4,0,0,0,0,0,0,0,0,0,4,123,22,25,12,14,17,6,5,0,8,240,0,0,0,0,0,0,0,0,0,0,4,240,33,44,14,21,19,16,8,6,20,412
LGA41560,0,0,0,0,0,266,0,0,0,0,0,0,0,0,18,286,77,0,0,0,0,0,0,0,0,0,77,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,84,1064,47,22,6,11,0,9,4,0,54,1210,87,25,47,4,5,12,15,7,5,0,197,12,3,5,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,100,34,50,4,6,12,15,7,5,3,226,0,0,0,0,0,0,0,0,0,0,4,1163,83,71,7,12,13,24,4,4,58,1439
LGA41750,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,9,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,8,34,6,9,0,0,0,0,0,0,6,53,3,5,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,32,9,6,5,0,0,0,0,0,6,65
LGA41830,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,71,8,4,3,0,0,0,0,0,5,88,8,3,3,0,3,3,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,3,6,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,80,12,6,7,3,3,0,0,0,10,124
LGA41960,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,8,0,0,9,0,3,0,0,0,73,0,0,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,56,9,13,0,5,0,0,0,0,0,90
LGA42030,0,0,0,0,3,647,0,6,0,0,0,0,0,0,22,681,247,0,0,0,0,0,0,0,0,25,274,30,0,0,0,0,0,0,0,0,4,29,10,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,10,39,0,0,0,0,0,0,0,0,0,4,4,280,0,0,0,0,0,0,0,0,36,323,2906,250,151,11,19,13,13,4,4,104,3468,251,149,139,30,22,24,25,10,3,22,673,62,9,10,6,0,9,3,0,0,3,104,0,0,0,0,0,0,0,0,0,0,0,314,152,146,31,26,31,32,16,3,25,778,5,0,0,0,0,0,0,0,0,9,17,3225,404,295,40,46,41,46,17,6,138,4263
LGA42110,0,0,0,0,0,62,0,0,0,0,0,0,0,0,7,66,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,315,9,8,0,0,3,0,0,0,14,349,24,9,10,6,0,3,6,0,0,0,53,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,9,10,6,0,4,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,342,16,17,6,4,10,6,0,0,16,408
LGA42250,0,0,0,0,0,52,0,0,0,0,0,0,0,0,3,62,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,345,48,14,3,6,6,9,0,3,26,466,31,17,20,12,0,11,3,8,4,0,104,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,17,21,12,0,12,4,8,3,0,110,0,0,0,0,0,0,0,0,0,74,80,382,65,42,11,6,15,9,8,9,105,651
LGA42600,0,0,0,0,0,848,18,10,0,0,0,12,0,0,28,921,292,6,0,0,0,0,5,0,0,18,323,72,0,0,0,0,0,0,0,0,3,76,27,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,10,109,5,0,0,0,0,0,0,0,0,0,5,394,8,0,0,0,0,0,0,0,27,439,3811,755,538,81,99,97,184,87,52,120,5819,877,426,453,169,164,263,248,108,22,42,2766,105,20,34,11,6,23,23,14,10,13,254,4,0,0,0,0,0,0,0,0,4,9,980,443,491,179,178,286,270,125,33,59,3030,7,0,0,0,0,0,0,0,0,3,10,4793,1199,1030,257,278,383,454,205,86,181,8862
LGA42750,0,0,0,0,0,72,0,0,0,0,0,0,0,0,7,83,12,0,0,0,0,0,0,0,0,6,17,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,6,25,432,50,49,4,3,11,6,0,0,32,582,42,20,26,7,5,10,8,3,0,3,119,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,43,20,26,7,5,5,8,9,0,3,129,0,0,0,0,0,0,0,0,0,5,5,476,72,74,14,7,15,16,11,0,35,711
LGA43080,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,47,0,3,0,0,0,0,0,0,0,53,6,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,50,0,6,0,0,0,0,0,0,0,65
LGA43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,7,4,0,0,0,0,0,0,0,26,0,0,9,0,0,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,24,7,6,0,0,5,4,0,0,0,45
LGA43360,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,108,12,8,0,0,0,0,0,0,8,136,5,7,4,0,0,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,3,5,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,111,20,8,0,4,5,5,4,0,8,169
LGA43650,0,0,0,0,0,171,5,0,0,0,0,0,0,0,8,183,45,0,0,0,0,0,0,0,0,0,49,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,3,59,0,0,0,0,0,0,0,0,7,64,1244,139,52,5,4,5,7,9,4,62,1532,89,53,38,5,9,4,7,5,0,7,226,3,6,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,98,57,38,6,9,4,13,5,0,7,239,4,0,0,0,0,0,0,0,0,4,9,1345,190,91,10,12,12,20,16,4,69,1776
LGA43710,0,0,0,0,0,34,0,0,0,0,0,0,0,0,5,38,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,230,36,17,6,3,0,0,4,3,14,309,20,4,18,5,0,5,3,0,0,3,50,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,4,24,5,0,0,9,0,0,3,61,0,0,0,0,0,0,0,0,0,16,12,246,33,39,6,3,7,9,0,3,29,379
LGA43790,0,0,0,0,0,130,0,0,0,0,0,0,0,0,4,134,29,0,0,0,0,0,0,0,0,3,28,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,3,38,477,24,27,3,4,4,6,9,0,30,584,91,50,40,14,25,18,41,13,0,0,305,32,5,5,12,6,4,14,3,0,3,85,5,0,0,0,0,0,0,0,0,0,6,127,58,41,26,30,26,58,16,4,7,393,0,0,0,0,0,0,0,0,0,0,0,601,84,70,33,31,32,64,24,4,39,978
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6
LGA44060,0,0,0,0,7,1763,45,29,11,4,0,18,5,0,70,1940,477,10,4,0,0,0,0,0,0,39,533,227,0,0,0,0,0,0,0,0,20,246,108,10,5,0,0,0,0,0,0,6,121,0,0,0,0,0,0,0,0,0,0,0,334,10,5,0,0,0,0,0,0,29,369,5,0,0,0,0,0,0,0,0,0,11,814,20,8,0,0,0,0,0,0,74,917,7489,1964,1269,202,170,274,257,134,31,258,12046,3531,3084,2709,873,860,827,1065,400,38,165,13557,645,284,278,103,77,88,224,92,20,49,1857,16,10,4,0,0,0,0,3,0,3,38,4189,3369,2989,978,940,918,1289,491,57,226,15448,15,0,3,0,4,0,0,5,0,13,44,11686,5342,4264,1182,1112,1186,1547,640,86,499,27540
LGA44210,0,0,0,0,0,161,0,0,0,0,0,0,0,0,9,174,34,0,0,0,0,0,0,0,0,6,42,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,6,46,750,25,12,7,0,0,7,0,0,44,844,60,23,14,5,7,3,0,0,3,4,132,0,0,4,0,0,5,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,60,25,15,5,7,3,8,0,3,4,138,0,0,0,0,0,0,0,0,0,29,32,819,48,32,10,14,5,11,0,3,75,1010
LGA44340,0,0,0,0,4,1442,34,12,3,0,0,4,3,0,29,1536,384,0,6,0,0,0,0,0,0,41,428,209,3,0,0,0,0,0,0,0,9,222,83,0,0,0,0,0,0,0,0,6,86,0,0,0,0,0,0,0,0,0,0,0,294,3,0,0,0,0,0,3,0,17,310,0,0,0,0,0,0,0,0,0,0,0,673,5,6,0,0,0,0,3,0,52,745,5832,1123,574,90,111,135,120,92,20,171,8267,2282,1161,1101,304,417,446,516,247,24,103,6605,271,97,102,34,32,41,114,46,11,22,763,9,0,5,0,0,0,3,0,0,3,18,2561,1261,1211,336,451,488,629,297,33,129,7387,5,0,5,0,0,0,0,0,0,7,18,8398,2380,1783,424,559,624,751,385,54,308,15670
LGA44550,0,0,0,3,3,515,16,4,0,0,3,0,0,0,32,569,162,0,0,0,0,0,0,0,0,12,177,21,0,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,15,205,3167,620,404,61,45,45,38,26,23,125,4564,425,312,260,73,42,57,50,31,10,17,1265,20,12,16,9,0,9,16,0,4,7,83,0,0,0,0,0,0,0,0,0,0,0,438,330,275,80,42,66,68,27,10,20,1350,6,0,0,0,0,0,0,0,0,4,10,3609,945,683,142,89,110,105,54,31,158,5926
LGA44620,0,0,0,0,0,319,3,0,0,0,0,0,4,0,17,347,84,0,0,0,0,0,0,0,0,5,93,42,0,0,0,0,0,0,0,0,3,44,16,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,3,64,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,10,153,1262,140,106,27,11,16,17,7,0,70,1652,301,228,262,54,73,73,71,15,11,15,1096,34,74,79,10,18,14,31,20,5,12,302,6,0,0,0,0,0,0,0,0,0,12,340,306,342,61,95,90,101,30,16,31,1407,3,0,0,0,0,0,0,0,0,4,10,1607,445,450,85,107,104,117,37,16,105,3075
LGA44830,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,38,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,169,5,6,0,0,0,4,0,0,9,196,8,8,5,0,0,0,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,6,0,0,0,5,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,180,19,19,0,5,0,5,0,0,10,237
