LGA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
LGA57700,129,142,266,1525,1860,3384,0,0,0,228,293,520,4,3,10,2059,2231,4294,17,22,43,49,32,79,44,55,105,42,46,91,19,39,60,8,4,14,73,81,158,209,229,435,466,480,947,12,16,28,32,58,94,158,216,370,732,793,1524,16,18,37,5695,6489,12184,227,247,469,204,189,392,0,3,7,0,0,0,259,245,501,38,77,115,297,325,618,8014,7791,15805,46,33,82,17,20,33,8073,7845,15922,1452,862,2313,16069,16102,32173
LGA57770,3,14,19,66,74,139,0,0,0,4,5,6,0,0,0,68,65,135,0,0,3,3,5,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,5,8,9,0,0,3,0,0,5,3,5,7,5,12,17,0,0,0,159,172,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,258,231,486,0,0,0,0,0,0,258,227,495,92,92,184,520,507,1031
LGA57840,576,775,1354,1840,2397,4236,0,0,0,213,291,506,26,22,48,4487,4946,9436,67,74,147,236,244,478,54,64,118,32,33,59,37,77,115,30,23,58,113,122,237,160,195,352,304,355,665,9,13,23,32,41,71,480,661,1138,518,665,1179,16,17,33,8650,10232,18889,435,412,846,584,486,1070,50,39,89,3,3,8,47,64,109,96,126,218,148,189,335,9195,8471,17669,101,67,164,29,44,77,9324,8586,17908,1473,1441,2915,21244,22163,43405
LGA57910,3790,4893,8682,7784,10367,18150,0,0,0,1347,1544,2890,11,4,14,24319,28191,52510,222,333,558,3242,3474,6716,392,542,936,152,189,334,173,259,428,232,232,466,564,703,1263,732,986,1725,877,1073,1946,82,119,194,123,167,289,1217,1881,3105,2936,3673,6608,74,91,165,44473,53831,98310,3221,2899,6122,4344,3994,8339,1342,1457,2800,3,10,15,910,814,1719,494,624,1119,1411,1443,2851,43080,40696,83770,392,302,694,187,260,449,43659,41258,84918,7631,6715,14348,109870,116500,226369
LGA57980,166,246,415,883,1106,1996,0,0,0,65,73,136,0,0,0,1234,1630,2860,59,58,118,96,144,242,15,21,36,0,0,0,25,38,61,0,0,0,29,40,76,20,38,58,77,119,188,8,0,5,3,0,5,132,225,356,138,220,354,8,4,11,2777,3726,6506,112,113,225,108,99,205,28,42,75,0,3,3,7,9,21,36,43,78,43,49,95,4284,4149,8440,51,46,96,16,22,30,4348,4221,8566,632,545,1176,8219,9044,17267
LGA58050,1577,2151,3729,6256,7692,13949,0,0,0,1268,1346,2619,4,5,8,14346,15549,29890,191,238,427,738,749,1491,259,342,607,178,224,402,127,142,265,132,115,251,510,579,1094,1058,1250,2313,715,769,1482,95,146,247,188,219,407,688,854,1547,2805,3231,6035,77,102,181,29647,33571,63219,2410,2298,4706,3098,2987,6084,79,88,168,7,9,13,1405,1302,2701,225,353,578,1641,1661,3297,31679,29132,60810,217,173,386,108,169,278,32003,29473,61474,5540,4762,10306,75992,76981,152974
LGA58190,0,0,0,34,34,74,0,0,0,3,0,3,0,0,0,32,19,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,4,10,12,28,7,10,14,0,0,0,90,84,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,57,146,0,0,0,0,0,0,86,57,145,36,29,64,217,172,386
LGA58260,0,6,6,46,48,94,0,0,0,3,3,4,0,0,0,53,41,88,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,10,13,22,5,0,4,0,0,0,122,114,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,110,233,0,0,0,0,0,0,127,110,238,52,51,101,296,274,575
LGA58330,17,25,41,311,350,663,0,0,0,35,30,72,0,0,3,269,275,548,6,9,15,3,3,6,21,20,44,4,0,5,11,8,20,0,0,0,6,9,16,0,4,4,38,20,54,5,6,11,8,12,23,36,48,85,56,72,134,0,3,3,824,877,1702,0,0,0,5,7,10,0,0,0,0,0,0,0,0,0,7,26,36,7,26,36,1150,1003,2152,8,0,10,6,11,17,1158,1013,2172,359,281,636,2370,2229,4601
LGA58400,0,0,0,24,25,44,0,0,0,0,0,0,0,0,0,24,19,43,0,0,0,5,0,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,0,7,0,0,0,61,58,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,63,143,0,0,0,0,0,0,77,63,143,21,20,39,151,137,298
LGA58470,0,0,0,8,6,17,0,0,0,0,0,0,0,0,0,10,12,18,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,3,3,8,0,0,0,28,28,60,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,51,37,85,0,0,0,0,0,0,51,37,85,15,9,21,95,79,170
LGA58510,566,743,1308,1130,1365,2495,0,0,0,189,194,386,0,3,7,3212,3596,6814,44,56,101,100,121,223,59,71,136,11,11,26,39,54,93,27,30,60,81,81,162,119,146,264,172,210,388,10,14,23,30,39,73,241,335,579,480,574,1055,11,15,29,5956,6939,12896,702,609,1309,668,619,1291,13,13,27,7,0,9,101,103,200,67,77,144,169,179,348,8540,7720,16265,106,83,182,20,33,48,8660,7839,16499,1666,1538,3204,18416,18477,36889
LGA58540,0,0,4,81,71,148,0,0,0,5,6,7,0,0,0,75,61,133,0,0,0,0,0,0,0,0,0,4,0,4,3,4,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,10,15,6,5,11,0,3,3,178,158,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,164,349,0,0,0,0,0,0,186,164,352,52,59,110,424,381,802
LGA58570,373,558,933,1010,1193,2200,0,0,0,113,134,244,0,0,0,3574,3947,7524,19,26,46,447,522,969,42,43,82,7,3,15,36,40,73,11,6,21,50,63,113,70,100,167,109,120,228,10,14,24,9,15,22,142,231,379,336,451,790,5,9,14,5988,6911,12899,256,224,482,224,183,410,122,140,257,0,0,3,17,14,33,69,94,162,91,109,196,9608,8974,18586,128,84,215,44,51,91,9782,9106,18891,1403,1070,2470,18240,18293,36537
LGA58610,6,11,14,127,139,267,0,0,0,24,29,48,0,0,0,110,100,212,0,0,0,0,4,4,3,0,3,0,0,0,5,11,13,0,0,0,0,5,5,0,0,5,6,17,23,4,6,6,5,3,5,53,55,111,15,13,26,0,0,0,354,381,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,10,4,10,411,351,765,0,0,0,0,0,5,419,353,772,107,120,225,888,869,1761
LGA58680,0,0,4,38,45,84,0,0,0,3,4,5,0,0,0,34,36,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,10,7,12,14,0,0,0,93,102,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,97,231,6,0,6,0,0,0,134,99,230,60,48,104,290,250,535
LGA58760,2235,2956,5187,9412,11706,21118,12,8,19,2116,2318,4435,10,10,16,17602,20165,37765,199,251,452,1593,1641,3235,453,577,1036,460,514,968,152,157,315,323,326,651,659,803,1461,1699,1969,3672,1154,1325,2484,77,123,199,185,240,429,890,1230,2122,4159,4836,8999,113,122,231,41274,48329,89606,2599,2514,5108,3122,3097,6220,77,93,168,0,3,5,594,537,1132,337,470,796,927,1006,1932,45302,42412,87724,291,219,515,110,180,284,45711,42810,88518,6866,5506,12368,102807,106304,209111
LGA58820,4,13,16,295,349,645,0,0,0,15,23,38,0,0,0,450,476,933,3,3,7,0,5,4,7,13,17,0,3,3,4,3,12,0,0,0,6,5,13,9,12,24,29,24,56,3,0,3,3,0,4,44,41,87,40,52,96,0,0,0,917,1026,1937,0,0,4,3,3,14,3,0,3,0,0,0,0,0,0,5,7,14,5,8,18,949,878,1827,3,0,11,3,10,6,962,884,1843,223,170,397,2114,2120,4234
LGA58890,0,0,0,67,69,131,0,0,0,3,3,8,0,0,0,45,59,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,10,7,13,19,19,36,7,7,10,0,0,0,151,160,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,135,327,0,0,3,0,0,0,201,134,332,61,69,128,414,362,773
LGA59030,0,0,0,25,21,46,0,0,0,0,0,0,0,0,0,24,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,5,4,9,13,3,7,8,0,0,0,63,61,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,100,0,0,0,0,0,0,48,50,100,16,13,25,123,125,248
LGA59100,0,0,0,51,57,111,0,0,0,3,6,8,0,0,0,29,51,83,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,6,7,11,0,0,0,0,0,0,18,16,32,3,5,5,0,0,0,119,144,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,143,318,0,0,0,0,0,0,178,143,318,64,50,114,366,329,690
LGA59170,0,0,0,88,102,187,0,0,0,6,12,22,0,0,0,62,69,130,0,4,4,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,0,0,15,16,27,18,26,44,0,0,0,204,224,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,210,458,0,0,0,3,0,5,250,214,456,67,60,128,521,500,1021
LGA59250,0,0,3,16,3,26,0,0,0,4,0,5,0,0,0,22,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,19,29,46,3,0,4,11,3,17,0,0,0,81,59,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,71,193,6,0,6,0,0,0,125,71,196,140,61,199,345,189,535
LGA59310,3,5,6,129,115,241,0,0,0,6,12,18,0,0,0,92,70,164,0,0,0,0,0,0,0,0,0,4,0,5,0,5,8,0,0,0,0,0,3,4,5,6,11,12,20,0,0,0,0,0,0,25,21,45,22,16,43,0,4,4,302,258,558,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,9,10,3,9,10,306,264,561,0,0,0,0,0,0,301,264,565,78,64,146,696,601,1297
LGA59320,0,0,0,29,28,62,0,0,0,20,19,43,0,0,0,21,31,48,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,10,6,14,11,18,24,0,0,0,103,109,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,73,181,0,0,0,0,0,0,107,73,181,28,27,52,238,210,448
LGA59330,0,0,0,54,62,112,0,0,0,0,4,4,0,0,0,32,20,51,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,7,3,5,0,4,10,0,4,5,0,0,0,0,0,0,9,7,12,8,5,17,0,0,0,119,105,231,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,85,180,0,0,0,0,0,0,93,85,182,22,29,50,244,227,470
LGA59340,18,41,62,208,221,430,0,0,0,36,46,81,0,0,0,653,794,1449,3,5,3,7,5,8,4,7,12,0,5,3,6,13,21,0,0,3,28,31,62,48,66,116,26,27,46,5,0,5,3,7,7,62,81,142,116,151,269,0,0,4,1206,1461,2664,20,12,32,10,12,22,0,5,5,50,51,107,0,0,5,7,5,19,55,66,124,1604,1464,3064,5,4,18,0,3,0,1617,1469,3088,768,716,1483,3699,3775,7477
LGA59350,0,0,0,13,3,13,0,0,0,0,0,0,0,0,0,34,20,53,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,25,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,34,95,0,0,0,0,0,0,62,38,95,123,36,152,242,101,340
LGA59360,3,7,10,79,64,147,0,0,0,6,4,10,0,0,0,159,116,270,0,0,0,5,5,3,0,0,0,0,5,5,0,0,3,0,3,4,4,0,4,0,0,0,0,5,5,0,0,0,4,0,3,22,26,45,3,5,6,6,0,9,283,240,523,3,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,4,3,4,11,267,139,401,0,0,0,0,0,0,268,138,405,167,58,228,731,439,1173
LGA59370,3,8,17,314,352,660,0,0,0,14,21,31,0,0,0,177,220,404,15,21,37,10,13,24,12,18,27,0,0,0,3,8,15,5,0,4,8,4,12,0,4,5,24,24,57,10,19,28,4,0,6,70,68,130,36,38,73,0,0,0,700,817,1513,3,6,8,3,7,6,0,0,0,0,0,4,0,0,0,3,7,18,6,8,16,802,705,1508,9,6,12,6,5,5,813,715,1521,209,164,371,1731,1731,3459
LGA59499,27,16,48,212,179,396,0,0,0,25,26,50,0,0,0,306,315,617,0,5,4,3,4,8,3,7,10,8,9,9,8,10,20,0,0,0,17,10,25,21,21,45,30,28,62,6,5,10,6,9,10,37,49,92,88,89,178,3,0,7,772,780,1550,17,8,23,33,27,57,10,7,14,0,4,5,0,5,6,16,18,30,17,24,40,1412,1177,2591,21,11,30,9,9,23,1452,1197,2652,2311,1361,3674,4639,3416,8055
LGA59799,5,3,11,16,3,20,0,0,0,8,0,8,0,0,0,70,11,77,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,112,14,124,4,0,4,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,21,144,0,0,0,0,0,0,123,21,144,196,23,227,455,58,514
LGA60210,33,36,70,600,645,1248,0,0,0,23,20,45,0,0,0,339,364,699,0,3,5,3,4,11,47,50,100,8,14,15,8,10,20,0,0,0,14,13,21,18,21,33,58,46,100,6,8,13,5,10,10,90,113,203,45,56,104,5,4,9,1261,1371,2630,22,19,39,0,0,8,3,0,3,0,0,0,0,0,0,12,24,37,15,23,41,1762,1564,3324,8,5,11,6,16,17,1775,1586,3354,352,283,634,3453,3312,6770
LGA60410,30,44,74,1526,1851,3373,0,0,0,41,50,93,24,19,43,1369,1536,2903,11,5,19,41,29,59,22,34,50,18,23,44,15,19,32,0,0,0,27,28,49,33,42,73,61,60,122,16,23,35,19,17,40,96,177,276,124,124,246,3,3,4,3432,4036,7464,26,13,40,62,46,113,0,4,4,0,0,0,27,20,46,17,42,58,39,58,103,4921,4848,9772,16,12,30,3,12,18,4939,4871,9816,671,702,1377,9208,9787,18995
LGA60610,54,83,134,991,1239,2232,0,0,0,149,200,348,78,86,165,1009,1270,2277,0,0,0,11,16,28,32,44,72,21,35,60,23,34,61,3,4,3,58,63,117,109,135,242,63,80,146,19,36,53,29,36,68,292,436,731,292,304,599,0,0,8,3182,4028,7212,98,95,189,68,58,126,0,3,3,0,0,0,33,14,48,25,46,73,64,58,123,5395,5239,10641,31,19,43,11,18,27,5441,5270,10710,701,715,1418,9606,10313,19918
LGA60810,30,65,99,1307,1615,2925,0,0,0,239,263,504,12,22,35,1130,1459,2587,21,31,55,12,13,26,46,61,105,7,16,22,12,23,38,0,0,0,33,44,76,181,212,398,240,254,489,27,46,72,60,69,129,476,631,1109,330,377,711,0,9,9,4134,5158,9286,43,35,80,16,15,34,0,0,3,0,0,6,8,6,21,24,29,52,37,37,77,5824,5615,11432,27,25,51,11,18,32,5861,5650,11512,867,805,1677,10990,11770,22760
LGA61010,9,3,13,326,270,590,0,0,0,6,3,11,0,0,0,212,183,396,0,0,0,0,0,5,4,3,13,0,5,4,0,6,4,0,0,0,0,6,5,3,4,9,8,15,23,0,3,3,5,4,0,38,36,74,25,23,47,0,0,0,632,554,1183,9,7,12,0,4,0,0,0,0,0,0,0,5,3,4,0,8,9,8,7,13,556,450,1003,10,3,10,3,0,7,565,456,1018,155,117,268,1371,1146,2520
LGA61210,9,21,32,524,576,1097,0,0,0,57,48,109,45,59,100,460,479,933,0,0,0,3,0,3,0,0,3,4,0,8,8,12,16,0,0,0,37,44,82,92,92,182,53,74,129,4,0,7,8,13,16,94,119,217,201,214,419,0,10,7,1586,1735,3316,19,8,32,105,37,142,0,4,4,0,4,3,6,0,9,6,12,22,15,21,33,1951,1702,3650,13,5,13,5,7,9,1962,1708,3678,475,410,884,4176,3942,8117
LGA61410,243,323,570,4202,5619,9819,0,0,0,187,234,421,20,20,31,4324,5291,9617,32,45,80,173,211,385,31,63,91,62,60,121,54,76,131,9,6,16,63,80,144,255,282,538,287,360,647,32,38,70,53,66,120,507,796,1299,500,579,1084,26,34,61,10822,13857,24674,597,450,1047,241,180,422,14,20,38,0,0,0,203,128,330,69,95,160,267,223,494,15412,14687,30099,85,62,151,22,56,79,15523,14806,30329,2274,1688,3961,29983,31548,61531
LGA61510,20,36,50,1027,1157,2187,0,0,0,8,17,21,0,0,0,783,873,1654,0,0,0,8,15,23,46,60,109,4,3,11,7,5,10,0,0,0,12,7,21,11,14,24,33,28,62,24,28,49,10,11,24,86,121,211,70,77,139,0,9,3,2143,2420,4561,6,10,13,15,9,23,5,5,10,0,0,5,3,3,11,11,16,25,19,22,40,2806,2498,5301,17,12,35,4,13,19,2828,2523,5350,467,423,890,5500,5446,10942
LGA61610,94,136,227,1415,1821,3238,0,0,0,271,277,547,84,83,168,1299,1726,3021,45,63,113,24,30,56,82,95,175,42,46,89,14,14,28,0,0,0,65,71,137,123,165,284,169,223,396,32,36,68,24,24,55,375,546,921,365,450,813,5,10,13,4437,5699,10130,166,120,285,75,25,99,8,9,21,0,0,0,47,38,86,34,61,91,82,95,177,6798,6567,13358,49,35,77,16,25,43,6857,6623,13485,878,855,1735,12591,13563,26150
LGA61810,11,17,29,618,723,1345,0,0,0,20,18,41,49,42,95,223,294,519,0,3,3,3,0,10,18,24,40,6,4,12,0,8,12,0,0,0,13,12,24,14,24,40,113,118,232,16,14,31,9,4,18,86,129,219,85,97,182,7,3,13,1293,1538,2824,13,8,17,21,3,31,0,0,0,0,0,0,6,0,6,12,19,29,10,15,31,1672,1533,3200,11,6,14,6,9,10,1690,1539,3230,344,331,674,3381,3450,6829
LGA62010,0,7,7,106,91,199,0,0,0,0,0,0,0,0,0,30,45,79,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,4,7,0,4,4,0,0,0,11,11,25,3,5,7,0,0,0,163,166,336,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,5,4,269,227,498,0,0,0,3,3,8,279,233,508,31,33,61,474,446,922
LGA62210,11,17,29,580,625,1208,0,0,0,27,39,66,0,0,0,413,490,901,4,0,6,9,7,7,16,19,35,14,9,23,11,6,17,0,6,3,4,14,16,13,18,32,75,59,132,14,12,23,12,8,16,74,101,181,46,48,97,7,7,8,1329,1468,2794,16,11,28,5,6,12,0,0,0,0,0,0,8,0,8,6,19,25,11,19,26,1864,1688,3552,0,4,9,3,8,12,1874,1701,3571,306,256,564,3552,3481,7033
LGA62410,18,27,42,571,575,1149,0,0,0,13,14,30,0,0,0,232,290,514,0,0,5,0,3,6,8,13,27,0,0,0,3,0,6,0,0,0,4,4,8,5,4,8,56,47,107,3,3,6,3,0,4,68,97,165,44,41,83,3,0,3,1011,1111,2119,71,41,114,4,4,11,0,0,0,0,0,0,3,7,11,9,8,11,11,15,26,1212,1023,2225,4,3,13,4,3,6,1215,1031,2241,246,212,457,2578,2436,5012
LGA62610,376,450,822,2985,3864,6845,0,0,0,209,261,472,76,73,151,3689,4338,8027,14,24,41,214,216,434,59,63,122,47,52,101,36,58,98,51,52,99,65,75,140,146,178,325,170,191,362,46,63,112,48,67,113,290,509,800,376,451,829,25,22,43,8558,10566,19125,1721,1407,3125,720,525,1246,4,6,11,0,3,4,431,319,748,96,118,215,534,442,969,11246,10519,21765,93,62,158,19,43,59,11362,10628,21987,1588,1533,3113,24855,25552,50411
LGA62810,502,665,1173,2496,3167,5663,0,0,0,134,146,278,16,9,22,2893,3635,6529,21,25,39,350,348,702,27,42,77,30,43,75,45,52,92,40,43,87,73,76,148,105,150,253,262,377,643,15,24,39,14,24,40,326,506,834,419,519,942,59,78,139,7311,9282,16595,996,805,1796,578,415,993,53,51,106,0,0,0,166,155,323,107,126,238,278,279,563,15163,14914,30073,169,129,297,40,72,105,15370,15110,30479,1701,1668,3366,26798,28277,55077
LGA63010,42,72,114,1136,1275,2407,0,0,0,29,36,64,0,0,0,1075,1156,2229,10,18,25,31,30,60,38,44,86,97,99,197,12,15,33,0,0,0,28,26,51,21,31,55,108,110,222,17,22,38,13,8,22,154,184,341,218,236,454,9,16,22,3004,3305,6303,29,23,57,14,12,22,6,4,12,0,0,0,5,0,10,42,72,109,44,73,114,5089,4810,9899,36,33,65,22,31,54,5150,4869,10018,821,806,1621,9099,9160,18259
LGA63210,20,19,38,344,413,756,0,0,0,87,100,189,13,14,28,247,284,534,12,10,24,10,6,13,43,44,92,8,7,10,0,7,12,0,0,0,29,24,54,42,33,75,34,30,69,10,8,10,10,14,24,90,97,193,123,116,244,4,4,8,1111,1219,2330,34,18,54,3,5,9,0,8,4,0,0,0,4,8,7,8,10,17,11,14,23,1837,1589,3429,6,10,21,8,9,17,1848,1610,3466,367,320,681,3387,3216,6603
LGA63410,8,10,17,98,103,201,0,0,0,3,0,3,0,0,0,87,101,185,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,14,9,20,0,0,0,8,8,16,64,48,109,7,11,24,0,0,0,285,288,573,5,3,6,4,0,9,0,0,0,0,0,0,0,0,5,0,3,4,3,3,4,436,367,794,3,4,4,3,6,8,437,370,815,94,96,185,847,774,1617
LGA63610,176,258,439,2302,2916,5218,0,0,0,138,125,259,10,0,9,2093,2642,4734,15,19,28,88,88,169,81,114,199,37,36,72,52,61,106,4,7,11,63,105,166,308,344,650,450,501,944,12,21,34,33,38,70,322,491,812,741,844,1584,23,41,65,6766,8379,15146,239,198,439,139,124,261,21,19,42,0,3,6,36,19,54,55,92,149,90,115,209,10800,10428,21230,93,77,169,43,69,109,10933,10571,21511,1041,1005,2051,19411,20669,40082
LGA63810,24,43,66,762,1023,1781,0,0,0,123,153,276,5,8,20,678,824,1499,23,23,40,8,10,16,11,18,29,47,38,90,8,13,23,0,0,0,41,45,87,44,42,85,91,107,205,7,15,21,12,26,40,215,291,510,154,202,360,0,0,3,2226,2848,5078,29,25,56,20,18,35,5,5,6,0,0,0,3,0,3,5,12,22,5,12,23,3232,3000,6229,11,14,22,13,16,24,3248,3028,6281,482,395,877,6048,6376,12420
LGA64010,449,511,957,4134,5495,9632,0,0,0,507,539,1045,72,88,162,3744,4326,8067,61,60,122,89,90,179,152,193,342,68,85,157,47,61,116,29,23,51,199,234,437,283,330,615,586,658,1245,64,107,172,43,52,94,731,1127,1862,849,1025,1880,31,40,72,11707,14548,26246,932,782,1719,605,449,1055,28,35,65,0,0,3,201,139,340,209,244,448,408,387,794,17337,16779,34124,141,106,245,46,68,111,17526,16951,34480,2521,2212,4738,34181,35868,70055
LGA64210,38,69,106,1582,1903,3486,0,0,0,188,216,406,66,80,144,1360,1594,2953,23,26,46,16,19,32,59,61,119,70,61,134,13,22,32,0,0,3,56,61,112,32,39,76,199,242,435,15,17,38,32,30,62,339,463,806,286,315,599,37,44,78,4364,5210,9577,49,40,86,38,26,63,4,4,7,0,0,0,5,9,21,25,38,65,29,53,85,4890,4447,9339,36,27,62,10,19,29,4938,4487,9431,664,691,1349,10125,10578,20709
LGA64610,19,27,41,1370,1612,2980,0,0,0,137,155,290,0,0,3,722,774,1497,12,9,26,5,11,18,13,14,27,3,9,15,14,9,22,0,0,0,26,31,53,31,33,63,129,113,233,12,10,21,8,14,30,203,256,458,165,191,353,6,9,14,2856,3248,6102,19,9,28,15,5,21,0,0,3,0,0,0,7,8,8,11,29,43,15,32,49,3304,3118,6426,13,11,27,8,10,11,3323,3138,6466,549,477,1027,6804,6940,13745
LGA64810,30,56,86,1331,1577,2907,0,0,0,43,63,108,0,0,0,1012,1179,2194,14,26,34,19,25,43,23,34,57,19,16,37,24,21,47,0,0,0,16,28,38,44,46,92,61,81,143,9,18,26,13,12,24,115,169,285,174,183,364,9,7,18,2923,3482,6404,44,38,80,37,32,71,0,5,6,0,0,0,17,17,30,21,43,61,36,57,97,4448,4152,8601,28,19,47,11,26,33,4483,4190,8674,682,634,1320,8237,8494,16734
