LGA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
LGA42250,62,54,118,268,247,519,59,69,130,34,46,81,370,364,732,153,153,305,75,58,136,47,38,81,278,250,529,8,6,12,5,12,20,54,19,75,24,44,63,0,0,0,87,81,163,3,32,38,9,15,26,0,5,7,7,31,40,0,0,0,25,85,108,108,170,270,13,4,13,10,22,28,0,0,0,18,25,42,957,327,1293,1790,1189,2981
LGA42600,245,245,486,810,680,1488,270,292,561,246,229,477,1325,1200,2524,477,441,920,344,315,659,244,250,491,1062,1007,2071,39,27,69,53,65,118,91,46,143,138,179,318,4,0,4,333,314,651,400,545,943,159,225,380,55,83,138,180,327,504,5,0,5,797,1172,1967,1132,1492,2624,34,46,80,62,115,182,0,0,3,103,164,265,628,653,1277,4484,4755,9246
LGA42750,33,23,63,196,184,378,0,0,0,0,0,0,196,184,378,118,71,192,0,3,3,0,0,3,116,75,193,0,3,5,0,0,4,9,4,15,19,26,44,0,0,0,26,37,63,5,3,7,0,9,6,0,0,0,8,21,31,0,0,0,13,28,43,42,71,108,0,4,3,0,13,19,0,0,0,3,14,17,233,198,432,620,569,1191
LGA43080,0,4,8,31,33,65,0,0,0,3,0,3,34,35,71,27,20,45,0,0,0,3,9,8,32,26,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0,5,9,13,5,15,18,0,0,0,0,0,0,0,0,0,3,0,4,49,38,85,127,118,241
LGA43220,15,8,19,56,58,118,0,0,0,0,0,0,59,58,120,29,28,59,0,0,0,0,0,0,29,28,59,0,0,3,0,0,0,0,0,0,0,4,11,0,0,0,6,13,13,0,5,5,0,5,5,0,0,0,0,7,7,0,0,0,0,9,13,7,19,21,0,0,5,0,3,3,0,0,0,0,8,10,38,34,78,146,156,299
LGA43360,11,7,21,78,76,155,0,0,0,0,0,0,79,75,162,54,40,94,0,0,0,0,3,4,56,40,97,0,0,0,0,0,0,4,8,10,4,12,14,0,0,0,11,18,29,0,10,10,0,4,4,0,3,5,0,4,8,0,0,0,3,22,21,7,36,48,0,3,4,0,0,5,0,0,0,0,4,5,75,65,137,234,233,475
LGA43650,117,118,241,659,572,1228,59,63,120,167,161,323,886,792,1675,327,294,621,170,143,310,131,121,252,624,558,1181,12,18,34,3,18,22,85,38,120,36,99,138,0,0,0,139,176,318,103,236,339,25,70,92,13,21,32,33,83,119,0,0,0,178,415,587,317,586,910,8,8,18,16,30,48,0,0,0,21,48,67,373,337,714,2343,2439,4777
LGA43710,39,45,84,226,197,423,48,45,101,31,21,51,312,260,573,139,116,255,31,38,71,22,27,47,196,185,376,0,4,4,4,8,8,12,7,20,15,30,39,0,0,5,34,37,73,4,11,17,3,8,11,0,6,6,5,33,37,0,0,0,8,63,74,44,107,147,3,0,3,3,12,19,0,0,0,9,16,26,385,181,566,984,787,1777
LGA43790,67,70,134,365,322,688,41,49,96,114,119,234,519,499,1015,284,300,585,0,0,0,11,15,25,302,312,610,3,3,9,9,17,25,38,18,59,31,52,85,0,0,0,88,90,183,11,32,41,0,26,27,3,5,15,18,61,75,0,0,0,36,120,161,125,212,341,10,10,20,15,32,44,0,0,0,23,39,65,411,373,786,1448,1505,2954
LGA44000,0,0,0,3,5,5,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,5,10,15
LGA44060,857,792,1647,2521,2396,4916,853,787,1642,454,466,920,3835,3657,7490,1394,1414,2810,642,571,1218,453,495,949,2494,2483,4978,168,143,315,176,257,430,262,145,409,473,620,1095,6,9,10,1082,1171,2254,1151,1584,2734,650,910,1563,152,218,373,475,814,1286,3,11,12,2439,3530,5969,3531,4706,8237,144,132,277,237,308,537,0,7,9,378,445,822,1482,1374,2850,12573,13458,26034
LGA44210,43,43,88,251,229,481,9,11,18,37,36,70,294,272,568,164,137,300,7,10,12,37,47,88,206,196,398,5,4,8,6,21,28,20,4,30,25,45,65,6,3,8,55,81,137,13,15,30,4,11,13,5,6,10,3,27,34,0,0,0,24,58,85,78,140,220,3,8,11,3,13,19,0,0,0,7,19,27,631,363,996,1264,1029,2291
LGA44340,687,575,1261,2168,2016,4179,397,371,766,571,534,1110,3139,2924,6060,944,941,1885,530,528,1056,859,831,1688,2335,2301,4641,71,63,135,99,97,197,148,75,223,240,319,561,3,0,3,568,553,1123,1175,1523,2699,465,574,1035,130,169,297,407,654,1067,9,8,9,2184,2926,5111,2749,3488,6236,76,66,143,144,205,349,0,0,0,225,270,494,790,799,1593,9916,10361,20279
LGA44550,361,317,680,1293,1168,2462,215,210,419,441,379,819,1951,1759,3709,671,635,1305,153,177,332,427,427,856,1253,1244,2493,54,54,107,33,65,97,128,77,209,176,240,414,0,0,3,395,433,833,251,434,683,91,196,281,49,63,110,134,335,476,0,9,9,529,1035,1557,922,1473,2391,31,32,58,70,135,203,0,3,3,95,167,270,840,810,1655,5422,5765,11193
LGA44620,220,235,456,913,852,1766,227,195,422,114,103,222,1254,1161,2415,498,549,1050,194,173,372,109,99,212,807,823,1638,12,32,47,19,78,98,77,66,145,130,203,327,0,0,0,241,380,620,28,93,121,26,96,114,7,33,37,63,169,231,0,3,3,117,390,506,363,767,1128,20,29,48,44,84,130,0,0,0,70,116,179,739,794,1536,3460,3895,7350
LGA44830,14,17,27,80,78,157,6,7,12,5,5,10,85,93,176,62,57,113,11,10,14,7,5,6,76,63,141,0,0,5,0,6,3,7,0,7,5,16,19,0,0,0,14,27,39,3,6,8,3,3,8,0,0,0,3,3,10,0,0,0,10,16,22,24,42,62,0,0,0,4,3,9,0,0,0,4,3,9,129,124,257,329,345,671
LGA45040,153,151,305,504,537,1040,221,212,434,155,169,320,883,911,1797,414,405,822,22,21,45,137,133,273,580,561,1139,19,22,42,14,48,64,45,50,97,72,131,203,0,0,0,158,244,406,50,87,130,25,39,64,13,15,29,30,79,108,0,0,0,110,221,334,272,467,738,19,25,46,41,60,98,0,0,0,58,82,136,1165,676,1840,3108,2852,5961
LGA45090,68,59,125,357,345,705,9,16,22,53,40,92,423,400,819,186,171,357,21,21,41,32,29,65,242,224,462,3,0,3,8,4,10,22,19,46,21,49,73,0,0,0,61,72,129,0,25,30,3,22,25,6,10,6,7,36,46,0,0,0,16,95,110,82,161,245,8,6,15,11,22,36,0,0,0,21,34,50,316,278,601,1146,1149,2295
LGA45120,42,32,64,131,107,240,64,82,147,3,6,14,203,200,403,93,86,178,29,26,50,3,3,5,123,117,238,4,7,11,0,5,5,17,9,28,5,23,24,0,0,0,26,40,67,5,5,15,0,7,11,0,3,5,5,22,28,0,0,0,16,44,57,45,85,124,0,0,3,0,11,11,0,0,0,0,12,11,143,121,268,557,559,1110
LGA45290,258,274,536,890,923,1812,224,216,446,225,194,418,1348,1334,2683,436,382,813,245,279,527,518,308,821,1193,969,2162,55,52,106,98,110,215,65,30,93,148,222,371,0,0,0,377,413,787,683,766,1450,365,398,762,89,81,168,238,359,596,0,4,4,1374,1607,2980,1749,2018,3772,48,53,103,89,115,203,5,3,6,141,174,309,655,629,1281,5350,5394,10746
LGA45340,1443,1357,2800,5688,5219,10907,1066,1035,2095,1272,1223,2488,8028,7483,15514,3314,3147,6459,912,809,1722,1165,1198,2369,5402,5163,10566,221,219,442,160,362,523,521,366,884,722,1096,1819,10,8,20,1643,2047,3689,1065,1606,2670,465,761,1226,185,331,517,519,1284,1796,3,6,10,2243,3987,6230,3886,6038,9928,148,176,323,375,592,966,8,4,12,529,774,1304,3619,3499,7116,22912,24313,47225
LGA45400,6,7,11,33,30,61,0,0,0,0,0,0,35,32,60,26,23,48,0,0,0,0,0,0,26,23,48,0,0,0,0,0,0,4,4,7,4,4,8,0,0,0,3,9,12,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,10,16,3,0,4,3,3,0,0,0,0,5,3,7,36,32,71,109,111,216
LGA45540,5,6,14,24,26,54,23,24,50,0,0,0,54,56,106,24,27,50,0,0,0,0,0,3,26,31,56,0,0,5,0,0,0,3,0,7,0,14,15,0,0,0,4,15,22,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,7,9,9,20,30,0,5,5,0,0,0,0,0,0,0,5,8,108,114,218,200,231,430
LGA45680,990,921,1916,3722,3466,7187,909,896,1809,974,1009,1979,5614,5377,10992,1904,1842,3749,608,539,1150,721,674,1400,3242,3062,6310,139,154,294,177,311,489,254,238,485,414,737,1147,0,7,5,987,1448,2432,487,814,1298,226,363,587,92,148,240,248,482,730,5,3,9,1056,1809,2863,2047,3259,5304,131,163,295,218,351,573,7,9,9,360,527,880,3062,2994,6058,15313,16141,31455
LGA45890,1222,1011,2230,3035,2852,5886,1605,1520,3124,634,646,1281,5275,5028,10309,1791,1649,3442,1049,1163,2213,575,598,1170,3423,3410,6835,361,224,585,409,604,1019,273,200,476,658,974,1638,5,8,16,1716,2015,3725,1615,1892,3504,846,1043,1892,204,229,436,591,964,1556,8,10,19,3268,4136,7406,4993,6163,11157,318,325,642,359,503,861,10,8,20,689,836,1521,3498,2806,6306,19101,19252,38352
LGA46090,115,112,221,463,453,916,119,121,246,21,40,59,599,618,1220,261,239,501,100,96,192,12,9,23,370,350,714,7,12,23,5,26,38,41,17,55,33,73,109,0,0,0,96,132,227,17,37,47,16,33,49,8,9,15,29,69,96,0,0,0,64,150,216,157,278,435,7,17,29,17,31,48,4,0,5,24,53,74,1147,529,1679,2419,1937,4352
LGA46300,114,99,213,398,337,731,169,163,333,90,79,170,659,577,1240,230,212,439,110,149,252,50,66,119,389,424,814,15,12,26,11,23,26,41,33,74,49,86,132,0,0,3,111,152,262,12,33,51,16,26,43,7,19,24,19,77,102,0,0,0,58,153,210,164,311,476,8,6,12,18,47,62,0,4,3,21,59,79,518,457,969,1869,1919,3793
LGA46450,99,97,199,444,458,899,210,167,375,52,59,107,703,687,1392,332,297,629,191,223,421,34,51,83,555,576,1133,6,20,28,10,25,36,49,39,95,47,79,129,0,4,4,119,168,284,23,61,80,12,25,44,5,23,29,28,58,82,0,0,0,66,171,238,184,339,525,13,8,29,18,24,45,0,0,0,36,40,73,536,524,1063,2124,2265,4385
LGA46510,195,191,384,686,617,1300,257,219,477,128,109,241,1070,949,2016,286,237,523,236,227,466,155,153,313,677,625,1299,60,32,94,66,75,142,55,18,71,98,120,219,0,0,0,285,248,527,382,462,844,186,206,387,43,47,84,159,207,367,0,5,5,767,919,1690,1047,1166,2214,41,50,92,86,79,164,3,5,7,129,130,260,312,311,629,3428,3373,6804
LGA46670,60,55,115,251,268,528,141,127,267,16,8,22,405,408,814,247,234,484,4,0,4,6,0,8,260,236,499,4,3,6,13,19,29,33,19,51,28,46,74,6,0,6,76,90,166,10,33,43,14,26,37,6,5,5,13,33,48,0,0,0,34,100,136,107,190,304,4,5,15,12,22,32,0,0,3,16,31,45,326,312,646,1184,1237,2418
LGA46860,6,14,15,55,46,105,0,0,0,0,0,0,55,48,102,31,38,70,0,0,0,0,3,3,36,40,74,0,0,0,0,0,0,10,9,9,4,6,14,0,0,0,11,10,24,0,6,8,0,0,0,3,3,3,4,7,7,0,0,0,4,18,27,16,28,46,0,0,0,0,4,0,0,0,0,3,4,6,39,45,87,156,177,335
LGA46970,37,29,70,152,134,292,86,98,180,0,0,0,238,231,470,105,79,191,6,10,10,0,8,10,115,96,210,9,0,9,7,3,7,5,8,12,26,28,51,0,0,0,43,33,81,0,3,7,4,12,12,0,3,3,16,33,49,0,0,0,26,48,72,67,79,147,0,4,4,4,12,19,0,0,0,4,13,22,273,185,454,729,643,1365
LGA47140,1291,1195,2492,4801,4468,9264,1130,1076,2204,1108,1134,2238,7043,6686,13728,2694,2462,5155,948,1064,2011,968,973,1939,4614,4501,9122,317,265,583,385,585,973,318,270,585,629,1066,1694,8,15,27,1654,2203,3858,1470,1772,3246,662,820,1485,198,237,437,478,716,1189,5,7,13,2814,3548,6364,4484,5765,10246,320,322,641,382,578,964,12,13,22,713,913,1624,3316,3191,6508,21460,22255,43719
LGA47290,12,13,23,68,90,154,0,0,0,5,0,8,67,92,160,40,51,87,0,0,0,4,7,8,48,52,100,0,0,0,0,0,0,3,4,4,8,14,16,0,0,0,9,16,21,5,0,6,0,3,5,0,0,0,4,3,6,0,0,0,11,8,15,18,24,42,3,0,3,3,7,11,0,0,0,8,7,13,91,78,170,245,272,514
LGA47490,21,17,36,95,102,197,0,0,0,3,0,3,94,102,196,45,49,94,0,0,3,0,0,0,47,46,96,0,0,0,0,0,0,0,3,4,3,9,15,0,0,0,9,16,23,0,4,3,3,3,7,0,0,0,0,13,12,0,0,0,6,18,27,14,34,47,0,0,0,0,8,10,0,0,0,0,8,10,95,87,183,273,290,563
LGA47630,47,46,95,323,314,636,0,0,0,5,3,3,323,313,640,181,152,325,3,0,7,15,6,26,192,159,355,10,3,16,6,4,10,19,12,32,24,39,64,0,0,0,58,60,121,8,14,24,0,15,18,7,11,18,5,26,29,0,0,0,21,63,85,77,124,200,0,6,5,9,17,25,0,0,3,12,22,36,306,251,561,969,923,1889
LGA47700,771,740,1504,3111,2868,5981,714,699,1417,812,769,1579,4638,4343,8984,1759,1616,3378,676,691,1362,687,714,1396,3127,3016,6137,175,120,295,155,197,354,301,188,489,423,632,1056,0,0,5,1055,1142,2193,999,1241,2244,337,480,816,142,178,327,393,713,1106,5,0,10,1883,2617,4504,2936,3762,6701,129,106,231,250,374,624,3,0,5,387,478,863,1393,1313,2710,13251,13650,26900
LGA47800,35,26,64,202,179,377,7,0,4,24,19,38,227,192,416,101,89,188,3,3,9,34,20,56,137,121,252,0,3,9,0,5,6,10,3,15,9,23,33,0,4,7,23,46,68,9,15,33,6,9,14,0,3,5,6,14,19,0,0,0,21,41,64,47,86,132,3,4,11,5,4,14,0,0,0,9,15,23,311,244,558,759,693,1448
LGA47910,15,24,38,105,91,196,0,0,0,4,9,15,109,108,216,59,55,110,0,12,17,11,5,13,66,70,139,0,3,3,0,6,5,4,0,7,6,8,15,0,0,0,15,18,26,0,3,9,4,0,7,0,0,0,3,16,16,0,0,0,3,21,28,17,37,52,0,0,4,0,3,5,0,0,0,5,0,7,84,81,174,297,328,628
LGA47980,351,322,669,1070,913,1986,185,195,374,384,354,740,1634,1469,3105,438,406,843,212,255,464,506,600,1106,1155,1260,2415,53,23,78,65,124,197,60,29,88,150,172,327,4,0,3,337,353,692,639,843,1484,330,338,671,82,93,170,241,374,614,0,3,7,1295,1653,2949,1633,2008,3638,33,46,81,82,101,181,0,0,0,119,152,263,446,523,965,5337,5724,11060
LGA48050,83,80,168,364,314,678,11,14,24,175,187,365,550,520,1067,196,181,373,7,11,19,140,159,299,342,355,690,15,12,21,11,23,30,19,18,39,47,80,126,0,0,0,91,131,223,34,51,84,20,40,58,14,13,25,19,74,93,0,0,0,85,173,263,179,309,487,13,13,27,15,41,63,0,0,0,34,53,92,321,361,687,1516,1673,3187
LGA48130,45,55,104,281,240,522,15,19,35,57,52,111,355,317,671,158,150,302,9,12,14,41,60,96,200,215,418,5,7,12,11,4,14,14,17,30,18,32,45,0,0,0,42,53,96,13,25,41,12,9,24,0,8,10,4,26,28,0,0,0,29,72,100,74,130,199,3,0,3,5,11,18,0,0,0,7,11,23,208,182,382,895,906,1795
LGA48260,59,66,128,158,136,300,37,46,82,93,117,211,290,304,594,57,72,128,33,56,88,125,205,331,215,329,542,9,9,13,13,8,25,14,6,21,30,36,60,0,0,0,63,61,117,149,192,336,54,60,112,22,9,35,55,70,119,0,0,0,275,335,608,336,393,726,9,6,14,20,24,40,0,0,0,22,27,56,151,133,283,1074,1250,2325
LGA48340,82,77,156,374,326,695,125,159,286,14,15,26,511,498,1007,250,223,470,52,57,114,39,34,67,335,316,652,11,10,25,3,14,19,43,24,68,18,57,80,0,0,0,75,112,181,12,32,40,10,33,37,3,14,13,16,34,53,0,0,0,31,108,143,107,215,325,10,9,17,10,16,33,4,0,5,26,30,54,449,411,860,1507,1542,3056
LGA48410,484,436,924,1386,1297,2686,565,570,1131,262,258,519,2212,2119,4336,782,739,1515,472,484,952,292,344,639,1539,1573,3112,176,119,293,263,306,573,137,70,211,273,370,642,3,0,4,855,867,1722,957,1263,2223,582,709,1284,105,179,288,344,504,843,7,9,13,1987,2658,4647,2849,3527,6371,118,124,246,161,215,369,0,0,3,282,340,623,1025,921,1946,8390,8921,17314
LGA48540,165,173,339,718,659,1378,158,159,316,86,76,166,968,893,1859,440,414,852,144,180,327,26,20,50,613,612,1229,18,32,47,16,40,59,75,38,112,61,129,187,0,0,0,174,233,408,21,74,96,17,63,79,10,18,24,33,107,141,4,0,4,82,262,347,251,498,751,16,20,38,32,72,107,0,3,3,52,95,144,724,688,1408,2771,2964,5741
LGA48640,9,8,21,56,70,125,0,0,0,0,0,0,56,70,125,22,37,61,0,0,0,0,8,8,22,39,66,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7,9,9,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,0,3,8,7,8,20,0,0,0,0,0,0,0,0,0,0,0,0,60,64,121,151,199,350
LGA48750,46,24,72,141,123,265,8,11,21,44,54,99,194,190,383,85,75,164,3,8,9,39,68,109,135,143,284,4,10,16,3,6,12,6,5,14,18,25,42,0,0,0,36,52,89,3,20,22,4,15,15,4,3,9,9,28,36,0,0,0,19,62,84,48,115,171,6,10,11,6,14,20,0,0,0,6,21,31,158,162,321,595,658,1254
LGA48830,53,53,102,247,215,464,48,39,88,93,88,177,392,341,730,180,175,352,3,10,10,53,44,91,239,225,456,3,8,9,3,12,14,24,13,36,18,44,60,0,0,0,43,74,119,3,37,42,3,20,25,0,5,11,6,36,39,0,0,0,14,100,112,61,170,226,0,8,13,15,22,37,5,0,4,22,32,52,487,437,922,1246,1257,2502
LGA49399,17,21,37,80,100,180,0,0,8,8,9,22,92,114,208,46,41,91,5,0,5,4,3,7,51,43,102,0,3,5,4,3,6,3,0,9,6,8,18,0,0,0,16,18,30,3,7,8,0,3,3,3,3,3,5,10,18,0,0,0,9,20,31,21,36,56,0,0,0,0,3,3,0,0,0,0,8,9,291,167,452,478,385,860
LGA49499,13,13,31,60,64,122,11,8,17,9,8,17,77,80,156,26,61,87,3,3,4,8,15,21,38,70,111,8,3,6,5,8,14,3,4,10,12,12,20,0,0,0,22,25,50,13,7,16,7,10,16,0,8,8,11,13,19,0,0,0,26,40,71,49,66,117,6,7,16,13,11,20,0,0,0,19,15,35,496,314,814,694,564,1263
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4
LGA50080,313,287,599,974,902,1882,127,135,267,322,367,689,1432,1412,2843,910,823,1734,129,150,277,356,399,757,1397,1374,2766,79,73,157,31,92,126,174,73,246,121,256,373,3,6,7,410,498,907,52,88,135,38,80,116,20,38,54,87,246,334,0,0,0,188,457,648,599,957,1555,27,36,62,106,128,228,0,0,3,129,163,297,1475,1033,2514,5344,5221,10571
LGA50210,1090,958,2049,3584,3387,6975,598,540,1139,813,810,1617,5001,4747,9750,2229,2108,4336,330,376,703,664,715,1377,3225,3203,6426,208,209,411,161,277,440,285,216,505,344,576,923,0,8,9,1005,1288,2288,562,791,1354,238,408,651,105,169,272,297,549,851,3,7,5,1207,1924,3134,2213,3218,5429,162,181,339,230,423,653,8,3,13,391,604,999,2697,2312,5014,14626,15041,29664
LGA50250,76,86,153,378,316,685,0,0,3,17,7,24,395,325,719,126,125,243,5,4,4,4,8,16,135,137,263,3,4,9,6,7,12,9,8,22,20,49,72,0,0,0,45,63,109,0,4,11,3,8,12,0,0,5,23,43,67,0,0,0,24,64,92,72,129,200,4,8,11,8,21,29,0,0,0,19,28,39,886,487,1372,1577,1182,2757
LGA50280,138,157,290,590,526,1122,78,57,135,125,125,255,797,711,1509,476,458,933,27,23,52,35,44,73,533,525,1064,13,14,21,9,29,41,52,21,69,63,149,211,0,3,0,141,210,353,12,27,37,18,41,60,5,12,12,28,104,131,0,0,0,56,185,245,201,394,593,19,16,35,34,61,90,0,0,0,48,75,124,766,658,1425,2490,2511,5002
LGA50350,147,135,282,421,353,771,122,136,258,71,66,140,620,551,1167,231,222,455,115,100,219,100,86,190,445,408,860,27,41,68,26,38,62,45,27,71,58,107,163,0,0,0,158,208,367,106,141,246,47,75,117,35,24,60,84,130,223,0,0,3,271,379,649,432,585,1016,20,19,37,48,59,105,0,0,0,67,78,137,485,387,873,2198,2144,4345
LGA50420,622,558,1179,1470,1358,2829,644,605,1256,213,252,461,2327,2223,4547,1009,852,1862,636,588,1221,300,297,603,1959,1738,3692,184,133,317,200,279,475,141,81,219,282,409,689,7,4,7,804,905,1712,729,855,1578,386,425,815,127,152,278,370,572,947,6,0,15,1618,2007,3631,2430,2920,5351,129,110,233,201,287,486,3,5,9,331,400,723,1712,1422,3139,9383,9261,18644
LGA50490,330,275,602,758,703,1464,420,420,844,222,242,460,1397,1368,2766,520,501,1024,328,278,609,181,155,337,1029,940,1968,139,113,258,145,240,383,95,50,143,198,330,523,7,3,7,573,741,1315,382,512,897,267,313,586,82,102,185,215,283,497,4,0,7,950,1212,2164,1535,1957,3489,116,96,212,125,162,288,5,4,11,246,267,512,1599,1345,2943,6127,6153,12281
LGA50560,8,5,13,35,52,81,3,0,9,0,0,0,41,50,90,11,18,31,3,8,16,0,3,3,21,35,55,0,0,0,0,4,3,0,0,6,4,8,12,0,0,0,6,16,25,0,3,6,0,3,4,0,0,0,0,3,0,0,0,0,3,8,15,11,25,37,5,7,7,4,4,6,0,0,0,5,11,15,107,92,204,193,221,413
LGA50630,13,16,29,80,74,156,0,0,3,0,3,10,81,76,166,41,40,88,0,0,0,7,3,6,49,46,92,0,0,0,0,0,0,8,6,10,6,8,6,0,0,0,7,17,21,0,4,4,0,0,0,0,0,0,7,5,12,0,0,0,4,11,18,16,25,40,4,7,8,0,5,5,0,0,0,7,9,13,88,73,157,260,237,496
LGA50770,14,14,33,48,41,85,28,30,50,3,0,3,73,69,145,34,46,78,10,14,18,0,0,0,43,54,97,0,0,0,0,0,5,0,0,3,0,11,14,0,0,0,4,14,21,3,3,5,0,3,3,0,0,0,0,4,3,0,0,0,3,11,9,12,23,34,0,0,0,0,5,11,0,0,0,3,5,9,100,96,194,244,269,508
LGA50840,28,40,71,133,117,249,76,53,135,10,4,15,213,177,394,134,135,260,12,40,49,5,7,11,148,179,324,3,5,11,0,9,9,17,15,34,7,29,36,0,0,0,28,56,86,0,10,8,3,10,8,0,3,3,8,18,27,0,0,0,12,40,50,36,98,136,3,11,11,7,11,15,0,0,0,9,19,28,210,183,395,655,691,1353
LGA50910,5,4,13,28,31,63,0,3,3,0,0,0,29,39,69,13,12,26,0,0,0,4,0,3,13,12,30,0,0,0,0,0,0,3,0,3,6,9,12,0,0,0,4,11,10,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,4,8,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,49,40,88,109,117,224
LGA50980,141,128,271,624,586,1213,214,174,387,13,16,37,853,785,1636,354,381,743,137,151,291,11,23,34,514,556,1063,12,23,30,13,16,26,35,35,65,63,144,201,0,0,0,127,211,334,24,35,63,20,57,77,0,23,24,47,146,194,0,0,0,83,263,355,211,479,689,15,14,27,20,49,67,0,0,0,32,58,97,1245,1192,2432,2996,3194,6191
LGA51080,7,9,13,40,63,101,7,0,7,0,0,3,49,63,111,18,17,35,0,0,0,3,9,13,16,32,50,3,0,5,0,0,0,0,0,4,0,15,14,0,0,0,4,18,22,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,4,6,5,8,21,26,0,0,0,0,4,4,0,0,0,0,6,7,60,81,137,143,199,347
LGA51120,11,7,18,29,34,66,5,0,3,6,0,6,38,42,76,27,25,51,0,0,0,0,0,4,23,23,47,3,0,3,0,0,0,4,3,4,0,4,11,0,0,0,8,10,19,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,5,11,12,14,22,0,0,0,0,0,0,0,0,0,0,0,3,75,69,148,163,156,318
LGA51190,263,233,496,876,761,1635,186,205,395,130,110,242,1199,1077,2272,634,652,1287,224,217,441,112,139,253,968,1006,1977,63,61,121,50,88,134,116,74,188,87,172,264,0,0,0,310,399,711,36,109,140,46,108,149,17,37,52,60,183,244,0,0,0,152,430,583,464,825,1291,24,37,61,69,109,176,4,0,4,95,143,240,1589,1013,2607,4582,4299,8882
