LGA_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
LGA24850,69,1393,145,1610,85,1404,118,1605,226,2953,237,3412,322,2702,240,3263,416,2483,216,3114,429,2318,204,2951,287,1830,158,2266,108,883,92,1077,25,222,17,269,1959,16184,1425,19567,99,1174,120,1392,117,1089,80,1280,373,2998,231,3603,573,2492,206,3278,731,2324,196,3253,691,2097,183,2973,396,1698,127,2216,126,877,109,1111,18,384,60,459,3127,15130,1305,19566,167,2566,270,3002,193,2488,198,2886,599,5949,466,7015,896,5197,445,6535,1150,4804,409,6369,1121,4415,388,5923,682,3526,277,4491,232,1756,196,2186,39,606,83,730,5086,31313,2730,39135
LGA24900,44,731,89,867,39,588,47,677,144,1229,140,1508,171,1179,141,1490,257,1415,140,1812,309,1704,153,2173,248,1865,165,2274,152,1091,157,1393,24,348,61,441,1392,10158,1088,12635,46,659,81,777,52,515,49,625,218,1206,130,1549,290,1131,128,1548,416,1304,134,1852,519,1571,134,2230,392,1734,170,2302,156,1052,141,1342,23,493,94,614,2114,9660,1061,12834,81,1389,169,1644,98,1107,101,1307,354,2434,264,3055,465,2306,269,3039,675,2712,273,3661,834,3279,293,4402,642,3601,330,4581,303,2136,292,2735,42,848,161,1050,3497,19817,2156,25470
LGA24970,248,5234,220,5701,392,7790,591,8773,830,13777,1195,15805,1215,10815,647,12677,1805,9160,478,11436,1651,7629,343,9621,1041,6133,280,7458,686,4490,362,5542,284,1972,267,2518,8154,66997,4370,79524,246,4931,198,5372,414,6594,406,7411,937,11710,797,13448,1651,11003,562,13214,2677,9184,436,12299,2518,7440,352,10309,1608,6873,334,8817,894,5416,416,6732,185,3031,468,3687,11143,66187,3968,81293,495,10162,420,11078,808,14381,994,16188,1770,25489,1991,29254,2870,21815,1209,25886,4487,18343,908,23735,4167,15071,689,19929,2648,13009,617,16273,1580,9916,775,12266,472,5003,734,6204,19293,133183,8339,160818
LGA25060,132,3092,124,3350,211,3522,175,3911,534,7995,501,9029,876,7263,381,8521,1403,6422,372,8196,1409,5035,300,6745,796,4060,189,5051,401,2462,188,3050,133,1041,96,1276,5894,40896,2321,49111,146,2877,105,3132,307,3344,172,3823,756,8194,509,9462,1321,7303,391,9016,2255,6115,323,8694,2190,4896,267,7352,1199,4403,228,5821,522,3103,246,3869,88,1770,142,2003,8782,42007,2388,53172,279,5970,230,6483,514,6866,346,7732,1293,16192,1008,18488,2197,14571,772,17538,3659,12535,694,16887,3603,9930,562,14095,1993,8466,416,10867,918,5566,432,6913,220,2819,240,3274,14674,82904,4699,102281
LGA25150,56,1008,61,1123,59,857,53,970,160,1998,146,2310,311,2066,142,2525,354,1979,140,2477,364,1785,121,2262,266,1545,114,1920,112,714,64,894,21,180,19,222,1705,12131,865,14709,50,921,65,1034,74,818,49,932,290,2022,145,2456,520,1940,136,2598,555,1899,135,2592,586,1660,129,2376,369,1497,106,1971,107,776,82,968,14,353,42,403,2567,11884,882,15339,108,1929,131,2165,135,1670,93,1905,454,4023,290,4763,833,4003,279,5124,912,3886,273,5068,944,3445,249,4642,628,3046,225,3898,217,1493,149,1861,38,528,64,628,4275,24023,1748,30044
LGA25250,202,3275,181,3653,308,5532,387,6229,1049,16073,1099,18217,1327,12201,724,14249,1767,7935,492,10195,1446,5831,339,7619,699,3864,271,4835,390,2516,250,3157,201,1401,181,1784,7392,58625,3927,69954,222,3095,166,3478,424,5533,324,6275,1511,16448,981,18947,1935,11834,602,14374,2805,7341,421,10561,2299,5574,317,8193,1083,4389,286,5761,574,3539,309,4422,142,2432,323,2899,10995,60180,3730,74900,424,6367,345,7137,730,11060,712,12501,2556,32526,2080,37163,3261,24038,1326,28624,4571,15272,912,20756,3743,11402,661,15806,1784,8254,559,10596,966,6054,555,7581,345,3834,507,4682,18388,118809,7654,144853
LGA25340,229,4475,320,5022,195,3643,209,4046,494,6209,463,7167,921,6945,536,8398,1516,8500,655,10675,1886,8471,601,10959,1502,9140,666,11310,849,5945,585,7383,273,1924,360,2561,7869,55252,4393,67516,245,4029,322,4592,274,3101,217,3595,802,6163,423,7390,1627,7286,518,9433,2708,8612,627,11941,3316,8324,607,12245,2319,9714,770,12807,1003,6698,755,8453,194,2665,606,3467,12487,56585,4842,73922,476,8502,642,9616,462,6750,433,7640,1295,12369,887,14555,2553,14229,1058,17834,4222,17109,1282,22616,5209,16799,1202,23203,3825,18855,1438,24115,1852,12641,1338,15833,466,4596,964,6029,20359,111839,9239,141435
LGA25430,35,419,52,506,31,270,61,363,71,610,264,949,123,786,211,1119,202,984,168,1353,260,1196,122,1580,188,1330,132,1652,85,651,94,834,19,170,68,259,1017,6413,1180,8606,24,359,48,434,32,205,13,250,96,618,63,781,202,842,89,1139,349,1008,99,1454,453,1168,96,1719,280,1294,126,1707,112,702,119,924,15,228,149,393,1561,6428,796,8792,56,782,103,935,59,480,76,617,162,1230,332,1730,328,1635,298,2258,552,1987,271,2808,713,2367,221,3292,471,2625,257,3353,197,1348,214,1755,34,396,222,644,2578,12845,1981,17402
LGA25490,19,444,59,527,31,312,27,366,59,705,66,832,94,746,64,903,166,890,85,1140,208,968,78,1252,140,997,98,1237,48,424,55,529,19,115,13,142,778,5590,552,6927,36,419,66,525,38,292,29,358,108,724,71,898,169,752,52,974,281,778,74,1134,342,930,79,1356,198,868,77,1143,63,415,55,536,10,188,40,236,1235,5361,556,7151,54,863,129,1048,61,603,58,721,162,1426,139,1729,268,1495,114,1879,445,1672,153,2273,548,1902,161,2606,339,1860,178,2377,117,839,109,1062,20,297,56,381,2012,10959,1106,14077
LGA25620,21,360,48,424,25,257,40,318,39,542,51,636,91,620,73,788,146,812,117,1074,199,1010,126,1336,156,989,112,1260,61,521,73,658,15,124,13,154,754,5235,655,6637,19,290,51,357,26,237,17,275,65,535,59,660,157,566,70,790,221,748,102,1071,281,923,104,1310,189,859,103,1150,69,425,55,546,14,156,28,196,1034,4734,594,6360,31,648,94,783,45,494,61,599,106,1075,105,1291,248,1184,143,1579,367,1559,218,2145,477,1932,235,2650,348,1853,216,2410,133,942,133,1204,27,276,46,346,1788,9969,1248,12993
LGA25710,92,2193,72,2357,125,1851,62,2035,194,2526,72,2791,411,3082,136,3634,735,3865,144,4747,903,3519,124,4551,499,2616,134,3255,169,1208,76,1456,36,270,35,340,3163,21128,860,25155,113,2062,53,2223,149,1599,48,1791,281,2416,78,2781,653,3254,119,4023,1313,3676,136,5129,1456,3137,146,4747,711,2553,130,3390,199,1166,84,1452,34,463,42,539,4914,20321,843,26073,197,4249,129,4572,268,3445,107,3823,480,4941,155,5573,1068,6329,260,7660,2057,7537,279,9874,2364,6654,270,9297,1212,5171,263,6646,368,2378,162,2909,65,733,76,880,8076,41443,1703,51226
LGA25810,15,222,42,271,12,271,20,305,40,553,83,679,81,442,51,573,110,521,65,696,160,709,92,950,110,714,100,927,60,364,72,497,9,101,38,148,595,3899,557,5051,20,250,24,291,18,223,19,257,79,537,52,668,112,392,46,550,175,517,63,757,207,653,78,941,156,649,78,882,59,386,80,519,5,157,73,242,819,3771,501,5101,29,470,61,559,27,493,40,566,120,1090,135,1348,189,836,97,1117,289,1040,127,1458,367,1358,162,1891,264,1362,182,1804,117,751,149,1022,16,256,111,384,1414,7670,1066,10147
LGA25900,75,1494,85,1659,147,2305,205,2654,508,9599,884,10991,706,7589,643,8944,976,5646,562,7182,1095,4269,434,5799,465,3167,302,3935,206,1645,209,2052,51,440,105,597,4223,36158,3434,43814,89,1461,78,1631,174,2511,213,2898,682,10580,865,12130,947,7748,644,9335,1487,5586,426,7499,1467,3982,349,5808,725,3163,235,4123,266,1719,226,2212,60,612,207,876,5903,37365,3240,46502,165,2953,167,3289,319,4819,416,5551,1191,20179,1744,23118,1650,15342,1288,18287,2467,11229,988,14681,2560,8258,779,11604,1189,6331,533,8050,469,3360,436,4268,109,1048,313,1468,10120,73519,6673,90312
LGA25990,11,151,45,209,13,119,26,158,23,229,68,325,37,253,112,402,77,404,106,589,98,451,97,651,82,534,92,708,34,234,55,322,8,63,18,88,382,2454,615,3447,16,136,26,183,24,107,13,140,41,260,27,319,56,274,39,369,107,366,58,532,152,390,37,579,105,445,47,594,30,220,27,278,3,86,15,103,533,2277,290,3097,30,286,66,387,31,225,35,295,61,490,88,645,94,530,149,778,185,774,168,1123,253,842,134,1228,182,979,137,1302,57,458,82,602,10,150,34,195,914,4736,900,6546
LGA26080,6,66,9,82,3,42,5,51,0,71,6,81,5,83,7,101,22,108,10,138,51,172,23,251,57,311,28,396,26,178,23,229,16,58,10,75,190,1088,124,1403,0,33,8,45,9,33,3,43,11,56,3,71,23,95,8,124,50,114,8,172,93,203,22,319,78,304,31,404,36,212,31,279,9,85,6,95,299,1138,122,1560,7,98,22,129,9,76,8,96,13,128,14,153,29,177,14,226,73,225,16,311,146,380,47,574,136,606,56,798,66,396,58,512,15,138,14,175,490,2231,244,2965
LGA26170,42,732,79,854,45,529,43,617,110,1045,96,1253,184,1206,124,1513,270,1502,112,1888,397,1776,161,2332,326,1921,156,2396,154,948,129,1225,32,261,55,350,1558,9921,955,12428,65,687,82,831,43,433,35,512,188,1093,94,1379,278,1204,129,1612,482,1439,106,2030,628,1735,145,2511,411,1838,164,2415,163,924,135,1228,17,432,52,505,2277,9787,949,13017,104,1420,160,1690,87,959,80,1127,300,2140,192,2628,459,2412,252,3123,753,2943,219,3917,1024,3508,309,4840,733,3760,317,4817,321,1873,263,2454,49,688,110,857,3836,19710,1900,25444
LGA26260,22,443,33,504,20,351,21,395,68,733,49,849,92,653,45,796,121,796,59,980,214,877,62,1156,159,927,74,1156,77,494,56,628,19,169,20,211,793,5457,429,6672,45,367,42,453,28,315,21,366,86,676,47,810,142,712,48,908,241,727,58,1028,323,855,67,1246,202,915,67,1183,74,581,76,724,12,319,43,380,1147,5476,468,7094,63,812,75,956,48,667,47,763,152,1413,99,1660,236,1369,93,1700,367,1526,115,2006,536,1732,132,2398,358,1840,140,2342,149,1072,128,1349,30,492,66,585,1938,10931,899,13766
LGA26350,88,2005,116,2205,221,3292,174,3690,555,10274,665,11498,591,6506,425,7510,963,4773,296,6036,990,3863,247,5102,534,3258,199,3996,318,2214,187,2721,103,807,124,1030,4371,36988,2436,43790,115,2180,114,2405,265,3984,251,4501,682,10910,656,12247,807,6334,385,7524,1545,4747,306,6593,1549,3791,236,5582,955,3785,241,4985,463,2679,218,3351,96,1363,251,1714,6469,39773,2653,48902,205,4182,226,4609,486,7280,424,8189,1232,21183,1320,23743,1397,12837,809,15042,2507,9521,600,12626,2540,7654,490,10682,1490,7037,451,8975,781,4886,400,6073,199,2173,372,2749,10840,76764,5092,92690
LGA26430,17,216,31,267,14,198,29,242,38,364,34,431,66,406,50,523,98,479,58,629,129,692,104,930,124,870,101,1094,52,432,54,537,14,137,25,178,555,3792,489,4838,24,198,35,253,15,135,13,164,59,374,40,474,122,434,56,610,176,460,68,699,206,715,95,1017,186,719,87,988,65,415,48,531,14,207,35,257,857,3662,479,4998,45,414,62,520,31,338,44,404,102,735,72,911,190,843,105,1137,272,935,131,1337,331,1410,199,1947,309,1585,191,2090,110,850,106,1068,25,342,67,433,1410,7452,972,9835
LGA26490,42,962,62,1065,24,772,44,838,92,1563,99,1756,250,2158,139,2548,324,2069,129,2521,421,1842,117,2385,339,1802,165,2302,101,845,78,1026,33,200,51,284,1627,12219,878,14726,39,914,78,1032,30,654,37,718,155,1651,107,1906,367,2305,145,2829,576,1946,138,2655,690,1735,124,2555,433,1752,135,2322,136,843,95,1070,20,342,92,455,2451,12135,942,15530,84,1879,133,2093,54,1421,82,1556,243,3213,200,3662,625,4463,286,5371,893,4009,268,5178,1114,3583,245,4936,777,3554,294,4628,236,1688,171,2099,58,541,142,738,4079,24357,1824,30258
LGA26610,33,509,72,616,38,514,47,607,97,1263,183,1537,112,1086,146,1342,142,898,124,1172,220,1113,139,1476,152,901,105,1158,48,480,79,604,12,169,32,213,856,6937,931,8722,31,422,50,503,52,456,64,573,144,1239,151,1535,204,990,140,1337,265,816,81,1164,371,890,117,1376,205,789,98,1093,68,564,82,713,19,304,56,385,1359,6464,850,8673,69,932,119,1120,94,972,113,1180,242,2501,328,3074,311,2079,288,2672,408,1715,205,2335,596,1999,264,2852,359,1682,208,2250,113,1040,161,1321,28,474,94,597,2215,13400,1778,17396
LGA26670,10,123,23,164,11,79,6,98,22,208,12,245,35,229,35,297,59,287,35,381,92,433,40,569,75,422,54,544,39,210,36,276,6,63,17,87,354,2050,262,2665,8,116,11,133,10,82,15,99,26,183,22,237,61,239,30,325,98,259,29,387,128,379,34,543,82,358,38,486,34,191,35,257,3,91,32,131,454,1894,247,2592,18,237,32,294,18,156,22,199,47,395,42,484,97,468,64,625,159,540,65,772,224,813,78,1116,162,773,93,1031,67,397,66,533,11,157,45,217,806,3945,507,5258
LGA26700,42,788,69,904,29,563,42,632,127,1246,96,1462,204,1274,97,1575,288,1419,102,1813,346,1516,102,1964,234,1544,141,1919,147,866,92,1107,39,279,54,372,1459,9498,804,11752,47,751,73,878,50,564,46,658,203,1286,89,1580,341,1277,107,1723,494,1434,112,2045,617,1423,127,2166,349,1488,100,1940,165,978,126,1271,28,467,87,578,2297,9676,873,12844,93,1539,142,1775,79,1123,90,1291,322,2529,191,3051,545,2552,206,3303,784,2855,221,3859,959,2941,230,4135,586,3033,236,3858,315,1848,214,2379,69,746,140,952,3756,19172,1676,24603
LGA26730,40,937,88,1063,41,805,70,917,131,1968,133,2235,219,1647,166,2035,304,1660,125,2083,382,1636,100,2115,261,1555,100,1918,126,825,89,1041,33,296,60,387,1539,11317,928,13788,53,926,73,1045,78,810,36,926,263,1885,127,2271,419,1635,143,2200,558,1696,107,2356,687,1683,110,2480,422,1619,123,2160,174,1013,132,1318,41,517,122,680,2691,11769,965,15433,94,1855,157,2107,121,1613,107,1835,392,3849,258,4509,644,3279,310,4233,863,3353,232,4444,1066,3321,209,4592,683,3172,222,4080,303,1840,221,2362,72,811,180,1065,4238,23089,1898,29229
LGA26810,87,1079,126,1292,61,961,155,1174,178,2017,546,2741,278,1873,494,2643,393,1964,304,2662,489,2533,269,3291,395,2625,261,3285,162,1207,120,1488,29,327,56,418,2072,14587,2333,18996,87,1024,116,1228,79,840,83,1006,270,1958,208,2431,451,1900,215,2564,657,2032,216,2905,864,2329,187,3377,548,2365,234,3150,191,1274,157,1614,31,501,83,622,3178,14221,1488,18895,169,2106,247,2514,140,1799,239,2180,445,3970,751,5166,726,3772,703,5206,1047,3999,519,5565,1357,4864,453,6671,942,4987,496,6433,350,2479,279,3105,68,830,139,1038,5255,28806,3828,37887
LGA26890,7,65,14,84,0,78,5,86,13,155,9,182,25,147,16,192,38,182,28,246,53,272,29,358,42,257,36,328,9,118,17,151,3,40,6,52,188,1321,161,1678,3,66,7,79,4,46,5,50,21,144,4,178,33,147,17,201,54,181,30,267,86,221,25,333,49,206,34,288,16,123,28,169,0,74,12,91,274,1212,166,1653,10,134,23,162,10,125,13,139,33,307,12,358,60,293,39,393,95,360,56,513,136,492,57,693,91,462,67,621,32,248,48,319,5,111,16,141,465,2532,328,3333
LGA26980,209,4708,173,5091,319,5985,394,6700,641,10503,802,11947,1067,9709,450,11230,1750,8614,392,10765,1608,7028,264,8897,971,5676,293,6941,657,3665,240,4557,248,1601,222,2067,7470,57494,3226,68197,226,4523,148,4897,378,5327,335,6040,813,10226,644,11683,1616,9999,454,12074,2739,8828,342,11911,2457,7029,330,9818,1591,6382,342,8316,764,4934,372,6071,170,2759,469,3405,10761,60006,3436,74202,437,9235,318,9984,698,11309,723,12736,1452,20728,1449,23627,2687,19713,906,23300,4493,17445,739,22674,4065,14058,597,18721,2567,12059,633,15256,1417,8597,610,10629,418,4364,691,5471,18235,117501,6662,142397
LGA27070,290,6096,400,6780,418,6634,502,7557,1198,15361,1138,17692,1921,15740,966,18630,1939,11106,681,13729,1692,8543,511,10754,1050,6576,404,8029,547,3320,314,4183,148,980,186,1322,9219,74358,5090,88666,338,5662,335,6342,532,5984,372,6890,1839,15317,1027,18182,2890,14840,878,18605,3287,10239,599,14122,2840,8538,499,11876,1586,7101,472,9163,523,3888,406,4818,78,1584,350,2014,13922,73161,4943,92021,627,11764,738,13122,949,12621,875,14445,3039,30678,2162,35876,4814,30589,1837,37234,5228,21347,1282,27849,4535,17084,1009,22630,2637,13678,878,17191,1072,7210,725,9006,234,2563,536,3332,23135,147517,10033,180685
LGA27170,69,1332,87,1485,79,1206,80,1362,201,2494,188,2887,295,2116,161,2576,355,2015,132,2502,364,1910,117,2388,281,1763,113,2153,142,834,70,1045,34,264,35,326,1821,13929,977,16729,88,1146,85,1312,91,1039,82,1213,370,2411,175,2959,586,2135,151,2865,671,1910,115,2694,646,1901,94,2647,450,1773,116,2336,188,1006,95,1291,20,433,60,519,3113,13750,977,17840,154,2473,169,2797,172,2241,162,2574,575,4903,362,5849,876,4250,314,5438,1025,3925,246,5198,1007,3811,215,5034,731,3531,228,4491,333,1837,163,2334,50,698,97,846,4931,27680,1958,34569
LGA27260,344,7399,616,8356,422,8371,978,9771,1400,20596,2548,24543,2597,24693,2238,29524,1843,13101,1040,15991,1444,8606,604,10655,782,5757,395,6936,329,2307,204,2847,51,526,84,659,9222,91347,8718,109284,354,6782,527,7661,595,7042,634,8262,2407,22067,1994,26471,3600,22295,1664,27561,2790,11776,823,15395,2253,8567,537,11359,1133,5936,420,7480,321,2659,239,3220,45,982,166,1189,13499,88097,7008,108604,693,14174,1142,16018,1014,15411,1609,18034,3811,42664,4541,51014,6197,46990,3899,57085,4637,24879,1866,31385,3700,17171,1147,22013,1916,11690,810,14415,651,4967,449,6061,97,1503,251,1852,22715,179443,15725,217884
LGA27350,49,1040,78,1165,185,2550,200,2938,620,11682,735,13037,612,6810,483,7903,729,4086,322,5132,738,3239,303,4277,343,2376,180,2896,149,1181,90,1423,48,378,44,473,3475,33341,2435,39249,67,1255,76,1393,226,3232,195,3650,878,12301,697,13879,776,6124,405,7302,1095,3732,257,5088,1082,2846,228,4145,614,2497,184,3301,212,1453,121,1780,40,698,50,790,4989,34134,2212,41333,113,2287,157,2557,408,5781,394,6582,1502,23987,1432,26917,1385,12931,887,15204,1823,7816,582,10219,1819,6083,526,8427,956,4871,363,6200,359,2633,206,3199,84,1083,98,1268,8464,67478,4643,80584
LGA27450,201,4490,231,4929,264,4017,217,4499,660,8355,450,9468,1110,8344,417,9875,1520,8460,514,10494,1774,7651,417,9845,1114,6337,316,7767,499,3376,255,4135,122,878,90,1086,7269,51908,2912,62089,224,4096,213,4531,365,3673,157,4190,1084,8174,395,9659,1831,8266,402,10499,2699,7902,426,11027,2913,7135,381,10431,1688,6566,338,8593,558,3603,255,4419,83,1381,130,1590,11441,50803,2701,64947,425,8586,449,9465,626,7687,374,8692,1744,16532,846,19122,2943,16612,821,20374,4214,16364,940,21524,4685,14787,798,20271,2802,12900,656,16358,1067,6980,509,8550,201,2260,215,2677,18711,102709,5610,127036
LGA27630,18,148,24,186,9,122,9,143,26,245,23,295,36,226,22,277,67,260,22,348,100,457,39,590,65,408,43,517,26,222,43,293,15,87,26,125,357,2163,251,2769,12,127,22,161,12,87,5,103,43,223,30,294,62,219,19,301,89,263,39,393,142,366,30,539,94,362,30,484,37,248,42,326,11,115,44,168,503,2006,258,2765,31,272,49,347,18,213,19,241,67,472,49,589,97,443,42,580,158,522,59,740,238,824,69,1127,158,763,74,1001,63,472,87,616,29,202,68,297,857,4169,508,5538
LGA29399,0,15,10,23,0,52,27,80,0,101,39,151,3,43,12,61,3,39,13,58,5,28,4,35,4,24,9,34,0,6,5,8,0,0,0,0,22,315,120,456,0,28,10,39,0,54,37,91,0,74,31,104,7,35,11,55,11,31,11,49,4,25,5,38,9,15,7,23,0,0,5,6,0,0,0,0,28,265,122,418,3,41,19,61,4,103,61,168,0,178,75,258,11,81,28,121,11,65,30,105,14,57,8,77,13,32,15,56,0,13,11,16,0,3,0,3,49,577,244,869
LGA29499,6,130,97,234,26,199,127,345,46,506,391,939,56,422,524,1008,81,366,467,912,57,290,295,644,36,225,132,392,5,61,30,90,0,4,6,15,316,2202,2062,4576,12,127,91,229,34,195,92,321,79,485,310,878,82,304,346,730,81,220,181,479,79,229,118,429,23,133,62,224,5,47,7,58,0,13,9,19,394,1754,1219,3373,22,255,187,459,56,392,215,671,128,991,698,1819,136,731,871,1736,157,586,645,1393,139,520,416,1074,60,353,199,613,12,102,37,152,6,17,13,29,714,3955,3282,7946
LGA29799,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,16,0,0,3,3,0,3,7,10,0,0,0,4,0,0,0,0,0,0,0,0,0,11,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,16,0,0,3,3,0,6,9,14,0,0,0,4,0,0,0,0,0,0,0,0,0,13,27,38
LGA30250,0,38,7,48,10,33,8,48,15,66,14,95,4,49,3,62,9,61,9,77,4,42,6,50,0,22,0,20,0,0,0,0,0,0,0,0,40,308,44,402,5,41,7,57,7,34,3,45,16,75,15,98,15,54,6,76,20,60,7,84,9,44,0,48,0,15,4,19,0,4,0,4,0,0,0,0,76,325,37,440,9,80,15,101,17,65,6,90,33,135,29,192,19,107,7,142,28,114,11,156,12,82,3,105,0,34,9,44,0,5,0,5,0,0,0,0,120,636,85,836
LGA30300,7,125,12,141,4,95,18,120,13,221,39,274,18,167,22,207,28,245,28,306,36,258,29,323,14,200,15,234,3,81,19,106,3,19,11,41,139,1413,187,1741,5,97,15,116,5,124,20,143,23,224,27,276,32,201,31,262,45,220,22,290,53,203,25,284,23,160,13,200,7,85,18,109,3,24,9,35,200,1331,181,1714,10,212,26,252,14,218,35,262,40,446,70,551,50,375,47,468,77,465,51,598,88,463,51,604,43,356,30,435,13,168,33,214,4,44,19,74,342,2748,369,3455
LGA30370,14,343,71,436,12,327,63,403,46,738,148,924,89,773,154,1012,91,718,142,952,115,741,143,993,73,531,97,704,37,298,66,401,9,64,11,87,472,4537,897,5904,17,292,63,369,16,336,61,415,84,715,118,918,131,695,106,932,150,619,104,874,157,627,109,889,77,418,75,577,44,287,71,398,8,122,43,177,681,4114,758,5556,29,641,139,811,27,662,125,815,130,1447,262,1846,215,1467,262,1941,238,1340,247,1825,269,1365,246,1880,145,953,175,1276,81,582,135,802,16,187,58,266,1154,8646,1660,11455
LGA30410,3,62,11,77,3,57,4,59,7,140,17,168,18,117,18,153,20,143,23,191,24,154,25,203,22,126,18,164,4,80,16,106,0,20,3,25,90,911,143,1148,0,53,8,62,4,59,8,72,17,136,12,167,25,125,26,172,42,149,20,207,36,138,24,202,18,107,15,136,14,80,14,107,4,31,7,35,152,873,128,1156,4,115,20,144,10,111,14,130,22,283,31,332,37,243,36,325,62,293,42,397,63,293,47,405,36,232,29,295,16,162,35,214,3,49,6,60,248,1782,274,2299
LGA30450,0,7,9,10,0,16,0,16,0,12,0,13,0,11,3,16,0,14,7,18,0,20,0,23,5,18,7,21,5,10,0,9,0,0,0,0,17,105,19,140,0,9,3,14,0,13,0,18,0,16,5,20,3,11,4,17,3,15,3,18,0,16,4,23,0,10,0,14,0,5,0,7,0,0,0,0,10,96,18,123,0,14,10,24,0,35,0,36,0,29,7,34,4,24,4,34,6,29,12,46,4,35,0,48,3,21,7,26,5,12,0,17,0,0,0,0,24,201,40,266
