LGA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
LGA57140,201,0,0,0,0,199,102,0,0,0,0,102,16,0,0,0,0,16,15,5,0,0,0,19,21,0,0,0,0,18,33,0,0,0,0,33,9,0,0,0,0,13,0,0,0,0,0,0,94,8,0,0,0,106,18,0,0,0,0,18,7,0,0,0,0,7,424,8,0,0,0,432
LGA57210,874,0,0,19,0,895,580,4,0,5,0,587,149,0,0,0,0,152,30,8,0,0,0,41,13,10,4,0,0,22,118,0,0,0,0,128,38,0,0,5,0,47,5,0,0,0,0,5,353,24,4,4,0,382,82,0,0,0,0,84,46,0,0,0,0,45,1939,26,3,24,0,2001
LGA57280,252,52,21,23,4,356,739,84,12,14,0,848,547,254,184,4,3,996,431,117,28,0,0,571,79,9,3,0,0,98,107,26,12,6,4,154,959,273,160,14,7,1408,12,8,0,0,0,15,2136,681,387,19,18,3248,229,53,23,13,11,327,61,19,7,3,0,87,3419,888,452,69,34,4872
LGA57350,168,3,0,0,5,177,57,0,0,0,0,57,3,0,0,0,0,3,5,3,0,0,0,9,5,0,0,0,0,6,23,0,0,0,0,23,10,0,0,0,4,14,0,0,0,0,0,0,48,3,0,0,4,51,22,0,0,0,0,22,5,0,0,0,0,6,296,6,0,0,9,313
LGA57420,265,0,0,10,0,281,119,0,0,0,0,129,65,0,3,0,0,69,15,3,3,0,0,20,3,0,0,0,0,3,62,0,0,4,0,64,48,0,5,9,0,53,0,0,0,0,0,3,195,3,8,6,0,220,138,0,0,0,0,142,18,0,0,0,0,18,740,4,13,25,3,786
LGA57490,10902,679,290,183,6,12070,22368,433,215,16,24,23053,6085,683,659,0,5,7440,410,239,154,0,0,801,51,69,39,0,0,155,2648,253,148,9,0,3057,459,37,22,44,5,572,33,9,5,0,0,48,9683,1294,1021,63,8,12073,306,255,15,7,0,581,515,82,40,4,15,654,43771,2745,1582,271,56,48428
LGA57630,16,0,0,4,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,3,10,0,0,0,0,0,3,34,0,0,7,3,43
LGA57700,2066,7,24,86,11,2192,6429,30,5,5,6,6473,705,18,0,0,0,724,9,0,0,0,0,4,3,10,0,0,0,12,470,8,3,4,0,492,40,5,6,9,0,49,10,0,0,0,0,12,1227,41,9,12,0,1288,121,0,0,9,4,133,116,0,3,3,0,119,9959,74,36,112,26,10211
LGA57770,88,0,0,39,0,125,37,7,0,5,0,47,26,0,3,0,0,28,21,0,0,0,0,25,6,4,0,3,0,10,19,4,0,4,0,21,31,0,0,6,0,36,0,3,0,0,0,3,95,15,4,14,0,126,36,0,0,3,4,40,11,0,0,3,0,16,264,20,9,69,4,360
LGA57840,3465,1598,511,0,3,5577,3133,1395,482,0,7,5012,1043,1925,1104,0,3,4074,326,201,123,0,0,659,11,56,36,0,0,100,482,659,333,0,0,1474,37,37,28,0,0,100,9,13,5,0,0,32,1915,2886,1625,0,8,6433,121,224,166,0,0,511,77,66,20,0,3,165,8709,6163,2787,4,24,17690
LGA57910,19735,5695,1097,40,10,26576,20615,8979,1572,5,7,31171,6258,7601,3767,7,13,17644,772,1945,488,0,5,3202,98,316,202,0,0,622,3230,2923,1007,0,11,7170,441,330,163,10,0,953,74,90,28,0,0,192,10870,13195,5659,15,34,29779,604,632,443,9,3,1679,566,396,146,0,11,1110,52380,28890,8917,63,61,90318
LGA57980,1560,340,429,0,0,2332,1165,311,372,3,0,1854,447,466,1123,4,0,2041,5,38,245,0,0,293,0,0,33,0,0,39,181,148,272,0,5,611,10,16,23,0,0,50,0,0,9,0,0,11,646,676,1706,5,4,3032,46,24,191,0,0,254,23,3,31,0,0,60,3441,1349,2726,12,4,7534
LGA58050,10418,809,70,162,12,11467,27079,1151,116,10,21,28374,4727,1229,535,3,11,6509,657,625,91,0,4,1376,122,113,22,4,0,262,2518,413,57,8,9,3002,302,61,8,33,3,405,51,22,3,5,0,80,8380,2460,718,50,27,11633,374,85,19,5,0,491,543,113,24,15,12,700,46792,4616,946,238,71,52666
LGA58190,72,0,0,0,0,72,22,0,0,0,0,22,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,13,0,0,0,0,13,9,0,0,0,0,9,0,0,0,0,0,0,27,0,0,0,0,27,17,0,0,0,0,17,5,0,0,0,0,5,136,0,0,0,0,136
LGA58260,87,0,0,0,3,85,34,0,0,0,0,34,4,0,0,0,0,4,4,4,0,0,0,9,0,0,0,0,0,0,17,3,0,0,0,20,22,0,0,0,0,19,0,0,0,0,0,0,43,7,0,0,0,55,28,0,0,0,0,30,0,0,0,0,0,5,191,11,0,0,7,205
LGA58330,737,0,0,9,4,748,683,3,0,0,4,693,76,0,0,0,0,76,8,0,0,0,0,12,0,0,0,0,0,0,98,0,0,0,0,98,9,0,0,0,0,14,3,0,0,0,0,3,193,4,0,0,0,199,30,0,0,0,0,30,61,0,0,8,0,72,1707,10,0,26,9,1749
LGA58400,74,0,0,0,0,74,20,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,3,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,19,3,0,0,0,26,9,0,0,0,0,9,6,0,0,0,0,6,125,3,0,0,4,131
LGA58470,3,0,0,3,3,9,4,0,0,0,0,6,0,0,0,0,0,0,14,4,0,0,0,16,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,21,4,0,0,0,26,11,0,0,5,7,19,0,0,0,0,0,0,35,3,0,10,11,57
LGA58510,2302,592,398,0,3,3303,3137,864,553,4,3,4557,1583,1210,1501,3,0,4303,219,274,100,0,0,590,29,126,86,0,0,249,760,424,318,0,0,1501,52,51,41,0,0,138,26,17,18,0,0,61,2664,2107,2074,4,0,6843,177,109,192,0,0,477,82,59,46,0,4,189,8361,3731,3257,6,16,15367
LGA58540,126,0,0,5,0,128,58,0,0,0,0,51,6,0,0,0,0,6,4,0,0,0,0,3,4,0,0,0,0,4,26,0,0,0,0,29,28,0,0,0,4,33,0,0,0,0,0,0,67,4,0,0,3,75,26,0,0,0,0,26,3,0,0,0,0,3,276,3,0,5,6,288
LGA58570,2651,641,352,10,0,3652,2870,988,1019,11,5,4897,1001,970,2349,15,3,4342,33,193,123,0,0,360,6,46,53,0,7,111,637,373,553,14,0,1577,38,45,41,0,0,126,11,12,7,0,0,22,1729,1637,3128,32,11,6536,119,84,34,0,0,233,57,21,40,0,4,124,7418,3380,4574,54,19,15450
LGA58610,302,4,0,3,4,309,188,0,0,0,0,185,34,5,0,0,0,40,17,9,0,0,0,24,3,17,0,0,0,23,48,0,0,0,0,48,12,0,0,0,0,17,0,0,0,0,0,0,114,32,0,0,0,146,25,0,0,0,0,24,11,0,0,0,0,15,640,38,0,4,4,684
LGA58680,92,0,0,0,0,92,53,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,8,0,0,0,0,8,0,0,0,0,0,0,19,0,0,0,0,19,17,0,0,0,0,17,6,0,0,0,0,6,182,0,0,0,0,182
LGA58760,13802,1012,53,106,4,14974,37126,1234,77,8,17,38457,8243,933,125,0,0,9303,694,646,8,0,0,1349,134,150,0,0,0,286,3683,346,25,16,0,4072,420,65,3,30,3,525,59,16,0,0,0,75,13236,2159,167,47,7,15608,776,548,11,7,0,1347,716,121,4,13,10,857,65649,5066,302,184,41,71246
LGA58820,619,21,0,13,3,649,573,0,0,0,3,581,78,14,0,0,0,96,10,10,0,0,0,21,0,11,0,0,0,13,92,16,0,5,0,111,22,9,0,10,0,38,3,0,0,0,0,7,204,53,0,14,6,273,35,16,0,0,0,51,27,9,0,0,0,34,1459,96,0,25,5,1584
LGA58890,155,0,0,0,0,152,54,0,0,0,0,54,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,9,27,0,0,0,0,29,10,0,0,0,0,10,0,0,0,0,0,0,42,7,0,0,0,47,28,0,0,0,0,33,10,0,0,0,0,10,285,6,0,0,5,293
LGA59030,51,0,0,0,0,53,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,12,0,0,0,0,12,0,0,0,0,0,0,95,0,0,0,0,101
LGA59100,119,0,0,0,0,120,47,0,0,0,0,47,0,0,0,0,0,0,5,5,0,0,0,9,0,0,0,0,0,0,19,0,0,0,0,19,13,0,0,0,0,13,0,0,0,0,0,0,40,5,0,0,0,42,12,0,0,0,0,15,5,0,0,0,0,5,223,5,0,0,0,229
LGA59170,154,0,0,0,3,156,78,0,0,0,0,82,7,0,0,0,0,11,0,4,0,0,0,6,4,0,0,0,0,3,40,0,0,0,0,38,19,0,0,0,0,22,3,0,0,0,0,4,72,9,0,0,4,80,40,0,0,0,0,42,5,0,0,0,0,7,347,12,4,0,5,365
LGA59250,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,8,0,0,0,0,14,5,0,0,0,0,5,12,0,0,0,0,11,0,0,0,0,0,0,42,0,0,0,0,41,26,3,0,0,0,27,7,0,0,0,0,5,80,9,0,0,0,84
LGA59310,218,5,0,6,0,228,105,0,0,3,0,109,5,0,0,0,0,11,17,7,0,0,0,30,7,5,0,0,0,17,61,6,0,0,0,67,31,3,0,0,0,34,0,0,0,0,0,0,123,23,0,0,0,148,29,0,0,0,0,27,7,0,0,0,0,10,490,26,0,9,0,521
LGA59320,79,0,0,0,0,79,35,0,0,0,0,35,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,24,19,0,0,0,0,19,0,0,0,0,0,0,161,0,0,0,0,161
LGA59330,105,0,0,0,0,105,33,0,0,0,0,36,0,0,0,0,0,4,3,6,0,0,0,5,6,0,0,0,0,6,19,0,0,0,0,19,10,0,0,0,0,10,0,0,0,0,0,0,43,6,0,0,0,46,17,0,0,0,0,17,4,0,0,0,0,4,201,6,0,0,0,209
LGA59340,199,10,9,83,10,313,247,25,7,12,14,303,108,42,37,0,5,201,255,67,30,0,0,351,197,19,11,5,0,224,159,27,7,14,8,208,167,32,16,50,13,280,10,0,0,0,0,10,893,181,98,67,29,1275,78,12,0,25,9,124,35,3,4,49,12,102,1459,239,116,240,71,2122
LGA59350,6,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,5,6,0,0,0,0,3,3,25,0,0,7,16,44
LGA59360,155,5,0,3,0,163,64,0,0,0,0,68,10,0,0,0,0,12,13,7,0,0,0,20,4,4,0,0,0,9,45,0,0,0,0,53,13,6,0,0,0,17,0,0,0,0,0,0,87,19,0,0,0,108,32,0,0,0,0,31,9,0,0,0,0,8,347,24,3,0,0,377
LGA59370,660,16,3,3,9,680,415,4,0,0,0,422,77,5,4,0,0,82,21,18,0,0,0,43,0,0,0,0,0,6,83,0,0,0,0,81,15,0,0,0,0,11,4,0,0,0,0,5,204,23,3,0,0,229,46,0,0,0,6,52,18,0,0,4,0,29,1344,39,6,11,13,1420
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA60210,1522,23,21,48,6,1622,637,12,12,3,4,666,233,16,25,0,0,274,26,16,22,0,0,62,0,5,0,0,0,8,169,7,16,3,0,197,29,3,0,9,5,41,5,0,0,0,0,5,468,49,56,13,3,585,63,0,0,7,5,69,47,0,0,0,0,55,2744,86,86,69,13,3000
LGA60410,1601,16,104,6,3,1728,2582,22,149,5,0,2754,651,10,159,0,0,822,650,46,84,0,0,787,169,16,28,0,0,217,268,9,93,0,0,366,32,0,3,0,0,41,14,0,3,0,0,15,1783,78,387,0,0,2247,49,0,6,0,0,61,90,0,6,0,0,100,6101,121,648,6,4,6889
LGA60610,2617,51,21,3,5,2693,2577,27,6,3,0,2614,957,221,49,4,0,1240,317,167,9,0,0,490,63,39,5,0,0,105,518,81,20,0,0,619,82,13,24,0,0,119,13,4,0,0,0,13,1942,524,110,10,4,2583,72,10,0,0,0,84,102,22,3,0,0,127,7310,632,145,15,5,8104
LGA60810,3765,133,10,58,9,3967,2964,55,0,9,0,3025,443,158,0,9,4,614,224,156,0,0,0,379,35,45,3,0,0,91,604,103,12,13,0,724,57,11,0,13,0,84,13,12,0,0,0,27,1381,481,16,32,5,1913,107,28,0,9,0,142,133,21,3,25,6,188,8335,716,30,143,12,9235
LGA61010,475,0,0,9,7,490,259,0,0,8,3,263,21,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,4,85,0,0,0,0,78,36,0,13,0,0,54,0,0,0,0,0,0,149,0,11,0,3,165,60,0,0,0,0,62,25,0,0,0,0,25,964,0,12,22,11,1012
LGA61210,1106,13,11,4,0,1133,966,4,0,3,0,983,236,26,3,4,0,269,56,10,0,0,0,64,6,15,3,0,0,23,197,6,0,4,4,212,74,16,4,0,0,90,3,0,0,0,0,6,573,67,10,5,4,666,164,14,0,3,0,181,63,8,0,6,0,72,2868,103,26,23,8,3027
LGA61410,8423,187,54,55,8,8726,8610,133,32,5,11,8794,2073,244,78,3,0,2403,723,260,41,0,0,1027,157,69,9,0,0,236,1283,123,43,0,15,1465,141,12,0,22,0,182,40,15,0,0,0,54,4415,729,173,30,19,5361,327,102,11,3,4,441,222,30,0,0,12,261,21987,1181,276,97,44,23584
LGA61510,1396,22,12,20,0,1453,1626,15,9,3,0,1646,298,18,11,0,0,334,126,35,15,0,0,175,19,3,7,0,0,31,259,13,9,8,0,290,33,3,0,5,0,43,6,4,0,0,0,11,742,78,44,13,0,884,55,3,0,0,0,65,40,6,0,5,0,52,3861,127,68,46,6,4102
LGA61610,3512,208,5,41,3,3773,3207,64,0,5,0,3282,928,299,3,3,0,1239,563,311,7,0,5,886,109,69,0,0,0,169,763,156,0,3,0,925,86,38,4,39,3,162,17,12,0,0,0,32,2466,878,19,44,10,3421,77,38,0,3,0,117,120,49,0,9,0,181,9392,1234,24,98,16,10769
LGA61810,1202,11,7,14,3,1227,799,5,0,0,0,810,137,9,3,0,0,150,41,10,0,0,0,55,16,24,0,0,0,39,208,3,14,0,4,227,61,6,0,0,0,70,3,3,0,0,0,6,470,54,20,3,3,543,108,6,0,6,0,110,71,0,0,0,0,68,2638,70,26,16,4,2763
LGA62010,197,6,0,0,3,202,55,0,0,0,0,61,0,0,0,0,0,0,27,0,0,0,0,28,22,3,0,0,0,21,35,0,0,0,0,38,15,0,0,0,0,14,0,0,0,0,0,0,100,8,0,0,0,104,30,0,0,0,0,28,22,0,0,0,0,23,403,12,0,0,4,416
LGA62210,1174,20,7,4,6,1210,771,10,0,6,0,786,268,66,18,0,0,347,91,80,0,0,0,171,3,15,0,0,0,17,179,18,0,0,0,202,21,10,0,0,0,34,13,9,0,0,0,19,579,197,18,0,0,791,46,8,0,0,0,55,40,9,0,20,0,64,2607,251,27,26,6,2911
LGA62410,1076,10,0,7,3,1101,458,9,0,5,3,468,124,9,3,0,0,136,22,4,0,0,0,24,11,0,0,0,0,10,173,3,0,0,0,179,57,0,0,0,5,68,8,6,0,0,0,8,389,20,9,8,5,423,48,0,0,0,4,58,29,0,0,0,5,35,2003,35,10,18,21,2085
LGA62610,5192,115,373,31,3,5712,5968,132,260,11,0,6375,2242,245,755,12,4,3262,758,255,420,0,6,1441,153,84,74,0,17,336,1289,124,353,14,0,1783,164,37,81,0,0,288,25,10,10,0,0,50,4636,766,1696,36,26,7155,166,25,99,6,0,288,227,26,72,0,3,335,16189,1064,2493,85,43,19865
LGA62810,6439,445,519,30,10,7447,4974,397,357,5,4,5739,1670,814,1709,35,11,4239,176,136,310,0,11,634,37,70,154,0,6,264,1117,382,687,30,23,2239,98,40,84,3,0,231,13,5,21,0,0,38,3115,1453,2963,67,52,7650,143,129,144,8,0,417,104,33,57,4,6,206,14780,2451,4040,109,79,21459
LGA63010,2985,12,9,42,9,3049,2550,13,0,11,7,2579,386,30,4,10,0,436,61,17,4,0,0,76,11,9,0,0,0,24,440,18,10,8,3,468,54,4,0,12,0,71,8,0,0,0,0,12,962,80,18,28,3,1089,135,0,0,4,3,138,103,4,0,5,3,105,6729,109,29,86,16,6966
LGA63210,1136,27,0,7,3,1170,884,6,0,5,0,891,75,5,0,0,0,80,16,11,0,0,0,28,8,26,0,0,0,36,132,6,0,0,0,138,15,0,0,0,0,16,10,0,0,0,0,7,259,45,0,0,6,305,44,0,0,0,5,49,37,0,0,0,0,34,2349,77,0,10,11,2451
LGA63410,276,7,0,0,0,283,149,0,0,0,4,157,23,0,0,0,0,18,3,7,0,0,0,11,4,7,0,0,0,10,81,0,5,0,0,85,31,4,0,0,0,32,6,0,0,0,0,6,139,19,5,0,0,161,39,0,0,0,0,37,15,0,0,0,0,16,622,23,4,3,4,652
LGA63610,5796,170,47,45,10,6064,5336,125,43,9,8,5519,1310,155,70,6,0,1544,230,88,10,0,0,331,34,75,6,0,0,121,861,69,39,9,0,980,59,14,0,5,0,85,16,6,3,0,0,21,2516,405,134,24,0,3079,238,32,3,3,3,289,119,15,3,4,0,140,14002,745,234,86,21,15083
LGA63810,2038,52,12,24,6,2131,1520,19,4,10,4,1553,360,41,7,0,0,413,74,43,5,0,0,116,54,20,0,0,0,74,338,49,13,0,0,402,43,12,0,8,4,65,7,3,0,0,0,14,880,170,17,12,0,1086,72,5,0,3,6,79,60,8,0,3,0,70,4566,251,33,53,11,4916
LGA64010,7866,517,353,19,7,8761,7948,383,215,10,6,8555,3156,743,970,52,6,4929,554,344,276,0,0,1176,323,236,132,0,5,693,1600,312,312,16,18,2261,137,53,45,8,4,241,43,17,10,0,0,74,5814,1696,1746,78,38,9368,305,146,33,4,0,482,315,188,51,0,0,560,22246,2922,2396,108,62,27729
LGA64210,3274,139,97,18,6,3531,2659,77,39,0,0,2774,526,82,106,3,0,725,109,21,26,0,0,156,39,26,4,0,0,71,483,40,66,4,0,595,99,4,3,18,0,130,9,3,4,0,0,14,1266,176,210,30,0,1691,135,0,5,3,0,142,91,14,13,0,0,115,7426,406,366,51,8,8257
LGA64610,2101,24,82,20,0,2231,1797,20,36,5,6,1859,289,52,75,5,0,418,86,5,48,0,0,139,5,5,36,0,0,49,355,10,35,4,0,403,99,5,5,7,0,119,3,0,0,0,0,9,844,72,201,16,5,1130,157,8,14,5,0,177,84,4,13,4,0,102,4980,127,341,39,7,5506
LGA64810,2275,27,0,10,9,2321,2782,13,4,7,3,2812,557,23,0,0,5,588,82,3,0,0,0,81,6,5,0,0,0,13,444,14,0,3,0,457,36,0,0,0,0,43,13,0,0,0,0,10,1131,51,4,8,5,1196,85,0,0,0,0,83,94,8,0,0,0,101,6373,100,8,20,18,6514
LGA65010,952,0,6,0,0,959,1062,0,0,0,3,1069,68,0,4,0,0,73,7,3,5,0,0,14,5,3,6,0,0,15,169,0,0,0,0,173,38,0,0,0,0,42,0,0,0,0,0,3,288,10,17,0,0,319,70,0,0,5,0,76,43,0,0,0,0,46,2424,9,22,7,4,2465
LGA65210,629,0,0,8,3,647,273,0,0,0,0,275,49,0,0,0,0,49,0,3,0,0,0,6,8,4,0,0,0,14,77,0,3,4,0,89,11,5,0,0,0,12,4,0,0,0,0,4,141,11,4,3,0,165,20,0,0,0,0,20,32,0,0,0,0,33,1105,15,7,21,7,1144
LGA65410,2361,50,0,24,4,2439,1812,15,0,0,3,1838,411,79,10,6,0,501,216,92,0,0,0,311,57,44,0,0,0,108,353,41,0,0,0,396,40,13,0,24,0,80,7,7,0,0,0,13,1088,275,14,28,0,1408,74,4,0,4,0,81,73,13,0,0,0,87,5407,355,21,58,13,5850
LGA65610,818,11,0,9,13,848,428,0,0,0,4,436,176,25,3,0,0,208,20,5,0,0,0,25,0,0,5,0,0,3,133,4,0,3,0,140,72,9,11,0,5,92,4,0,0,0,0,4,410,42,19,3,3,474,67,0,3,0,5,73,34,3,0,0,0,41,1754,49,24,16,26,1875
LGA65810,4052,21,20,28,5,4125,3535,20,11,0,0,3572,887,46,78,0,0,1013,96,6,16,0,0,120,23,0,15,0,0,39,514,15,24,5,0,554,44,9,0,7,0,61,10,0,0,0,0,13,1579,68,132,13,0,1797,100,0,13,4,0,119,129,0,5,28,6,156,9390,117,186,72,13,9781
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,1092,173,22,86,28,1399,2579,568,43,6,17,3210,693,862,201,6,18,1783,434,318,28,3,4,781,64,44,3,0,12,127,501,257,38,12,26,828,116,107,23,28,25,305,10,4,0,0,0,18,1824,1593,290,53,82,3838,110,86,14,17,11,243,109,59,4,11,18,199,5709,2482,375,175,151,8891
LGA70420,129,0,0,17,4,152,113,0,0,3,0,126,30,32,8,0,0,65,494,29,10,0,0,531,69,5,10,0,0,84,61,10,7,4,0,85,140,15,9,11,6,175,3,0,0,0,0,11,800,87,41,16,6,953,273,20,9,10,3,309,43,4,0,4,0,61,1362,116,53,52,20,1599
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,10,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,10,0,0,44,0,0,0,0,0,0,4,0,0,0,0,4,32,0,10,0,0,46
LGA70620,17,0,0,3,0,19,4,0,0,3,0,8,0,0,0,0,0,0,304,3,3,0,5,312,140,4,8,0,0,150,0,0,0,0,0,0,38,6,3,4,0,50,0,0,0,0,0,0,484,11,5,0,8,514,116,6,3,7,7,139,19,0,0,6,0,28,645,18,13,17,15,715
LGA70700,134,0,0,21,6,164,105,0,0,4,0,118,10,0,0,0,0,11,22,15,0,0,0,33,14,3,0,0,0,14,22,0,0,0,0,22,15,0,0,4,0,20,0,0,0,0,0,0,85,20,0,3,0,108,24,0,0,8,5,31,7,0,0,9,0,18,361,27,3,35,10,433
LGA71000,3779,477,885,106,11,5256,5994,754,1646,6,0,8402,1836,1200,5083,9,17,8150,794,527,392,0,9,1714,115,22,66,0,7,207,1031,453,1071,15,14,2582,748,78,332,27,13,1194,34,13,37,0,0,85,4557,2297,6976,51,52,13931,205,66,101,10,10,379,218,74,156,12,18,484,14745,3671,9768,181,94,28456
LGA71150,0,0,14,0,0,14,0,0,20,0,0,20,0,0,109,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,121,0,0,6,0,0,6,0,0,0,0,0,0,0,0,158,0,0,158
LGA71300,39,4,0,0,3,51,7,0,0,0,0,7,0,0,0,0,0,0,635,43,3,0,4,690,289,37,0,0,4,330,8,0,0,0,0,9,81,11,0,0,9,93,18,4,0,0,0,17,1028,88,7,5,17,1143,198,7,0,6,3,218,35,0,0,5,0,44,1307,99,9,15,23,1450
LGA72200,383,15,0,31,27,447,656,20,0,7,14,700,351,164,7,0,3,523,149,120,14,0,3,284,76,16,0,0,0,98,173,22,0,8,3,215,309,39,3,17,20,382,9,4,0,0,0,6,1061,364,39,28,29,1508,71,11,0,4,9,97,44,29,13,4,13,108,2209,432,53,73,89,2852
LGA72300,1595,15,11,109,11,1735,3052,25,0,23,0,3102,304,38,87,4,4,430,12,9,4,0,0,21,20,0,3,0,0,17,456,20,7,11,5,508,56,4,0,52,11,118,18,0,0,0,0,18,853,67,101,66,19,1114,147,6,6,6,8,168,100,7,0,16,9,132,5750,115,119,226,47,6251
LGA72330,46,0,0,20,4,75,7,0,0,0,0,9,0,0,0,0,0,0,490,18,0,0,6,520,119,8,0,0,0,135,4,0,0,0,3,6,53,13,4,4,6,72,18,0,0,0,0,20,692,39,8,7,9,752,203,7,3,16,7,244,34,4,0,6,0,49,982,54,18,47,31,1126
