LGA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
LGA21010,331,111,397,89,23,1136,1558,1336,469,27,771,716,148,370,1301,127,878,6819,479,12178,22,28,13,3,10,11,4,4,18,6,11,64,1077,1218,1980,1584,608,161,969,949,231,517,1656,239,1280,6971,1582,14528,0,0,0,0,0,0,0,0,0,0,0,7,0,10,118,37,41,13,80,82,18,38,74,19,56,149,11,457,122,41,41,13,80,82,18,41,71,19,56,153,13,465,1814,1343,559,141,873,834,203,463,1510,212,1121,5253,397,10938,43,25,8,4,13,26,9,18,23,4,19,68,879,1050,1980,1411,607,161,967,944,226,515,1612,239,1198,5471,1285,12460
LGA21110,1830,578,2737,765,147,7516,8867,11628,4317,180,4112,4505,826,1083,10002,632,10387,108533,3960,154778,78,71,38,17,47,60,7,11,62,12,68,742,4544,5609,11111,12417,5152,1542,5119,5920,1165,1543,11889,1222,13194,110039,8646,167900,3,11,4,5,3,0,0,0,5,0,13,143,3,186,408,153,259,66,176,398,71,102,172,73,306,859,50,2135,415,166,265,75,185,399,75,102,178,73,323,1005,53,2322,10520,10744,4835,1347,4855,5399,1056,1393,11188,1113,11792,85741,3430,133977,149,62,42,121,47,78,17,23,108,27,108,350,3900,4668,11092,10969,5136,1540,5088,5876,1149,1518,11474,1211,12219,87101,7384,140967
LGA21180,3769,1112,5382,1709,272,14975,8864,12123,2744,160,8850,4068,1083,1229,8283,779,9321,119732,5504,166824,136,126,33,11,107,52,28,28,112,21,75,1115,11244,12813,13597,14137,4053,1467,12525,6616,2036,2236,12156,1917,14781,122559,17018,194618,5,10,4,4,5,4,7,4,8,4,3,94,8,131,282,87,105,18,213,201,36,68,144,61,170,446,41,1198,293,104,106,19,220,206,43,72,149,60,172,542,47,1330,13109,11834,3851,1372,12123,6260,1920,2120,11378,1813,13275,94034,4712,148979,185,111,59,79,159,87,38,31,169,30,155,959,9017,10537,13586,12046,4013,1470,12501,6552,1996,2219,11697,1909,13611,95531,13776,160852
LGA21270,137,39,178,21,9,517,620,507,213,11,336,260,45,116,445,50,298,3073,181,5118,16,7,5,0,10,0,3,4,6,0,5,9,498,548,870,623,270,71,441,380,92,191,585,90,479,3113,686,6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,17,19,6,25,29,8,20,14,5,23,37,5,139,39,17,19,6,25,29,8,20,14,5,23,36,5,139,809,524,244,72,405,334,81,163,545,79,414,2297,162,4606,17,7,0,0,8,9,4,7,7,6,5,35,430,505,863,556,270,71,437,375,88,191,565,90,445,2370,595,5241
LGA21370,858,217,1035,239,71,2864,3806,3245,1133,51,1742,1511,350,632,3011,288,2107,19980,1303,33106,77,40,28,30,35,43,14,13,56,15,36,169,2367,2760,4932,3762,1480,340,2260,2077,537,959,3930,522,3175,20386,3745,38735,0,4,0,0,0,0,0,0,6,0,3,16,0,20,268,72,102,17,137,182,43,84,133,36,123,267,26,892,268,80,102,17,137,182,43,84,137,36,125,280,28,912,4545,3079,1332,282,2069,1823,474,846,3555,463,2713,14917,1131,28835,112,48,40,33,50,59,21,22,56,14,47,199,1913,2382,4926,3199,1473,340,2255,2064,527,952,3747,514,2895,15389,3072,32122
LGA21450,1831,409,2315,626,153,5730,7088,10083,2265,101,4237,2867,618,1176,9139,551,6521,71025,3642,106229,66,78,21,0,44,38,11,18,60,12,59,529,5441,6237,8839,11064,2860,566,5166,3817,922,1747,11032,973,8897,72181,9231,118194,3,0,0,0,4,0,0,0,16,0,7,65,3,93,374,142,169,29,209,248,61,98,236,58,210,654,47,1662,377,144,169,27,212,255,64,98,248,58,212,712,53,1751,8333,8917,2639,509,4854,3441,805,1579,10090,891,7477,50039,2787,84871,111,66,39,23,61,61,30,38,75,16,61,350,4159,4797,8825,9123,2841,562,5127,3752,890,1721,10413,963,7747,51108,7001,91426
LGA21610,5675,1344,7590,2164,372,18994,16494,25103,5263,259,15208,7767,1808,2603,19873,1328,17758,236216,9909,328011,197,179,50,21,147,93,21,30,158,25,153,1891,15605,18233,21923,27974,6919,1702,18994,10839,2842,4047,25709,2693,25506,240266,25886,365239,13,11,9,0,11,3,0,0,16,0,14,236,8,310,680,267,296,71,454,546,96,207,480,108,436,1213,86,3136,690,277,303,73,464,553,96,207,498,106,452,1449,92,3441,20941,22687,6479,1548,18226,10024,2610,3705,23784,2497,22024,169169,7890,264964,252,153,63,84,175,127,29,70,197,70,233,1209,11731,13780,21873,23121,6843,1697,18861,10701,2740,3979,24476,2673,22707,171825,19710,282197
LGA21670,491,118,500,95,25,1396,1718,1208,437,25,771,655,94,425,1378,138,870,5895,424,11092,26,21,4,0,15,14,0,9,14,0,11,51,862,984,2240,1446,611,161,1018,936,157,633,1880,257,1386,6042,1308,13483,0,0,0,0,0,0,0,0,3,0,0,9,0,10,135,43,45,12,81,81,10,56,82,25,61,114,12,420,135,47,45,12,81,80,10,57,80,25,65,119,14,429,2053,1211,550,143,896,825,127,558,1706,220,1196,4439,349,10183,47,25,18,8,26,23,10,14,20,8,15,71,707,900,2231,1285,611,161,1008,932,148,630,1807,257,1269,4626,1068,11511
LGA21750,416,131,497,147,42,1531,1857,1670,581,32,866,782,161,335,1614,152,1171,12310,703,19378,44,23,7,0,15,17,4,0,17,3,13,118,1310,1520,2414,1901,764,196,1111,1045,249,499,2046,281,1679,12579,2050,22423,0,0,0,0,0,0,0,0,0,0,0,3,0,3,102,38,44,11,64,77,18,35,53,20,42,175,16,465,102,38,44,11,64,77,18,35,53,20,42,183,16,468,2268,1620,694,176,1025,944,223,456,1903,260,1476,9355,608,16974,46,20,17,3,21,17,0,13,19,9,17,87,1061,1251,2417,1676,759,196,1104,1037,245,499,1975,282,1543,9619,1688,18690
LGA21830,322,102,419,109,22,1110,1330,1322,474,12,714,629,115,308,1193,114,787,8635,520,13885,15,12,10,3,8,10,0,4,25,6,15,76,974,1132,1722,1522,598,112,919,852,180,426,1543,210,1219,8818,1519,16115,0,0,0,0,0,0,0,0,0,0,0,5,0,5,88,27,30,8,58,58,9,32,50,9,48,110,14,335,88,27,30,8,58,58,9,32,50,9,48,116,14,337,1576,1275,555,85,839,767,159,379,1399,194,1016,6484,436,12019,53,34,13,18,25,20,9,13,35,11,47,103,826,1075,1717,1337,595,112,919,845,177,423,1482,213,1110,6708,1276,13433
LGA21890,2740,680,3477,970,227,9855,7349,11332,2569,134,4384,2909,641,1034,13534,542,9296,88837,4039,132012,110,82,31,25,71,53,10,13,123,12,84,607,5703,6706,10759,12606,3442,1159,6334,4664,1202,1703,16395,1236,12866,90408,9960,148570,5,11,3,0,5,0,0,0,13,0,7,122,0,157,198,92,79,32,122,158,31,50,162,38,138,483,34,1113,204,101,78,32,123,156,31,54,170,38,149,604,38,1269,10368,11172,3295,935,6072,4380,1118,1617,15619,1141,11664,70865,3519,118908,176,57,48,193,117,92,35,26,234,47,209,419,4933,6034,10746,11333,3424,1159,6306,4631,1176,1694,16022,1225,12020,71883,8491,126214
LGA22110,1168,302,1379,274,64,3755,5255,3836,1715,53,2152,2325,367,1193,3890,443,2912,23990,1471,41181,82,33,19,5,32,39,10,26,53,8,35,248,3357,3781,6640,4478,2176,337,2758,3102,556,1709,5113,757,4329,24507,4894,48715,3,3,0,0,0,0,0,0,6,0,0,24,4,38,444,118,188,26,203,317,57,144,242,92,237,531,39,1636,448,118,188,26,204,317,57,146,241,92,237,556,43,1671,6044,3767,1925,284,2492,2711,490,1520,4555,646,3718,18177,1263,36390,138,67,53,18,50,64,7,34,99,16,57,233,2786,3359,6631,3948,2171,332,2752,3091,553,1702,4898,756,4014,18972,4094,41422
LGA22170,3121,726,3478,865,233,9014,10012,12842,3400,139,5578,4242,965,1964,12829,821,8701,76482,4327,122784,249,112,75,96,84,122,24,49,208,41,216,510,6375,7480,12959,14401,4373,1086,7141,5852,1503,2892,16160,1589,12399,77857,10932,139281,7,10,0,0,8,0,0,0,15,0,16,117,3,161,562,229,304,45,363,468,96,180,412,114,345,940,97,2604,573,243,304,45,371,467,92,180,430,114,362,1057,103,2769,12046,11917,3945,838,6577,5169,1317,2601,14662,1382,10445,56589,3468,104440,318,105,104,206,142,167,61,65,274,83,345,316,5192,6239,12938,12262,4350,1090,7097,5805,1476,2854,15364,1578,11153,57967,8765,113444
LGA22250,209,79,264,67,17,788,1217,1008,375,14,603,472,83,196,796,91,497,5238,358,9045,15,18,11,0,8,11,0,9,9,0,3,59,737,847,1551,1168,483,133,753,649,132,310,1020,168,768,5359,1114,10683,0,0,0,0,0,0,0,0,0,0,0,3,0,3,94,43,30,10,43,56,7,23,58,12,43,81,9,291,94,43,30,10,43,56,7,23,58,12,43,87,9,295,1427,955,440,128,698,566,116,266,913,152,661,3986,301,7993,29,16,11,0,11,28,4,18,13,3,6,52,601,722,1551,1010,485,133,750,646,129,301,985,169,710,4120,914,9007
LGA22310,1838,503,2723,769,152,7161,7077,9847,3244,142,4412,3644,762,994,9727,532,9192,96189,3509,136246,84,68,28,6,49,43,9,14,67,11,59,623,4603,5507,9328,10622,4019,1099,5615,5051,1169,1457,11633,1039,11971,97581,8267,148908,5,8,0,0,0,0,0,0,6,0,8,108,5,136,238,99,106,44,141,221,48,56,151,44,176,574,39,1362,242,107,113,44,141,221,48,56,155,44,178,685,48,1506,8945,9232,3847,1005,5378,4718,1084,1353,11005,972,10827,74155,3053,116771,116,46,35,57,55,69,21,29,86,22,88,421,3854,4562,9307,9380,3996,1098,5575,5012,1151,1441,11245,1036,11097,75250,6956,122840
LGA22410,460,140,615,120,26,1566,2250,1522,610,26,936,723,156,360,1630,149,1182,10197,658,17203,28,23,9,0,15,16,4,6,25,3,12,89,1213,1385,2867,1797,791,195,1261,1047,242,565,2114,294,1813,10406,1898,20152,0,0,0,0,0,5,0,0,3,0,0,9,0,13,147,44,55,17,94,94,19,52,81,24,82,147,12,510,147,44,55,17,91,96,19,52,80,24,77,152,16,515,2673,1532,715,163,1123,929,220,491,1912,258,1567,7800,567,15352,55,25,19,16,36,19,8,9,29,13,30,61,1001,1195,2870,1604,789,195,1256,1044,246,554,2025,294,1673,8011,1582,17065
LGA22490,457,76,550,126,18,1334,1795,2361,594,22,859,701,169,303,1968,97,1458,14282,820,22390,10,20,4,7,7,9,0,0,30,0,14,92,1104,1263,2224,2610,722,146,1048,926,224,431,2455,184,2019,14504,1941,24985,0,0,0,0,0,0,0,0,0,0,3,12,0,17,108,41,48,6,60,85,12,29,107,12,86,212,12,543,114,41,48,6,60,85,12,29,106,12,90,227,12,555,2086,2065,665,130,963,819,206,388,2161,167,1669,10011,597,17917,20,15,5,9,16,9,7,0,28,4,12,84,848,1005,2219,2122,715,143,1038,910,221,425,2287,182,1764,10316,1453,19477
LGA22620,2930,617,3207,853,217,8639,11254,11275,3330,134,4710,4107,854,1686,12254,723,7839,62811,3884,105637,134,105,41,13,83,79,27,40,109,23,88,518,6250,7195,14231,12865,4256,941,6045,5668,1346,2571,15295,1365,11135,64181,10350,121470,13,13,3,0,8,5,0,0,16,0,11,100,0,143,806,274,373,62,423,541,124,212,475,121,400,1028,87,3037,821,283,375,64,428,543,126,210,494,122,414,1129,85,3189,13125,10602,3799,794,5461,4934,1155,2268,13913,1193,9399,45505,3103,89549,250,120,52,76,110,132,26,54,183,42,174,350,5052,5999,14204,11013,4233,939,6005,5613,1310,2534,14590,1356,9986,46980,8233,98733
LGA22670,3142,872,4113,1344,230,11467,6168,8693,2055,145,6997,3188,841,1026,6257,618,6974,102290,4068,137333,122,86,27,4,93,51,18,21,98,12,76,983,8038,9403,9582,10157,2997,1324,9662,5098,1508,1805,9499,1505,11169,104615,12338,158208,5,13,0,0,4,0,0,0,6,0,11,59,7,98,217,90,105,30,155,191,35,76,143,37,143,365,37,1007,223,100,105,30,157,192,39,77,149,37,148,428,40,1107,9176,8455,2826,1247,9357,4791,1410,1691,8927,1430,10143,80669,3421,121762,165,90,50,46,115,90,25,25,158,33,134,818,6595,7931,9568,8647,2980,1327,9631,5065,1477,1790,9238,1501,10424,81910,10055,130795
LGA22750,5825,1367,6745,1691,368,17726,19493,23754,6830,355,10202,8541,1724,3406,23954,1593,16700,150349,8156,238942,310,213,93,168,168,169,47,78,410,70,356,1073,12229,14383,25128,26642,8703,2477,13165,11830,2694,5194,30189,3028,23798,153118,20756,271057,22,15,0,0,3,6,0,0,22,0,16,185,5,252,1243,491,595,114,743,950,168,361,865,232,766,2033,152,5564,1261,502,590,114,747,956,169,361,889,232,780,2217,159,5816,23421,22243,7933,2090,12161,10587,2433,4677,27385,2696,20517,112808,6651,205271,396,192,131,271,186,194,47,102,437,79,339,753,10229,12202,25080,22939,8658,2476,13093,11745,2647,5138,28711,3005,21637,115778,17034,223284
LGA22830,1591,375,2005,398,107,4932,5757,5718,1685,73,2789,2253,510,911,5237,397,3727,36502,2166,58058,84,73,21,11,45,44,6,17,85,18,47,370,4782,5413,7598,6664,2241,578,3718,3308,823,1459,6909,791,5782,37272,7055,68409,3,0,0,0,0,5,0,0,7,0,5,39,0,47,324,124,143,45,192,251,69,104,189,49,149,388,34,1202,327,126,143,45,192,253,69,104,197,49,154,427,35,1243,7099,5408,2063,504,3424,2946,722,1303,6276,713,4982,26553,1764,49450,161,81,31,20,84,68,22,39,70,17,45,329,3844,4493,7583,5614,2232,571,3695,3269,810,1446,6551,783,5185,27310,5649,55188
LGA22910,304,82,394,68,48,1050,1632,1433,588,18,684,776,113,390,1513,134,1175,8196,481,14232,32,14,12,31,17,14,17,17,43,16,63,74,1121,1319,2044,1610,715,159,852,978,178,533,1859,228,1637,8343,1651,16604,0,0,0,0,0,0,0,0,3,0,0,5,0,9,118,41,41,13,43,82,15,46,60,13,53,147,10,422,122,41,41,13,43,82,15,46,58,13,60,152,10,430,1872,1371,656,120,784,874,142,480,1691,204,1408,6368,407,12659,44,20,13,30,21,21,16,13,45,11,67,55,971,1158,2039,1427,710,159,849,974,174,536,1798,225,1532,6576,1393,14251
LGA22980,142,38,172,39,11,470,637,496,173,14,308,235,35,116,449,54,316,2869,158,4853,7,0,3,0,6,4,0,0,4,0,5,28,317,368,832,576,236,68,406,334,57,166,596,93,497,2927,485,5698,0,0,0,0,0,0,0,0,0,0,4,0,0,6,55,25,27,8,38,47,3,27,21,9,21,50,10,191,55,27,27,8,38,47,3,27,24,15,20,50,10,196,755,486,204,54,363,281,53,132,549,80,442,2182,127,4319,22,9,3,3,9,6,0,3,6,0,5,23,275,336,832,526,237,68,407,335,57,166,579,93,470,2252,412,4851
LGA23110,1464,459,2011,560,202,5812,5010,6719,1812,84,3162,2257,515,761,6134,394,5102,55397,2608,81091,56,65,25,7,44,29,3,6,53,6,39,410,3795,4421,6881,7465,2366,684,4350,3267,871,1177,7653,853,7149,56365,6602,91322,11,13,4,0,0,6,0,4,12,0,14,125,0,178,224,97,104,23,126,151,29,54,146,30,172,560,43,1258,232,109,108,23,129,154,30,59,151,30,188,684,43,1429,6540,6305,2209,599,4161,3036,806,1092,7155,802,6275,41615,2248,69386,94,27,31,65,39,38,16,16,34,29,59,240,3055,3566,6872,6441,2345,684,4327,3234,847,1166,7344,853,6517,42541,5345,74390
LGA23190,312,137,409,118,38,1279,1847,1758,617,10,862,790,146,336,1744,141,1129,11096,614,18017,28,8,5,0,19,13,3,7,10,0,11,94,974,1134,2350,1967,767,129,1084,1052,221,481,2065,289,1549,11310,1630,20429,3,0,0,0,0,0,0,0,0,0,4,23,0,21,115,44,56,5,66,86,18,35,52,19,60,142,9,438,114,45,58,5,66,86,18,35,53,19,64,159,9,461,2196,1641,697,113,987,936,192,435,1901,257,1306,8157,510,15284,36,12,8,10,15,22,4,10,15,13,25,62,787,942,2352,1695,763,129,1074,1039,220,472,1977,287,1388,8380,1309,16691
LGA23270,4682,962,6732,2021,352,16898,11121,15857,3182,162,9496,4702,1230,1672,12170,811,11821,154021,7016,212889,151,149,30,16,107,78,26,37,109,14,105,1389,12193,14113,16129,18374,4521,1200,13300,7454,2211,2841,16958,1784,18654,157430,19566,243901,9,15,0,0,0,0,0,5,9,4,7,125,8,161,441,195,197,34,306,305,75,153,267,64,244,752,63,1964,454,206,197,34,312,305,73,153,275,66,254,877,67,2134,15476,14906,4242,1142,12801,6980,2048,2610,15794,1668,16319,111179,5643,176438,164,80,38,29,94,66,27,29,104,33,95,917,9216,10580,16089,15192,4485,1198,13208,7349,2149,2795,16170,1768,16665,112975,14929,189145
LGA23350,307,82,366,76,24,1000,1519,1558,529,17,625,672,120,279,1283,108,1055,9345,497,15214,17,12,11,3,8,5,0,6,13,0,8,87,1004,1150,1886,1707,663,139,791,880,170,395,1604,191,1426,9510,1525,17368,8,5,6,0,0,3,0,0,7,0,4,34,0,56,129,43,56,3,60,90,17,41,101,14,94,234,18,587,136,47,61,3,60,94,17,41,105,14,93,262,17,640,1721,1382,596,127,708,763,148,340,1408,171,1190,6812,398,12685,21,16,8,8,13,18,0,7,14,6,18,76,851,994,1882,1449,657,139,788,879,161,389,1524,188,1302,7156,1269,14324
LGA23430,2525,675,3526,962,204,9311,9341,11562,3792,166,5597,4531,847,1517,10183,856,9315,97114,4499,142969,130,83,29,7,60,64,8,24,92,15,69,639,4815,5850,12292,12745,4837,1286,7242,6335,1399,2242,12796,1551,12907,98714,9518,158129,7,8,4,0,3,3,3,0,12,0,17,125,10,176,427,180,216,82,249,387,67,136,254,82,273,879,69,2188,435,187,215,82,256,390,64,136,268,81,290,1003,80,2364,11624,10977,4539,1081,6839,5738,1281,2031,11915,1420,11370,74490,3823,123559,224,84,57,118,107,153,39,49,175,38,221,399,4045,5003,12279,11253,4815,1284,7205,6281,1384,2223,12351,1536,11882,75889,7954,130919
LGA23670,2675,700,3496,909,176,9170,10296,12745,3659,148,6918,4622,860,1538,11003,798,10278,95482,4449,144461,130,106,46,30,83,68,19,33,99,23,153,669,4314,5479,13186,14105,4662,1208,8534,6326,1358,2331,13778,1522,13923,97061,8944,159103,11,0,3,0,7,4,0,0,15,0,6,91,0,126,551,197,269,49,355,422,81,150,314,106,307,819,55,2352,560,195,269,49,359,426,83,150,326,106,314,909,58,2480,12371,12004,4291,1041,8035,5745,1231,2112,12691,1353,12200,73593,3777,124980,233,90,74,115,96,117,24,48,173,51,232,351,3532,4534,13173,12292,4631,1208,8487,6283,1338,2305,13194,1511,12741,74853,7374,131987
LGA23810,2170,478,2461,499,289,6479,7145,7189,1968,87,3777,3030,643,1536,7135,532,4851,37820,2552,65009,110,63,32,16,67,68,16,46,90,18,70,335,5192,5826,9456,8404,2609,576,5003,4254,1045,2382,9396,1029,7380,38655,8033,77318,0,3,0,0,3,0,0,0,3,4,13,37,7,69,491,161,176,38,308,335,80,176,291,83,255,569,69,1793,489,166,179,34,313,335,79,180,301,85,267,608,75,1862,8786,6946,2371,500,4577,3781,928,2117,8523,898,6309,27908,2132,56961,165,74,50,37,88,112,23,70,117,39,100,237,4187,4803,9442,7187,2602,576,4980,4229,1034,2365,8944,1018,6675,28752,6396,63627
LGA23940,183,36,220,40,7,584,884,654,255,11,373,355,63,198,627,54,431,3640,234,6358,12,5,5,0,4,4,0,4,9,0,4,23,753,817,1150,768,326,58,488,498,97,278,821,95,661,3710,997,7759,0,0,0,0,0,0,0,0,4,0,3,3,0,6,70,17,21,3,35,41,11,30,20,0,32,65,11,208,70,17,21,3,35,41,11,30,27,0,30,69,11,213,1055,655,298,53,446,449,84,245,772,83,570,2725,196,5645,18,11,7,0,7,11,0,8,5,3,10,31,657,738,1143,683,322,58,485,498,92,278,798,95,612,2824,867,6602
LGA24130,757,186,1063,283,61,2614,3815,4184,1433,63,1691,1596,340,733,3892,269,3259,29574,1600,46189,45,37,20,3,16,25,5,10,36,10,26,237,2277,2654,4599,4566,1733,418,2067,2066,481,979,4684,456,4350,30094,3942,51458,6,4,0,0,0,0,0,0,3,3,4,61,0,77,232,87,99,23,155,164,26,67,139,45,154,516,39,1214,244,89,99,23,154,161,26,71,144,41,162,578,41,1289,4282,3709,1601,336,1884,1840,429,880,4226,404,3693,21226,1282,37740,54,23,22,55,20,39,16,13,59,6,62,144,1876,2201,4576,3823,1718,418,2056,2043,474,966,4426,457,3921,21950,3196,41232
LGA24210,1766,671,2953,826,126,7804,7323,6931,3095,177,4471,3596,692,866,5457,606,7233,80139,3047,112786,96,58,36,18,50,47,12,14,53,15,54,538,3286,4109,9862,7721,3955,1432,5776,5074,1113,1342,7281,1292,10243,81503,6453,124700,4,7,0,0,0,0,0,0,8,0,7,69,3,95,342,121,190,49,173,296,49,75,120,69,193,527,40,1477,342,124,193,49,173,296,49,75,129,67,199,604,37,1576,9399,6611,3713,1352,5528,4704,1039,1229,6830,1193,9266,63229,2675,99653,113,38,35,26,53,54,8,23,37,23,60,317,2756,3324,9855,6776,3938,1432,5757,5057,1098,1330,6996,1289,9533,64148,5474,104556
LGA24250,183,59,229,30,3,537,884,716,336,11,368,396,74,154,653,85,606,5632,302,8864,11,11,5,0,3,3,0,7,4,0,8,38,707,781,1066,824,412,67,451,517,120,225,842,141,839,5694,1013,10178,0,0,0,0,0,0,0,0,0,0,0,8,0,9,56,22,28,9,38,40,15,14,24,12,44,126,6,296,57,22,28,9,38,41,15,14,24,12,41,134,6,301,985,694,378,56,400,468,105,200,764,124,720,4128,234,7435,21,16,9,4,16,8,3,3,17,4,15,45,600,694,1065,730,412,67,449,517,117,222,804,141,781,4305,844,8430
LGA24330,1310,318,1646,481,64,4523,3132,6643,1170,108,2443,1304,380,438,7089,248,5184,52975,2121,76016,54,43,15,3,41,15,9,11,48,11,39,378,4102,4673,4472,7252,1563,536,3373,1979,612,753,8446,582,6868,53838,6295,85209,4,11,0,0,0,0,0,0,6,0,8,87,6,115,106,58,48,9,68,71,26,26,87,13,82,355,15,703,113,68,48,9,68,78,26,26,93,13,81,440,21,814,4280,6335,1491,437,3223,1857,561,697,8103,556,6206,42190,1785,67022,67,34,16,89,64,32,5,13,42,3,88,284,3584,4112,4461,6438,1555,532,3362,1962,602,735,8238,577,6377,42917,5385,71946
LGA24410,2127,504,2757,750,166,6847,7792,9472,2843,103,4044,3224,653,1156,8929,596,7801,67979,3266,104190,147,92,48,82,67,86,15,21,183,36,114,469,3102,4010,9852,10486,3581,910,5041,4350,982,1739,11237,1135,10669,69198,6530,115043,9,8,0,0,4,0,0,0,5,0,4,75,3,111,418,171,227,52,247,335,64,113,245,74,281,658,50,1887,428,181,227,52,253,337,64,113,258,77,283,729,51,1993,9189,8815,3254,694,4671,3849,855,1557,10222,993,9236,51116,2665,88632,219,75,79,156,76,129,32,44,219,54,149,225,2634,3396,9840,9074,3560,903,5001,4314,955,1715,10695,1124,9668,52069,5348,94018
LGA24600,1075,273,1386,330,53,3468,3615,9008,1811,58,2264,1767,459,517,11046,333,7494,102824,2349,134535,33,55,19,5,26,11,0,4,44,0,40,674,10770,11618,4516,9483,2184,451,2776,2352,637,758,12165,610,8913,103824,13177,149615,13,12,0,0,0,0,0,4,12,0,14,205,6,264,131,63,98,20,92,129,23,29,147,32,133,547,32,1087,145,80,101,20,91,129,23,30,157,32,147,754,35,1347,4330,8992,2047,398,2640,2173,586,709,11871,563,8396,94019,2138,127251,35,36,19,36,36,33,12,12,42,11,58,625,10095,10926,4517,9109,2171,449,2765,2333,620,748,12075,602,8596,95400,12275,139515
