LGA_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
LGA44550,..,11,77,13,18,18,7,14,7,5,171,..,9,26,17,4,16,11,6,5,0,90,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,9,25,17,4,15,9,10,5,0,94,..,0,0,0,0,0,0,0,0,0,0,..,20,105,31,21,33,22,17,9,10,268,42,148,63,12,0,5,6,4,3,4,288,10,50,28,13,7,3,8,0,0,0,116,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,46,28,13,7,3,6,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,47,196,96,22,10,5,15,7,3,5,409,140,83,62,11,9,6,5,5,3,5,325,25,46,51,12,18,17,11,13,0,0,184,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,25,48
LGA44620,..,10,26,3,4,4,3,0,0,5,59,..,12,53,8,12,17,17,3,3,0,135,..,0,4,0,3,0,9,3,0,3,20,..,0,0,0,0,0,0,0,0,0,0,..,12,53,8,18,17,26,7,3,3,157,..,0,0,0,0,0,0,0,0,0,0,..,25,87,17,17,23,27,10,3,5,219,17,27,7,0,4,0,0,3,0,0,58,3,65,55,3,18,9,19,0,4,3,182,0,0,5,0,3,0,9,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,3,65,61,3,17,8,22,4,0,7,196,0,0,0,0,0,0,0,0,0,3,3,21,93,63,8,19,8,23,3,0,13,257,45,15,15,6,0,4,10,5,0,10,109,12,26,63,26,31,30,22,5,0,6,218,0,14,20,0,7,9,9,10,0,0,60,0,0,0,0,0,0,0,0,0,0,0,12,36
LGA44830,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA45040,..,4,23,0,0,4,3,0,0,8,42,..,6,23,12,28,20,11,5,0,3,101,..,0,0,0,4,0,6,3,3,0,19,..,0,0,0,0,0,0,0,0,0,0,..,6,23,16,25,21,17,8,3,0,121,..,0,0,0,0,0,0,0,0,0,0,..,13,42,12,25,27,17,8,3,10,165,8,26,23,0,0,0,0,0,0,7,62,4,46,53,7,14,7,15,0,0,0,148,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,46,53,7,14,7,18,0,0,0,154,0,0,0,0,0,0,0,0,0,3,3,13,76,78,7,14,7,21,0,0,7,224,32,10,18,5,0,0,0,0,0,3,72,8,35,60,22,21,18,38,8,4,0,224,0,4,25,7,3,3,6,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,8,38
LGA45090,..,0,18,8,6,5,3,0,0,0,35,..,0,22,9,10,7,8,0,0,0,56,..,0,0,0,0,0,5,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,16,10,12,7,12,6,0,0,65,..,0,0,0,0,0,0,0,0,0,0,..,0,41,10,16,13,16,6,0,0,104,7,6,10,7,0,3,4,5,0,5,45,0,9,15,4,15,0,11,3,4,0,57,0,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,15,8,14,3,11,6,4,0,63,0,0,0,0,0,0,0,0,0,0,3,7,14,32,9,14,5,12,12,3,3,111,13,6,17,4,5,7,0,4,0,3,62,0,12,41,18,13,17,43,6,4,3,161,0,0,10,5,7,7,9,7,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,15
LGA45120,..,0,0,0,0,3,0,0,0,0,6,..,0,0,0,5,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,6,3,0,0,0,0,10,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA45290,..,23,55,15,25,35,39,25,12,9,239,..,15,99,45,50,86,100,66,4,8,482,..,0,0,0,3,4,11,16,6,0,38,..,0,0,0,0,0,0,0,0,0,5,..,15,102,45,58,94,111,80,9,9,517,..,0,0,0,0,0,0,0,0,0,0,..,43,159,63,78,125,147,105,18,20,766,68,109,43,8,14,18,24,8,3,4,290,35,87,118,74,76,115,122,71,4,11,710,0,0,0,0,0,5,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,35,87,120,74,76,127,126,74,3,14,733,0,0,0,0,0,0,0,0,0,0,0,103,193,161,75,88,148,147,76,12,18,1031,127,61,79,28,28,27,32,16,9,10,423,81,225,459,176,219,213,265,105,15,15,1769,0,9,26,5,20,19,10,7,4,3,97,0,0,0,0,0,0,0,0,0,0,6,82,231
LGA45340,..,159,390,63,60,67,64,36,15,26,878,..,46,171,43,49,41,46,33,6,14,447,..,0,0,0,0,0,11,0,5,0,28,..,0,0,0,0,0,0,4,0,0,0,..,46,173,41,51,43,61,43,10,16,480,..,0,0,0,0,0,0,0,0,0,0,..,200,560,110,110,112,122,74,25,42,1357,292,1046,382,30,20,15,30,8,5,28,1867,66,237,186,32,41,24,52,25,4,9,688,0,0,4,0,3,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,66,238,191,36,45,28,58,25,4,9,705,0,0,0,0,0,0,0,0,0,7,4,354,1290,575,67,66,44,91,38,14,38,2579,719,568,269,42,44,53,51,38,7,29,1814,175,273,350,101,76,83,92,22,4,19,1201,0,3,11,0,11,0,12,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,178,279
LGA45400,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA45540,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA45680,..,37,95,15,25,14,19,12,9,14,241,..,69,345,137,93,117,103,14,4,29,922,..,0,13,4,12,22,47,12,11,15,145,..,0,0,0,0,0,0,0,0,0,6,..,76,356,140,100,146,153,32,16,49,1072,..,0,0,0,0,0,0,0,0,3,4,..,111,454,158,130,160,173,42,28,64,1315,79,247,81,3,6,0,0,3,5,13,441,102,525,508,126,79,85,103,30,9,26,1597,0,6,13,17,9,14,26,9,7,5,99,0,0,4,0,0,0,4,0,0,0,8,102,534,524,136,83,108,130,33,13,30,1708,0,0,0,0,0,0,0,0,0,3,4,181,784,603,145,88,106,134,42,21,48,2152,249,172,87,19,19,20,17,6,3,13,603,188,591,530,105,77,93,99,32,9,25,1751,0,41,150,51,48,36,57,7,11,9,401,0,0,0,0,7,0,0,0,0,0,13,189,639
LGA45890,..,72,193,51,46,40,45,30,21,25,525,..,173,576,195,181,216,269,97,35,52,1801,..,3,3,7,12,19,69,39,23,18,197,..,0,0,0,0,0,0,0,0,0,10,..,175,586,207,200,239,340,142,61,66,2006,..,0,0,0,0,0,3,0,0,4,9,..,248,776,253,243,279,393,170,78,90,2533,103,307,164,27,27,36,43,26,0,13,746,199,957,800,263,311,466,660,323,26,68,4066,3,4,20,15,11,31,40,18,11,14,166,0,0,0,0,0,0,0,0,0,0,3,202,957,823,276,326,497,704,336,39,81,4247,0,3,4,0,0,0,0,0,0,26,32,303,1266,990,302,353,537,741,362,39,124,5027,416,251,220,49,57,62,72,38,4,40,1203,624,1449,2207,657,753,908,1020,343,24,88,8064,7,86,235,64,59,83,85,26,8,11,676,0,0,4,0,0,0,0,0,0,4,10,632,1539
LGA46090,..,0,0,0,4,0,3,0,0,0,11,..,0,15,0,0,0,6,3,0,0,28,..,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,15,0,0,0,10,9,0,0,33,..,0,0,0,0,0,0,0,0,0,0,..,3,13,0,4,0,11,9,0,0,44,3,0,0,0,0,0,6,0,0,0,8,0,0,5,0,8,8,3,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,8,3,5,0,0,37,0,0,0,0,0,0,0,0,0,5,5,3,3,5,0,8,9,4,5,0,5,51,15,10,10,0,4,5,8,0,3,0,49,5,9,35,12,38,37,40,14,5,4,196,0,0,0,0,0,0,4,3,6,0,17,0,0,0,0,0,0,0,0,0,0,0,5,9
LGA46300,..,4,12,5,0,3,4,0,0,0,29,..,4,3,0,6,0,3,0,0,0,24,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,4,3,0,6,0,8,3,0,0,27,..,0,0,0,0,0,0,0,0,0,0,..,7,18,5,6,6,7,0,0,0,56,9,18,8,0,0,4,0,0,0,0,37,0,3,3,3,3,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,22,12,3,3,3,6,0,0,0,64,7,9,11,5,4,0,3,0,0,0,39,8,12,24,7,9,8,9,7,0,3,86,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,12
LGA46450,..,7,5,0,0,3,4,0,0,0,32,..,0,15,9,4,0,6,4,0,0,32,..,0,0,0,0,0,5,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,15,9,4,0,10,4,0,0,36,..,0,0,0,0,0,0,0,0,0,0,..,7,20,6,9,6,9,9,0,0,69,6,12,10,0,0,0,0,0,0,0,30,7,8,9,0,3,5,3,0,0,0,28,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,8,9,0,3,5,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,10,20,14,4,3,5,3,5,0,0,61,5,6,7,0,0,5,0,0,0,3,30,7,16,28,8,10,4,11,3,0,0,84,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,16
LGA46510,..,9,31,13,15,8,13,10,0,11,105,..,21,69,26,32,48,43,13,4,5,264,..,0,0,0,0,4,13,4,6,0,24,..,0,0,0,0,0,0,0,0,0,0,..,21,69,26,32,50,57,19,11,4,286,..,0,0,0,0,0,0,0,0,0,0,..,32,98,37,47,61,67,25,11,8,394,44,41,17,3,3,8,12,3,0,4,136,14,61,68,31,38,63,87,41,3,5,413,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,61,75,31,43,62,88,41,3,8,424,0,0,0,0,0,0,0,0,0,0,0,63,107,89,34,48,70,97,47,0,12,563,75,35,43,9,14,15,24,8,4,4,229,66,116,255,98,133,178,179,65,0,12,1107,0,4,10,0,4,6,12,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,66,117
LGA46670,..,4,4,0,0,0,0,0,0,6,12,..,0,3,0,3,6,9,0,0,0,28,..,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,4,6,8,0,0,3,29,..,0,0,0,0,0,0,0,0,0,0,..,3,7,0,6,6,8,0,0,7,44,3,4,6,0,0,0,0,0,0,0,10,3,0,11,4,3,9,19,16,0,6,71,0,0,0,0,0,0,0,0,6,14,19,0,0,0,0,0,0,0,0,0,0,0,3,0,11,4,3,9,15,13,6,20,84,0,0,0,0,0,0,0,0,0,0,0,4,4,11,4,3,9,19,13,6,20,94,12,6,8,3,4,0,4,0,0,0,46,5,28,33,10,12,6,48,18,3,7,180,0,0,7,0,0,0,12,0,3,21,49,0,0,0,0,0,0,0,0,0,0,0,5,23
LGA46860,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA46970,..,6,4,0,5,5,0,4,0,0,20,..,0,10,0,5,4,0,7,0,5,26,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,5,4,3,7,0,5,25,..,0,0,0,0,0,0,0,0,0,0,..,6,9,0,10,5,5,6,0,5,47,3,0,3,4,0,0,0,0,0,0,18,4,5,6,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,8,8,4,0,0,8,0,0,0,34,14,11,11,6,3,4,0,7,0,0,49,0,7,31,8,11,9,13,7,0,0,78,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA47140,..,61,180,44,37,36,34,23,10,25,441,..,192,800,312,201,274,276,97,16,72,2247,..,4,27,20,28,43,84,54,29,27,298,..,0,4,0,3,3,4,3,6,0,23,..,199,827,329,228,314,367,153,49,97,2562,..,0,3,0,0,0,0,4,0,3,18,..,268,1010,376,266,345,402,178,61,124,3023,137,308,122,15,17,15,15,15,3,24,671,193,1191,1265,291,292,401,500,197,25,70,4424,3,8,33,22,29,51,56,25,19,0,255,0,0,0,0,0,0,0,0,0,4,7,198,1194,1301,316,321,450,550,228,45,75,4685,0,0,0,0,0,0,0,0,0,3,7,339,1504,1422,340,341,464,568,244,48,106,5368,361,198,154,24,30,33,46,31,11,19,912,629,1599,1826,466,427,589,672,184,47,66,6499,15,123,339,114,106,118,124,49,18,15,1019,0,0,4,0,0,0,0,0,0,0,11,639,1717
LGA47290,..,0,0,0,0,0,5,0,0,0,5,..,0,0,5,0,0,7,3,0,0,16,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,5,0,0,5,3,0,3,16,..,0,0,0,0,0,0,0,0,0,0,..,0,4,5,0,0,9,3,0,3,26,0,3,6,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,5,32,3,0,0,0,0,4,3,3,0,0,13,0,3,12,4,3,6,19,0,0,0,56,0,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA47490,..,0,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA47630,..,0,5,0,3,0,0,0,4,3,19,..,0,14,9,12,9,3,3,0,0,51,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,14,9,12,15,10,3,0,0,56,..,0,0,0,0,0,0,0,0,0,0,..,0,16,10,14,16,10,3,4,3,68,3,13,4,0,0,0,0,0,0,3,20,0,6,14,4,10,7,14,12,0,5,61,0,0,0,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,17,6,7,9,16,7,0,5,74,0,0,0,0,0,0,0,0,0,0,0,3,19,16,6,12,7,20,7,0,3,99,7,5,10,0,0,4,4,0,3,4,33,0,10,26,11,19,29,30,14,5,0,136,0,0,3,10,0,5,8,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,14
LGA47700,..,63,147,22,24,59,22,9,8,4,363,..,66,224,61,75,74,55,20,0,10,587,..,0,6,0,0,8,6,5,0,0,26,..,0,0,0,0,0,0,0,0,0,5,..,66,230,60,77,80,62,27,0,15,618,..,0,0,0,0,0,0,0,0,0,0,..,123,378,87,102,141,79,37,5,20,980,113,334,90,16,12,21,14,13,0,12,630,59,311,219,54,53,118,121,80,9,8,1025,5,4,3,4,3,3,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,63,320,220,59,56,116,127,78,6,8,1059,0,0,0,0,0,0,0,0,0,0,0,179,656,308,74,65,139,144,91,10,18,1688,321,169,122,22,18,21,30,14,0,16,719,167,375,530,185,170,246,217,60,8,21,1965,5,9,17,6,10,14,8,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,170,378
LGA47800,..,0,6,0,0,0,4,0,0,0,8,..,0,0,0,0,4,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,4,4,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,7,0,0,4,4,4,0,0,18,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,6,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,4,3,0,0,0,21,5,0,6,4,3,0,0,0,0,0,18,0,5,9,9,5,7,7,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA47910,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
